temperature,wind_speed,humidity,solar_dir,solar_diff,solar_global
10:2:14:0:0,31.1,1.68,0.92,14,5,18
10:2:15:0:0,36.3,2.18,0.9,23,8,31
10:2:16:0:0,39.7,2.64,0.84,37,12,50
10:2:17:0:0,43.5,3.25,0.74,47,16,62
10:2:18:0:0,45.9,2.71,0.66,48,16,65
10:2:19:0:0,47.7,2.4,0.53,50,17,67
10:2:20:0:0,50.5,2.75,0.46,46,15,62
10:2:21:0:0,51.6,2.88,0.35,39,13,52
10:2:22:0:0,51.4,3.73,0.33,28,9,38
10:2:23:0:0,50.7,3.98,0.35,15,5,20
10:3:0:0:0,48.0,3.1,0.4,3,1,4
10:3:1:0:0,44.8,2.71,0.48,0,0,0
10:3:2:0:0,45.0,2.21,0.52,0,0,0
10:3:3:0:0,43.2,1.08,0.58,0,0,0
10:3:4:0:0,42.8,1.63,0.59,0,0,0
10:3:5:0:0,42.3,1.45,0.58,0,0,0
10:3:6:0:0,40.1,1.37,0.59,0,0,0
10:3:7:0:0,39.9,0.44,0.66,0,0,0
10:3:8:0:0,39.9,1.13,0.69,0,0,0
10:3:9:0:0,37.9,1.03,0.71,0,0,0
10:3:10:0:0,37.6,1.36,0.72,0,0,0
10:3:11:0:0,36.1,0.87,0.74,0,0,0
10:3:12:0:0,36.1,1.29,0.8,0,0,0
10:3:13:0:0,39.0,1.55,0.76,2,1,2
10:3:14:0:0,45.3,1.07,0.67,12,4,17
10:3:15:0:0,49.8,1.57,0.6,25,8,33
10:3:16:0:0,52.5,1.45,0.51,37,12,49
10:3:17:0:0,59.2,1.0,0.47,45,15,59
10:3:18:0:0,62.2,2.11,0.42,49,16,65
10:3:19:0:0,63.0,2.75,0.4,49,16,66
10:3:20:0:0,63.5,2.8,0.33,46,15,61
10:3:21:0:0,65.3,2.65,0.29,39,13,52
10:3:22:0:0,66.0,2.93,0.27,28,9,37
10:3:23:0:0,64.9,2.91,0.24,15,5,20
10:4:0:0:0,58.8,2.29,0.28,3,1,4
10:4:1:0:0,58.8,2.69,0.31,0,0,0
10:4:2:0:0,58.5,2.33,0.28,0,0,0
10:4:3:0:0,56.5,1.86,0.29,0,0,0
10:4:4:0:0,53.8,3.06,0.37,0,0,0
10:4:5:0:0,49.5,3.11,0.41,0,0,0
10:4:6:0:0,46.2,2.67,0.51,0,0,0
10:4:7:0:0,46.4,1.98,0.53,0,0,0
10:4:8:0:0,45.3,1.38,0.53,0,0,0
10:4:9:0:0,41.9,1.15,0.53,0,0,0
10:4:10:0:0,42.8,2.64,0.55,0,0,0
10:4:11:0:0,41.9,3.96,0.53,0,0,0
10:4:12:0:0,40.8,3.56,0.55,0,0,0
10:4:13:0:0,42.8,2.72,0.55,2,1,2
10:4:14:0:0,47.5,1.92,0.48,13,4,17
10:4:15:0:0,53.1,2.08,0.4,26,9,34
10:4:16:0:0,56.8,2.7,0.31,37,12,49
10:4:17:0:0,58.8,1.78,0.34,45,15,59
10:4:18:0:0,58.5,1.95,0.33,49,16,65
10:4:19:0:0,60.8,1.94,0.31,49,16,66
10:4:20:0:0,62.6,1.7,0.3,46,15,61
10:4:21:0:0,64.8,1.88,0.29,38,13,51
10:4:22:0:0,64.8,1.98,0.27,28,9,37
10:4:23:0:0,62.2,2.87,0.27,15,5,20
10:5:0:0:0,57.2,1.94,0.3,3,1,4
10:5:1:0:0,54.1,1.06,0.36,0,0,0
10:5:2:0:0,53.2,1.3,0.38,0,0,0
10:5:3:0:0,53.4,2.18,0.37,0,0,0
10:5:4:0:0,49.1,2.17,0.43,0,0,0
10:5:5:0:0,46.4,1.23,0.45,0,0,0
10:5:6:0:0,46.2,0.53,0.41,0,0,0
10:5:7:0:0,43.9,0.54,0.4,0,0,0
10:5:8:0:0,42.4,2.04,0.45,0,0,0
10:5:9:0:0,42.1,1.71,0.46,0,0,0
10:5:10:0:0,42.6,2.18,0.47,0,0,0
10:5:11:0:0,41.9,2.39,0.52,0,0,0
10:5:12:0:0,40.1,1.79,0.56,0,0,0
10:5:13:0:0,41.5,2.52,0.56,1,0,2
10:5:14:0:0,45.5,2.07,0.49,12,4,16
10:5:15:0:0,47.3,1.42,0.49,17,6,23
10:5:16:0:0,48.0,1.47,0.47,19,6,25
10:5:17:0:0,54.3,1.78,0.39,45,15,59
10:5:18:0:0,55.0,2.75,0.33,46,15,61
10:5:19:0:0,58.1,3.87,0.28,54,18,72
10:5:20:0:0,55.9,3.93,0.25,46,15,62
10:5:21:0:0,58.3,3.45,0.24,38,13,51
10:5:22:0:0,58.3,3.23,0.22,27,9,36
10:5:23:0:0,56.5,3.41,0.22,14,5,19
10:6:0:0:0,52.3,2.25,0.24,3,1,3
10:6:1:0:0,46.9,2.04,0.29,0,0,0
10:6:2:0:0,49.6,2.37,0.32,0,0,0
10:6:3:0:0,45.9,1.3,0.37,0,0,0
10:6:4:0:0,44.1,0.6,0.4,0,0,0
10:6:5:0:0,43.7,0.79,0.43,0,0,0
10:6:6:0:0,43.0,0.75,0.46,0,0,0
10:6:7:0:0,42.6,1.33,0.45,0,0,0
10:6:8:0:0,42.6,1.44,0.46,0,0,0
10:6:9:0:0,44.1,0.61,0.45,0,0,0
10:6:10:0:0,43.5,1.42,0.46,0,0,0
10:6:11:0:0,39.2,1.24,0.52,0,0,0
10:6:12:0:0,39.7,2.24,0.55,0,0,0
10:6:13:0:0,41.7,2.37,0.53,2,1,2
10:6:14:0:0,45.5,2.21,0.5,12,4,16
10:6:15:0:0,49.6,1.93,0.38,25,8,34
10:6:16:0:0,53.6,1.24,0.35,36,12,48
10:6:17:0:0,58.6,1.95,0.3,44,15,59
10:6:18:0:0,63.1,2.47,0.26,48,16,65
10:6:19:0:0,64.8,2.81,0.23,49,16,65
10:6:20:0:0,68.0,3.07,0.2,45,15,60
10:6:21:0:0,69.1,3.7,0.18,38,13,50
10:6:22:0:0,67.8,3.7,0.18,27,9,36
10:6:23:0:0,65.7,2.66,0.19,14,5,19
10:7:0:0:0,60.8,1.89,0.22,2,1,3
10:7:1:0:0,58.1,1.75,0.23,0,0,0
10:7:2:0:0,54.7,1.87,0.27,0,0,0
10:7:3:0:0,56.5,1.83,0.28,0,0,0
10:7:4:0:0,52.9,1.55,0.26,0,0,0
10:7:5:0:0,53.1,1.1,0.27,0,0,0
10:7:6:0:0,53.1,1.4,0.26,0,0,0
10:7:7:0:0,53.1,1.82,0.25,0,0,0
10:7:8:0:0,54.0,1.31,0.22,0,0,0
10:7:9:0:0,51.8,1.13,0.24,0,0,0
10:7:10:0:0,49.3,1.04,0.26,0,0,0
10:7:11:0:0,48.6,1.13,0.25,0,0,0
10:7:12:0:0,50.5,1.26,0.26,0,0,0
10:7:13:0:0,50.5,0.69,0.25,2,1,2
10:7:14:0:0,54.5,0.68,0.25,12,4,16
10:7:15:0:0,56.7,1.26,0.23,25,8,33
10:7:16:0:0,63.7,1.95,0.21,36,12,48
10:7:17:0:0,63.7,3.06,0.18,44,15,59
10:7:18:0:0,65.7,3.08,0.16,48,16,65
10:7:19:0:0,67.5,3.57,0.16,49,16,65
10:7:20:0:0,66.4,3.9,0.16,45,15,60
10:7:21:0:0,60.6,4.5,0.19,37,12,49
10:7:22:0:0,52.3,5.1,0.23,26,9,35
10:7:23:0:0,47.8,4.36,0.28,7,2,9
10:8:0:0:0,46.4,5.61,0.3,0,0,0
10:8:1:0:0,35.6,5.47,0.62,0,0,0
10:8:2:0:0,37.4,3.81,0.67,0,0,0
10:8:3:0:0,34.5,2.94,0.74,0,0,0
10:8:4:0:0,33.4,1.47,0.9,0,0,0
10:8:5:0:0,32.5,0.55,0.94,0,0,0
10:8:6:0:0,33.3,1.36,0.95,0,0,0
10:8:7:0:0,34.7,1.56,0.91,0,0,0
10:8:8:0:0,34.3,1.81,0.74,0,0,0
10:8:9:0:0,34.0,3.74,0.71,0,0,0
10:8:10:0:0,33.8,7.05,0.68,0,0,0
10:8:11:0:0,33.8,7.2,0.64,0,0,0
10:8:12:0:0,34.2,6.04,0.6,0,0,0
10:8:13:0:0,34.5,2.25,0.61,0,0,0
10:8:14:0:0,35.2,2.18,0.59,1,0,2
10:8:15:0:0,37.2,2.72,0.55,6,2,7
10:8:16:0:0,38.3,2.81,0.49,37,12,49
10:8:17:0:0,39.7,4.13,0.47,44,15,59
10:8:18:0:0,39.9,4.68,0.46,36,12,48
10:8:19:0:0,41.5,4.03,0.45,24,8,32
10:8:20:0:0,43.7,3.68,0.41,45,15,61
10:8:21:0:0,44.8,2.94,0.37,30,10,40
10:8:22:0:0,45.3,2.94,0.33,24,8,33
10:8:23:0:0,45.0,2.57,0.3,14,5,18
10:9:0:0:0,40.5,1.47,0.31,2,1,3
10:9:1:0:0,37.6,2.2,0.39,0,0,0
10:9:2:0:0,36.0,2.74,0.45,0,0,0
10:9:3:0:0,34.9,1.76,0.48,0,0,0
10:9:4:0:0,34.2,2.09,0.48,0,0,0
10:9:5:0:0,33.4,2.13,0.53,0,0,0
10:9:6:0:0,33.1,2.54,0.53,0,0,0
10:9:7:0:0,32.0,1.44,0.59,0,0,0
10:9:8:0:0,30.6,1.67,0.62,0,0,0
10:9:9:0:0,30.0,1.41,0.66,0,0,0
10:9:10:0:0,28.9,1.29,0.64,0,0,0
10:9:11:0:0,28.6,2.15,0.7,0,0,0
10:9:12:0:0,27.5,2.65,0.74,0,0,0
10:9:13:0:0,28.2,2.96,0.8,2,1,2
10:9:14:0:0,31.5,2.64,0.76,12,4,16
10:9:15:0:0,37.6,2.58,0.67,25,8,33
10:9:16:0:0,41.2,1.58,0.5,35,12,47
10:9:17:0:0,46.9,2.04,0.39,44,15,59
10:9:18:0:0,50.2,2.16,0.33,48,16,65
10:9:19:0:0,47.8,1.95,0.28,49,16,65
10:9:20:0:0,51.3,2.36,0.3,45,15,60
10:9:21:0:0,51.3,2.05,0.31,37,12,49
10:9:22:0:0,52.2,1.56,0.32,26,9,34
10:9:23:0:0,51.6,1.33,0.33,13,4,17
10:10:0:0:0,48.4,0.76,0.36,2,1,2
10:10:1:0:0,45.1,0.63,0.42,0,0,0
10:10:2:0:0,43.5,1.65,0.46,0,0,0
10:10:3:0:0,44.1,1.14,0.46,0,0,0
10:10:4:0:0,42.4,0.46,0.43,0,0,0
10:10:5:0:0,40.8,0.31,0.47,0,0,0
10:10:6:0:0,41.0,0.87,0.5,0,0,0
10:10:7:0:0,40.3,0.97,0.51,0,0,0
10:10:8:0:0,41.4,1.28,0.5,0,0,0
10:10:9:0:0,41.9,1.32,0.44,0,0,0
10:10:10:0:0,39.7,1.1,0.41,0,0,0
10:10:11:0:0,39.4,0.95,0.5,0,0,0
10:10:12:0:0,37.0,1.17,0.52,0,0,0
10:10:13:0:0,38.1,0.73,0.52,0,0,1
10:10:14:0:0,38.8,1.34,0.56,6,2,8
10:10:15:0:0,48.6,0.69,0.46,25,8,33
10:10:16:0:0,52.9,1.16,0.35,34,11,46
10:10:17:0:0,57.2,1.92,0.3,43,14,58
10:10:18:0:0,60.8,2.92,0.26,47,16,63
10:10:19:0:0,63.3,2.93,0.25,47,16,63
10:10:20:0:0,64.6,2.97,0.23,44,15,58
10:10:21:0:0,64.8,2.71,0.23,31,10,41
10:10:22:0:0,64.4,2.33,0.22,26,9,34
10:10:23:0:0,61.7,2.67,0.22,12,4,16
10:11:0:0:0,57.2,1.08,0.26,2,1,2
10:11:1:0:0,54.0,0.68,0.29,0,0,0
10:11:2:0:0,54.9,1.13,0.28,0,0,0
10:11:3:0:0,53.2,0.58,0.3,0,0,0
10:11:4:0:0,53.1,0.4,0.3,0,0,0
10:11:5:0:0,53.4,0.95,0.32,0,0,0
10:11:6:0:0,53.2,0.62,0.31,0,0,0
10:11:7:0:0,52.2,0.92,0.32,0,0,0
10:11:8:0:0,51.3,1.08,0.34,0,0,0
10:11:9:0:0,50.7,1.22,0.34,0,0,0
10:11:10:0:0,50.0,0.69,0.35,0,0,0
10:11:11:0:0,50.2,1.1,0.37,0,0,0
10:11:12:0:0,48.7,1.0,0.39,0,0,0
10:11:13:0:0,50.5,1.13,0.39,1,0,1
10:11:14:0:0,53.8,0.64,0.34,11,4,15
10:11:15:0:0,56.1,1.41,0.33,22,7,29
10:11:16:0:0,54.0,1.98,0.33,18,6,24
10:11:17:0:0,58.5,2.3,0.26,39,13,52
10:11:18:0:0,59.2,3.39,0.21,45,15,60
10:11:19:0:0,59.5,2.86,0.2,46,15,62
10:11:20:0:0,61.9,2.85,0.2,42,14,56
10:11:21:0:0,61.3,3.59,0.19,34,11,46
10:11:22:0:0,61.0,3.47,0.18,23,8,31
10:11:23:0:0,59.4,3.36,0.17,10,3,14
10:12:0:0:0,55.9,2.64,0.16,0,0,0
10:12:1:0:0,54.5,2.27,0.16,0,0,0
10:12:2:0:0,54.1,2.21,0.16,0,0,0
10:12:3:0:0,52.7,1.74,0.16,0,0,0
10:12:4:0:0,50.0,1.01,0.16,0,0,0
10:12:5:0:0,46.8,0.95,0.13,0,0,0
10:12:6:0:0,45.1,1.32,0.16,0,0,0
10:12:7:0:0,42.8,0.69,0.19,0,0,0
10:12:8:0:0,40.6,0.63,0.19,0,0,0
10:12:9:0:0,41.2,0.49,0.21,0,0,0
10:12:10:0:0,37.4,0.76,0.25,0,0,0
10:12:11:0:0,37.0,2.94,0.33,0,0,0
10:12:12:0:0,35.2,2.7,0.32,0,0,0
10:12:13:0:0,37.9,2.32,0.32,1,0,1
10:12:14:0:0,40.6,1.52,0.34,11,4,15
10:12:15:0:0,44.4,2.15,0.34,24,8,32
10:12:16:0:0,48.9,1.99,0.29,35,12,47
10:12:17:0:0,52.7,1.53,0.22,43,14,57
10:12:18:0:0,55.9,1.52,0.19,47,16,63
10:12:19:0:0,58.1,2.39,0.15,47,16,63
10:12:20:0:0,61.0,2.92,0.13,43,14,58
10:12:21:0:0,62.1,3.45,0.12,36,12,47
10:12:22:0:0,62.4,4.47,0.1,24,8,33
10:12:23:0:0,59.4,3.5,0.11,11,4,15
10:13:0:0:0,55.8,1.87,0.14,1,0,1
10:13:1:0:0,51.6,0.51,0.16,0,0,0
10:13:2:0:0,49.8,0.92,0.17,0,0,0
10:13:3:0:0,52.0,1.29,0.15,0,0,0
10:13:4:0:0,47.5,0.67,0.14,0,0,0
10:13:5:0:0,46.8,0.64,0.16,0,0,0
10:13:6:0:0,47.8,0.77,0.19,0,0,0
10:13:7:0:0,45.1,0.82,0.22,0,0,0
10:13:8:0:0,43.7,2.05,0.25,0,0,0
10:13:9:0:0,44.4,2.46,0.26,0,0,0
10:13:10:0:0,40.8,2.46,0.26,0,0,0
10:13:11:0:0,41.4,3.62,0.28,0,0,0
10:13:12:0:0,42.8,4.4,0.27,0,0,0
10:13:13:0:0,40.5,4.82,0.35,1,0,1
10:13:14:0:0,41.0,5.97,0.35,9,3,12
10:13:15:0:0,41.4,6.92,0.28,24,8,32
10:13:16:0:0,36.3,5.5,0.26,18,6,24
10:13:17:0:0,43.0,3.12,0.19,37,12,49
10:13:18:0:0,43.9,3.46,0.16,47,16,63
10:13:19:0:0,44.2,3.14,0.19,47,16,63
10:13:20:0:0,45.3,2.97,0.2,43,14,58
10:13:21:0:0,49.3,2.59,0.2,36,12,47
10:13:22:0:0,48.0,2.38,0.19,25,8,33
10:13:23:0:0,46.6,2.09,0.19,12,4,16
10:14:0:0:0,42.6,0.82,0.22,1,0,2
10:14:1:0:0,39.4,0.38,0.25,0,0,0
10:14:2:0:0,37.8,1.74,0.28,0,0,0
10:14:3:0:0,36.7,2.59,0.29,0,0,0
10:14:4:0:0,35.2,2.4,0.3,0,0,0
10:14:5:0:0,34.5,2.39,0.31,0,0,0
10:14:6:0:0,34.2,2.5,0.33,0,0,0
10:14:7:0:0,33.1,2.56,0.35,0,0,0
10:14:8:0:0,32.0,2.68,0.37,0,0,0
10:14:9:0:0,31.5,1.3,0.35,0,0,0
10:14:10:0:0,29.3,0.96,0.4,0,0,0
10:14:11:0:0,29.3,3.01,0.45,0,0,0
10:14:12:0:0,27.7,1.65,0.45,0,0,0
10:14:13:0:0,30.0,2.66,0.46,1,0,1
10:14:14:0:0,32.7,2.3,0.43,11,4,14
10:14:15:0:0,38.1,3.14,0.38,23,8,31
10:14:16:0:0,42.3,2.45,0.29,34,11,46
10:14:17:0:0,48.6,1.32,0.23,42,14,57
10:14:18:0:0,49.5,1.8,0.19,47,16,62
10:14:19:0:0,52.9,1.87,0.17,47,16,62
10:14:20:0:0,54.0,1.9,0.16,43,14,57
10:14:21:0:0,57.7,1.68,0.13,35,12,47
10:14:22:0:0,55.4,1.98,0.11,24,8,32
10:14:23:0:0,53.8,1.58,0.12,11,4,15
10:15:0:0:0,48.0,1.43,0.14,1,0,2
10:15:1:0:0,46.6,2.21,0.16,0,0,0
10:15:2:0:0,42.4,1.77,0.17,0,0,0
10:15:3:0:0,45.0,0.84,0.16,0,0,0
10:15:4:0:0,45.7,1.03,0.13,0,0,0
10:15:5:0:0,43.9,0.81,0.18,0,0,0
10:15:6:0:0,40.3,0.65,0.17,0,0,0
10:15:7:0:0,39.4,1.29,0.22,0,0,0
10:15:8:0:0,39.7,0.4,0.22,0,0,0
10:15:9:0:0,38.8,0.35,0.23,0,0,0
10:15:10:0:0,36.9,0.12,0.26,0,0,0
10:15:11:0:0,32.7,1.14,0.32,0,0,0
10:15:12:0:0,33.8,1.16,0.34,0,0,0
10:15:13:0:0,35.8,1.6,0.35,1,0,1
10:15:14:0:0,37.0,1.19,0.34,11,4,14
10:15:15:0:0,43.5,1.15,0.33,23,8,31
10:15:16:0:0,50.7,1.21,0.25,34,11,46
10:15:17:0:0,54.0,2.33,0.18,43,14,57
10:15:18:0:0,57.0,2.2,0.14,46,15,62
10:15:19:0:0,61.0,2.23,0.09,46,15,61
10:15:20:0:0,61.3,2.26,0.08,43,14,57
10:15:21:0:0,62.1,1.9,0.08,34,11,46
10:15:22:0:0,62.2,1.41,0.08,24,8,32
10:15:23:0:0,62.1,0.95,0.08,11,4,15
10:16:0:0:0,54.5,1.28,0.1,1,0,2
10:16:1:0:0,52.7,2.47,0.1,0,0,0
10:16:2:0:0,51.8,0.9,0.1,0,0,0
10:16:3:0:0,53.2,2.07,0.12,0,0,0
10:16:4:0:0,48.2,1.13,0.14,0,0,0
10:16:5:0:0,45.0,1.24,0.16,0,0,0
10:16:6:0:0,44.8,0.76,0.18,0,0,0
10:16:7:0:0,43.5,1.7,0.21,0,0,0
10:16:8:0:0,42.3,1.5,0.22,0,0,0
10:16:9:0:0,41.0,2.05,0.23,0,0,0
10:16:10:0:0,41.5,2.69,0.25,0,0,0
10:16:11:0:0,40.1,2.34,0.26,0,0,0
10:16:12:0:0,39.2,2.11,0.27,0,0,0
10:16:13:0:0,41.9,0.74,0.25,1,0,1
10:16:14:0:0,42.1,0.92,0.25,10,3,14
10:16:15:0:0,46.9,2.1,0.26,23,8,30
10:16:16:0:0,50.5,2.54,0.21,34,11,45
10:16:17:0:0,55.8,1.67,0.17,42,14,56
10:16:18:0:0,59.7,1.46,0.14,42,14,56
10:16:19:0:0,61.7,1.6,0.13,41,14,55
10:16:20:0:0,65.1,1.79,0.11,42,14,57
10:16:21:0:0,65.8,1.89,0.09,35,12,46
10:16:22:0:0,66.2,1.6,0.09,23,8,30
10:16:23:0:0,62.2,1.2,0.09,8,3,10
10:17:0:0:0,58.5,1.33,0.11,0,0,0
10:17:1:0:0,53.4,1.21,0.11,0,0,0
10:17:2:0:0,55.6,1.1,0.11,0,0,0
10:17:3:0:0,53.8,0.37,0.12,0,0,0
10:17:4:0:0,53.1,0.41,0.13,0,0,0
10:17:5:0:0,50.2,0.94,0.16,0,0,0
10:17:6:0:0,51.3,0.8,0.17,0,0,0
10:17:7:0:0,49.5,0.57,0.16,0,0,0
10:17:8:0:0,47.3,0.96,0.17,0,0,0
10:17:9:0:0,46.9,2.18,0.2,0,0,0
10:17:10:0:0,47.5,1.27,0.18,0,0,0
10:17:11:0:0,45.7,1.76,0.2,0,0,0
10:17:12:0:0,44.2,2.64,0.2,0,0,0
10:17:13:0:0,45.9,3.18,0.21,1,0,1
10:17:14:0:0,47.7,2.3,0.19,10,3,13
10:17:15:0:0,51.4,2.94,0.2,22,7,30
10:17:16:0:0,56.7,2.86,0.14,33,11,44
10:17:17:0:0,62.6,1.73,0.12,41,14,55
10:17:18:0:0,66.0,1.46,0.1,45,15,61
10:17:19:0:0,66.6,1.61,0.08,45,15,61
10:17:20:0:0,69.6,1.78,0.08,42,14,55
10:17:21:0:0,67.8,1.76,0.09,34,11,45
10:17:22:0:0,66.7,1.79,0.09,23,8,31
10:17:23:0:0,64.9,1.44,0.09,10,3,14
10:18:0:0:0,60.3,1.9,0.1,1,0,1
10:18:1:0:0,55.8,1.22,0.12,0,0,0
10:18:2:0:0,56.1,1.75,0.12,0,0,0
10:18:3:0:0,54.5,2.27,0.13,0,0,0
10:18:4:0:0,51.4,1.96,0.14,0,0,0
10:18:5:0:0,50.9,2.85,0.17,0,0,0
10:18:6:0:0,50.0,1.65,0.18,0,0,0
10:18:7:0:0,47.5,1.98,0.2,0,0,0
10:18:8:0:0,45.9,1.62,0.21,0,0,0
10:18:9:0:0,45.3,1.96,0.23,0,0,0
10:18:10:0:0,44.1,1.87,0.24,0,0,0
10:18:11:0:0,46.0,2.22,0.24,0,0,0
10:18:12:0:0,44.4,1.81,0.26,0,0,0
10:18:13:0:0,43.0,0.76,0.26,0,0,0
10:18:14:0:0,47.5,2.0,0.26,4,1,5
10:18:15:0:0,50.2,2.38,0.23,20,7,26
10:18:16:0:0,55.8,2.25,0.21,28,9,37
10:18:17:0:0,59.5,1.34,0.16,30,10,39
10:18:18:0:0,64.2,1.15,0.14,32,11,43
10:18:19:0:0,64.8,1.55,0.13,36,12,48
10:18:20:0:0,67.1,1.95,0.13,39,13,52
10:18:21:0:0,68.5,1.71,0.14,32,11,42
10:18:22:0:0,67.5,2.09,0.14,22,7,29
10:18:23:0:0,64.6,1.09,0.16,5,2,7
10:19:0:0:0,60.4,0.47,0.18,0,0,1
10:19:1:0:0,56.7,0.56,0.21,0,0,0
10:19:2:0:0,58.1,0.96,0.23,0,0,0
10:19:3:0:0,57.6,0.81,0.24,0,0,0
10:19:4:0:0,58.3,0.87,0.26,0,0,0
10:19:5:0:0,53.2,0.28,0.28,0,0,0
10:19:6:0:0,52.9,0.64,0.31,0,0,0
10:19:7:0:0,52.9,1.55,0.34,0,0,0
10:19:8:0:0,52.2,0.96,0.34,0,0,0
10:19:9:0:0,53.2,1.03,0.35,0,0,0
10:19:10:0:0,52.9,0.45,0.37,0,0,0
10:19:11:0:0,52.5,0.38,0.4,0,0,0
10:19:12:0:0,52.7,0.58,0.41,0,0,0
10:19:13:0:0,52.3,0.51,0.43,0,0,0
10:19:14:0:0,55.9,1.3,0.41,9,3,12
10:19:15:0:0,60.4,2.37,0.36,22,7,29
10:19:16:0:0,65.1,2.96,0.31,27,9,36
10:19:17:0:0,68.0,4.16,0.26,40,13,53
10:19:18:0:0,64.0,4.3,0.24,26,9,35
10:19:19:0:0,67.3,5.25,0.18,27,9,37
10:19:20:0:0,67.1,5.17,0.17,26,9,35
10:19:21:0:0,67.3,4.18,0.17,23,8,30
10:19:22:0:0,63.5,3.89,0.19,4,1,6
10:19:23:0:0,48.9,4.9,0.55,0,0,0
10:20:0:0:0,46.8,4.2,0.7,0,0,0
10:20:1:0:0,45.0,3.37,0.62,0,0,0
10:20:2:0:0,43.9,3.09,0.51,0,0,0
10:20:3:0:0,41.7,3.69,0.45,0,0,0
10:20:4:0:0,39.6,2.01,0.43,0,0,0
10:20:5:0:0,35.4,1.44,0.65,0,0,0
10:20:6:0:0,35.4,3.2,0.76,0,0,0
10:20:7:0:0,35.4,2.06,0.53,0,0,0
10:20:8:0:0,35.6,2.55,0.46,0,0,0
10:20:9:0:0,34.0,2.33,0.43,0,0,0
10:20:10:0:0,34.7,2.08,0.42,0,0,0
10:20:11:0:0,31.6,1.72,0.42,0,0,0
10:20:12:0:0,30.0,0.96,0.5,0,0,0
10:20:13:0:0,31.3,0.64,0.58,1,0,1
10:20:14:0:0,33.6,0.51,0.52,9,3,12
10:20:15:0:0,37.9,1.75,0.49,22,7,29
10:20:16:0:0,38.8,1.87,0.44,32,11,43
10:20:17:0:0,42.3,2.12,0.39,40,13,54
10:20:18:0:0,44.8,3.07,0.32,44,15,59
10:20:19:0:0,47.7,3.08,0.27,43,14,58
10:20:20:0:0,47.5,2.67,0.24,40,13,53
10:20:21:0:0,48.6,2.7,0.24,33,11,44
10:20:22:0:0,46.8,2.77,0.22,22,7,29
10:20:23:0:0,44.6,2.35,0.23,9,3,12
10:21:0:0:0,41.0,0.95,0.25,1,0,1
10:21:1:0:0,38.7,1.45,0.32,0,0,0
10:21:2:0:0,39.6,1.11,0.31,0,0,0
10:21:3:0:0,38.8,1.0,0.29,0,0,0
10:21:4:0:0,38.1,0.99,0.3,0,0,0
10:21:5:0:0,37.6,1.66,0.33,0,0,0
10:21:6:0:0,37.6,1.71,0.37,0,0,0
10:21:7:0:0,37.9,1.02,0.37,0,0,0
10:21:8:0:0,35.4,1.09,0.37,0,0,0
10:21:9:0:0,36.9,1.65,0.39,0,0,0
10:21:10:0:0,36.7,1.56,0.37,0,0,0
10:21:11:0:0,35.1,1.58,0.4,0,0,0
10:21:12:0:0,34.7,2.08,0.41,0,0,0
10:21:13:0:0,36.0,2.46,0.45,0,0,0
10:21:14:0:0,38.8,1.72,0.4,6,2,8
10:21:15:0:0,43.3,1.75,0.37,21,7,28
10:21:16:0:0,47.8,1.18,0.31,31,10,42
10:21:17:0:0,49.8,1.36,0.29,39,13,52
10:21:18:0:0,54.5,1.75,0.28,40,13,53
10:21:19:0:0,57.4,2.21,0.28,38,13,51
10:21:20:0:0,58.3,2.08,0.27,39,13,53
10:21:21:0:0,58.8,2.11,0.25,29,10,38
10:21:22:0:0,57.7,1.44,0.24,16,5,22
10:21:23:0:0,55.9,1.49,0.26,1,0,1
10:22:0:0:0,53.6,1.6,0.27,0,0,0
10:22:1:0:0,52.7,1.87,0.28,0,0,0
10:22:2:0:0,49.5,0.76,0.31,0,0,0
10:22:3:0:0,48.2,0.77,0.32,0,0,0
10:22:4:0:0,47.1,1.21,0.35,0,0,0
10:22:5:0:0,46.8,1.4,0.35,0,0,0
10:22:6:0:0,46.8,2.1,0.35,0,0,0
10:22:7:0:0,43.7,1.36,0.35,0,0,0
10:22:8:0:0,45.1,2.32,0.38,0,0,0
10:22:9:0:0,47.8,2.57,0.37,0,0,0
10:22:10:0:0,44.8,2.26,0.37,0,0,0
10:22:11:0:0,43.9,3.1,0.41,0,0,0
10:22:12:0:0,43.9,3.07,0.41,0,0,0
10:22:13:0:0,46.0,2.92,0.43,0,0,0
10:22:14:0:0,50.4,2.06,0.41,8,3,10
10:22:15:0:0,50.7,2.45,0.38,20,7,26
10:22:16:0:0,52.9,3.29,0.33,30,10,40
10:22:17:0:0,57.6,2.6,0.29,39,13,51
10:22:18:0:0,60.6,1.47,0.28,42,14,55
10:22:19:0:0,61.7,1.88,0.26,42,14,57
10:22:20:0:0,62.6,2.74,0.21,38,13,51
10:22:21:0:0,63.0,2.43,0.2,31,10,41
10:22:22:0:0,63.1,2.17,0.18,20,7,26
10:22:23:0:0,60.6,3.55,0.11,8,3,11
10:23:0:0:0,57.6,4.37,0.12,0,0,0
10:23:1:0:0,55.2,2.84,0.14,0,0,0
10:23:2:0:0,53.6,3.18,0.19,0,0,0
10:23:3:0:0,50.2,2.11,0.22,0,0,0
10:23:4:0:0,49.6,2.76,0.24,0,0,0
10:23:5:0:0,47.1,2.43,0.25,0,0,0
10:23:6:0:0,47.5,2.4,0.26,0,0,0
10:23:7:0:0,44.8,2.02,0.27,0,0,0
