Station Id,Station Name,County,State,Latitude,Longitude,Elevation,Time Zone
AVP,WILKES-BARRE/SCRANT,Luzerne,PA,-75.7227,41.3335,289.0,America/New_York
IPT,WILLIAMSPORT,Lycoming,PA,-76.9217,41.2433,160.0,America/New_York
NXX,WILLOW GROVE NAS,Montgomery,PA,-75.15,40.2,110.0,America/New_York
Station Id,Station Name,County,State,Latitude,Longitude,Elevation,Time Zone
BID,BLOCK ISLAND (AWOS),Washington,RI,-71.58,41.17,33.0,America/New_York
UUU,NEWPORT,Bristol,RI,-71.2815,41.5324,29.0,America/New_York
OQU,N. KINGSTON/QUONSET,Washington,RI,-71.4121,41.5971,6.0,America/New_York
SFZ,PAWTUCKET (AWOS),Providence,RI,-71.4914,41.9208,134.0,America/New_York
PVD,PROVIDENCE/GREEN,Kent,RI,-71.4325,41.7219,19.0,America/New_York
WST,Westerly,New London,RI,-71.7989,41.3497,24.0,America/New_York
Station Id,Station Name,County,State,Latitude,Longitude,Elevation,Time Zone
AIK,Aiken,Aiken,SC,-81.685,33.6494,160.9,America/New_York
AQX,Allendale,Allendale,SC,-81.2703,32.9951,48.7062,America/New_York
AND,ANDERSON CO AIRPORT,Anderson,SC,-82.7094,34.4946,238.0,America/New_York
BNL,Barnwell,Barnwell,SC,-81.3883,33.2578,75.0,America/New_York
ARW,Beaufort,Beaufort,SC,-80.6344,32.4122,3.0,America/New_York
NBC,BEAUFORT MCAS,Beaufort,SC,-80.7232,32.4774,12.0,America/New_York
BBP,Bennettsville,Marlboro,SC,-79.7344,34.6217,44.8,America/New_York
CDN,Camden,Kershaw,SC,-80.5649,34.2836,92.0,America/New_York
CHS,Charleston,Charleston,SC,-80.0405,32.8986,10.0245,America/New_York
JZI,Charleston Exec,Charleston,SC,-80.0029,32.7009,5.2,America/New_York
CQW,Cheraw,Chesterfield,SC,-79.957,34.7129,72.8,America/New_York
DCM,Chester,Chester,SC,-81.1958,34.7893,199.9,America/New_York
CEU,CLEMSON/OCONEE COUNTY,Pickens,SC,-82.8868,34.6719,272.0,America/New_York
CAE,COLUMBIA METRO,Lexington,SC,-81.1181,33.9419,69.0,America/New_York
CUB,COLUMBIA OWENS DOWNTOWN AIRPORT,Richland,SC,-80.9938,33.972,59.0,America/New_York
HYW,Conway,Horry,SC,-79.1222,33.8285,10.7,America/New_York
UDG,DARLINGTON COUNTY JETPORT,Darlington,SC,-79.89,34.45,59.0,America/New_York
FLO,FLORENCE REGIONAL,Florence,SC,-79.7239,34.1854,45.0,America/New_York
GGE,Georgetown,Georgetown,SC,-79.3196,33.3117,11.9,America/New_York
GYH,Greenville,Anderson,SC,-82.3764,34.7583,291.0,America/New_York
GMU,GREENVILLE DOWNTOWN,Greenville,SC,-82.3461,34.8461,319.0,America/New_York
GSP,GREENVILLE/SPARTANB,Spartanburg,SC,-82.2239,34.8847,296.0,America/New_York
GRD,GREENWOOD COUNTY AIRPORT,Greenwood,SC,-82.16,34.25,192.0,America/New_York
HVS,Hartsville,Darlington,SC,-80.1192,34.4031,110.9,America/New_York
HXD,HILTON_HEAD_(AWOS),Beaufort,SC,-80.6975,32.2244,6.0,America/New_York
CKI,Kingstree,Williamsburg,SC,-79.857,33.7172,20.4,America/New_York
LKR,Lancaster,Lancaster,SC,-80.8544,34.723,148.1,America/New_York
LUX,Laurens,Laurens,SC,-81.9472,34.5071,212.4,America/New_York
MNI,Manning,Clarendon,SC,-80.2087,33.5871,31.4,America/New_York
MAO,Marion,Horry,SC,-79.3347,34.1812,28.0,America/New_York
MMT,MCENTIRE ANG BASE,Richland,SC,-80.8,33.92,77.0,America/New_York
MKS,Moncks Corner,Charleston,SC,-80.0362,33.1855,22.3,America/New_York
LRO,Mount Pleasant,Charleston,SC,-79.7829,32.8978,3.7,America/New_York
MYR,MYRTLE BEACH(CIV),Horry,SC,-78.93,33.68,8.0,America/New_York
EOE,Newberry,Newberry,SC,-81.6397,34.3093,173.1,America/New_York
XNO,North Air Force,Orangeburg,SC,-81.0701,33.6117,91.324,America/New_York
CRE,NORTH MYRTLE BEACH,Horry,SC,-78.7239,33.8118,10.0,America/New_York
OGB,ORANGEBURG,Orangeburg,SC,-80.8595,33.4568,60.0,America/New_York
LQK,Pickens County,Pickens,SC,-82.7029,34.81,308.0,America/New_York
UZA,ROCK HILL (WAS 29J),York,SC,-81.0572,34.9878,202.0,America/New_York
SSC,SHAW AFB/SUMTER,Sumter,SC,-80.47,33.97,74.0,America/New_York
SPA,Spartanburg,Spartanburg,SC,-81.9565,34.9157,244.1,America/New_York
DYB,Summersville,Charleston,SC,-80.2793,33.0634,17.1,America/New_York
SMS,Sumter,Sumter,SC,-80.3613,33.995,55.5,America/New_York
RBW,Walterboro,Colleton,SC,-80.6406,32.921,30.8,America/New_York
FDW,Winnsboro,Fairfield,SC,-81.1088,34.3155,175.9,America/New_York
Station Id,Station Name,County,State,Latitude,Longitude,Elevation,Time Zone
ABR,ABERDEEN,Brown,SD,-98.42,45.45,394.998,America/Chicago
EFC,BELLE FOURCHE,Butte,SD,-103.862,44.7342,966.0,America/Denver
BRA,BRANDT          ,Brookings,SD,-96.85,44.6833,520.502,America/Chicago
BKX,BROOKINGS,Brookings,SD,-96.8169,44.3048,490.282,America/Chicago
2WX,BUFFALO,Harding,SD,-103.5464,45.6044,919.069,America/Denver
9V9,CHAMBERLAIN,Brule,SD,-99.3183,43.7667,509.757,America/Chicago
CUT,CUSTER,Custer,SD,-103.6114,43.7331,1686.81,America/Denver
RCA,ELLSWORTH AFB,Pennington,SD,-103.1036,44.1451,977.434,America/Denver
D07,FAITH,Meade,SD,-102.02,45.03,778.504,America/Denver
HON,HURON,Beadle,SD,-98.2286,44.3852,384.371,America/Chicago
Y22,LEMMON          ,Perkins,SD,-102.1667,45.9167,771.001,America/Denver
LEM,LEMMON US12     ,Perkins,SD,-102.1062,45.9187,782.375,America/Denver
MDS,Madison,Lake,SD,-97.0859,44.016,520.798,America/Chicago
MHE,MITCHELL,Davison,SD,-98.0386,43.7748,395.727,America/Chicago
MBG,MOBRIDGE,Walworth,SD,-100.4078,45.5464,515.168,America/Chicago
PHP,PHILIP,Haakon,SD,-101.6,44.05,671.744,America/Denver
PIR,PIERRE,Hughes,SD,-100.286,44.3827,522.028,America/Chicago
IEN,PINE RIDGE,Shannon,SD,-102.511,43.0225,1008.84,America/Denver
UNR,Rapid City,Pennington,SD,-103.2,44.0667,972.998,America/Denver
RAP,RAPID CITY,Pennington,SD,-103.0574,44.0453,964.707,America/Denver
FSD,SIOUX FALLS,Minnehaha,SD,-96.7536,43.5769,428.942,America/Chicago
8D3,SISSETON,Roberts,SD,-96.9914,45.6689,351.807,America/Chicago
SPF,Spearfish,Pennington,SD,-103.783,44.4803,1186.17,America/Denver
ATY,WATERTOWN,Codington,SD,-97.1547,44.914,525.882,America/Chicago
SFD,Winner,Tripp,SD,-99.8421,43.3902,612.307,America/Chicago
ICR,WINNER,Tripp,SD,-99.8422,43.3903,611.932,America/Chicago
YKN,YANKTON,Yankton,SD,-97.3859,42.9167,389.539,America/Chicago
Station Id,Station Name,County,State,Latitude,Longitude,Elevation,Time Zone
MMI,Athens ,Mcminn,TN,-84.5626,35.3973,245.046,America/New_York
M08,Bolivar,Hardeman,TN,-89.0434,35.2145,149.56,America/Chicago
TRI,BRISTOL/TRI-CITY,Sullivan,TN,-82.4074,36.4752,463.0,America/New_York
CHA,CHATTANOOGA/LOVELL,Hamilton,TN,-85.2038,35.0353,210.0,America/New_York
CKV,CLARKSVILLE/OUTLAW,Montgomery,TN,-87.415,36.6219,168.0,America/Chicago
RZR,Cleveland,Bradley,TN,-84.7998,35.2115,242.884,America/New_York
MRC,Columbia,Maury,TN,-87.1791,35.5544,200.75,America/Chicago
M04,Covington,Tipton,TN,-89.5872,35.5834,81.6118,America/Chicago
CSV,CROSSVILLE MEMORIAL,Cumberland,TN,-85.085,35.9513,573.0,America/Chicago
2A0,Dayton,Rhea,TN,-84.9322,35.4817,214.875,America/New_York
M02,Dickson,Dickson,TN,-87.4298,36.1279,263.08,America/Chicago
DYR,DYERSBURG(AWOS),Dyer,TN,-89.4066,35.998,103.0,America/Chicago
0A9,Elizabethton,Carter,TN,-82.1734,36.3712,486.0,America/New_York
UCY,Everett-Stewart ,Weakley,TN,-88.9857,36.3797,97.5416,America/Chicago
FYM,Fayetteville,Lincoln,TN,-86.564,35.0597,296.959,America/Chicago
M33,Gallatin,Sumner,TN,-86.4088,36.3768,165.665,America/Chicago
GCY,Greenville,Greene,TN,-82.811,36.196,487.085,America/New_York
HZD,Huntingdon,Carroll,TN,-88.4654,36.089,142.968,America/Chicago
JAU,Jacksboro,Campbell,TN,-84.163,36.3341,349.912,America/New_York
MKL,JACKSON/MCKELLAR,Madison,TN,-88.9167,35.5931,132.0,America/Chicago
JWN,John C Tune,Davidson,TN,-86.8867,36.1824,146.24,America/Chicago
DKX,Knoxville Downtown,Knox,TN,-83.8737,35.9638,251.118,America/New_York
TYS,KNOXVILLE MUNICIPAL,Blount,TN,-83.9858,35.8181,299.0,America/New_York
2M2,Lawrenceburg,Lawrence,TN,-87.2579,35.2343,281.342,America/Chicago
M54,Lebanon,Wilson,TN,-86.3157,36.1904,179.0,America/Chicago
PVE,Levington - Parson Beech River,Henderson,TN,-88.1954,35.6564,153.901,America/Chicago
LUG,Lewisburg-Ellington,Marshall,TN,-86.803,35.5136,213.608,America/Chicago
8A3,Livingston,Overton,TN,-85.3116,36.4121,409.921,America/Chicago
MNV,Madisonville,Monroe,TN,-84.3804,35.5452,306.085,America/New_York
RNC,Mc Minnville,Warren,TN,-85.8438,35.6987,308.852,America/Chicago
MEM,MEMPHIS INTL ARPT,Shelby,TN,-89.985,35.0611,87.0,America/Chicago
NQA,MEMPHIS NAS,Shelby,TN,-89.8703,35.3567,98.0,America/Chicago
MOR,Morristown Moore-Murrell,Hamblen,TN,-83.3754,36.1794,392.44,America/New_York
MBT,Murfreesboro ,Rutherford,TN,-86.3775,35.8775,186.754,America/Chicago
BNA,NASHVILLE METRO,Davidson,TN,-86.6892,36.1189,180.0,America/Chicago
OQT,OAK RIDGE,Knox,TN,-84.2336,36.023,277.0,America/New_York
PHT,Paris,Henry,TN,-88.3844,36.3359,173.784,America/Chicago
1M5,Portland,Sumner,TN,-86.4769,36.5929,243.656,America/Chicago
GZS,Pulaski,Giles,TN,-87.0568,35.1537,200.875,America/Chicago
RKW,Rockwood,Cumberland,TN,-84.6897,35.9223,503.078,America/Chicago
SNH,Savannah,Hardin,TN,-88.2167,35.1703,141.184,America/Chicago
GKT,Sevierville,Sevier,TN,-83.5287,35.8578,301.313,America/New_York
SYI,Shelbyville ,Bedford,TN,-86.4425,35.5594,243.672,America/Chicago
SZY,Sibley ,McNairy,TN,-88.4984,35.2029,182.929,America/Chicago
MQY,SMYRNA,Rutherford,TN,-86.5201,36.009,166.0,America/Chicago
FYE,Somerville,Fayette,TN,-89.3929,35.2061,132.875,America/Chicago
SRB,Sparta,White,TN,-85.5307,36.0559,307.913,America/Chicago
M91,Springfield,Robertson,TN,-86.9189,36.5363,211.108,America/Chicago
XNX,Sumner,Sumner,TN,-86.4084,36.3751,167.92,America/Chicago
THA,Tullahoma,Coffee,TN,-86.2467,35.38,326.264,America/Chicago
BGF,Winchester,Franklin,TN,-86.0662,35.1775,296.237,America/Chicago
Station Id,Station Name,County,State,Latitude,Longitude,Elevation,Time Zone
ABI,ABILENE MUNICIPAL,Taylor,TX,-99.6819,32.4113,546.0,America/Chicago
ALI,ALICE INTL AIRPORT,Jim Wells,TX,-98.0269,27.7409,54.0,America/Chicago
E38,ALPINE,Brewster,TX,-103.684,30.384,1376.0,America/Chicago
AMA,AMARILLO ARPT(AWOS),Potter,TX,-101.7059,35.2194,1099.0,America/Chicago
E11,Andews,Andrews,TX,-102.5295,32.3311,963.142,America/Chicago
LBX,ANGLETON/LAKE JACKS,Brazoria,TX,-95.4621,29.1086,8.0,America/Chicago
GKY,ARLINGTON (WAS F54),Tarrant,TX,-97.0943,32.6639,192.0,America/Chicago
F44,Athens,Henderson,TX,-95.8284,32.1638,135.396,America/Chicago
ATT,Austin,Travis,TX,-97.7601,30.3208,189.0,America/Chicago
EDC,Austin,Bastrop,TX,-97.5621,30.3925,187.5,America/Chicago
AUS,Austin Bergstrom,Travis,TX,-97.6699,30.1945,189.0,America/Chicago
BSM,Austin - Bergstrom AFB (BSM),Travis,TX,-97.6699,30.1945,148.707,America/Chicago
BYY,BAY_CITY,Matagorda,TX,-95.8634,28.9733,14.0,America/Chicago
BMT,Beaumont,Jefferson,TX,-94.2151,30.0702,9.8,America/Chicago
BPT,BEAUMONT/PORT ARTHU,Jefferson,TX,-94.02,29.95,7.0,America/Chicago
BEA,Beeville,Bee,TX,-97.791,28.3619,81.7,America/Chicago
BPG,BIG_SPRING,Howard,TX,-101.5216,32.2126,784.0,America/Chicago
F00,Bonham,Fannin,TX,-96.1793,33.6131,189.558,America/Chicago
VAF,Boomvang,GMZ011,GM,-94.6253,27.3536,0.0,America/Chicago
BGD,BORGER/HUTCHINSON,Hutchinson,TX,-101.3937,35.7009,931.0,America/Chicago
0F2,Bowie,Montague,TX,-97.7756,33.6017,335.6,America/Chicago
BBD,Brady,Mcculloch,TX,-99.3239,31.1793,557.0,America/Chicago
CFD,Brazos,Brazos,TX,-96.3314,30.7157,102.431,America/Chicago
BBF,Brazos 133,GMZ275,GM,-96.014,27.833,0.0,America/Chicago
BQX,Brazos 451,Matagorda,TX,-95.7244,28.4936,0.0,America/Chicago
BKD,Breckenridge,Stephens,TX,-98.891,32.719,391.4,America/Chicago
11R,BRENHAM_MUNICIPAL_APT,Washington,TX,-96.3742,30.2189,94.0,America/Chicago
XBP,Bridgeport,Wise,TX,-97.8284,33.1753,259.7,America/Chicago
BRO,BROWNSVILLE INTL,Cameron,TX,-97.4231,25.9146,6.0,America/Chicago
BWD,BROWNWOOD MUNICIPAL,Brown,TX,-98.9565,31.7936,422.0,America/Chicago
BMQ,BURNET MUNICIPAL/KATE CRADDOCK,Burnet,TX,-98.2386,30.7389,389.0,America/Chicago
RWV,Caldwell,Lee,TX,-96.7041,30.5155,119.0,America/Chicago
T35,Cameron,Milam,TX,-96.9711,30.8794,124.161,America/Chicago
HHF,CANADIAN,Hemphill,TX,-100.404,35.895,730.0,America/Chicago
FTN,Carrizo Springs,Dimmit,TX,-100.0188,28.2086,236.0,America/Chicago
CZT,Carrizo Springs,Dimmit,TX,-99.8236,28.5222,178.272,America/Chicago
CVB,Castroville,Medina,TX,-98.8509,29.3419,235.0,America/Chicago
F17,Center,Shelby,TX,-94.1564,31.8316,95.2382,America/Chicago
CDS,CHILDRESS MUNICIPAL,Childress,TX,-100.2881,34.4339,595.0,America/Chicago
GZN,Cisco,Eastland,TX,-99.0237,32.3658,523.064,America/Chicago
LBR,CLARKSVILLE,Red River,TX,-95.0636,33.5932,134.0,America/Chicago
CPT,CLEBURNE,Johnson,TX,-97.4338,32.3537,260.0,America/Chicago
6R3,Cleveland,Liberty,TX,-95.008,30.3564,45.7,America/Chicago
COM,Coleman,Coleman,TX,-99.4036,31.8411,517.2,America/Chicago
CLL,COLLEGE STATION,Burleson,TX,-96.3639,30.5881,98.0,America/Chicago
66R,Columbus,Colorado,TX,-96.5158,29.6411,74.3404,America/Chicago
MKN,COMANCHE COUNTY/CITY ARPT,Comanche,TX,-98.6,31.92,423.0,America/Chicago
CXO,CONROE/MONTGOMERY COUNTY AIRPORT,Montgomery,TX,-95.4145,30.3524,75.0,America/Chicago
CRP,CORPUS CHRISTI INTL,Nueces,TX,-97.5128,27.7731,13.0,America/Chicago
NGP,CORPUS CHRISTI NAS,Nueces,TX,-97.2911,27.6926,6.0,America/Chicago
CRS,CORSICANA,Navarro,TX,-96.4,32.03,137.0,America/Chicago
COT,COTULLA MUNICIPAL,La Salle,TX,-99.2183,28.4567,144.0,America/Chicago
DKR,Crocket,Trinity,TX,-95.4038,31.307,106.1,America/Chicago
DHT,DALHART MUNICIPAL,Hartley,TX,-102.5473,36.0226,1216.0,America/Chicago
ADS,DALLAS/ADDISON ARPT,Dallas,TX,-96.8364,32.9686,196.0,America/Chicago
DFW,DALLAS/FT WORTH,Dallas,TX,-97.038,32.8968,182.0,America/Chicago
DAL,DALLAS/LOVE FIELD,Dallas,TX,-96.8518,32.8471,148.0,America/Chicago
RBD,DALLAS/REDBIRD ARPT,Dallas,TX,-96.87,32.68,201.0,America/Chicago
LUD,DECATUR,Wise,TX,-97.5805,33.2542,319.0,America/Chicago
DRT,DEL RIO INTL (AUT),Val Verde,TX,-100.9272,29.3742,307.0,America/Chicago
DTO,DENTON (ASOS),Denton,TX,-97.1989,33.2061,197.0,America/Chicago
FWS,DFW NEXRAD,Tarrant,TX,-97.3033,32.573,208.026,America/Chicago
6R6,DRYDEN,Terrell,TX,-102.2129,30.046,702.0,America/Chicago
DUX,DUMAS,Moore,TX,-102.013,35.858,1129.0,America/Chicago
DYS,DYESS AFB/ABILENE,Taylor,TX,-99.855,32.421,545.0,America/Chicago
ELA,Eagle Lake,Colorado,TX,-96.3219,29.6006,56.8021,America/Chicago
EMK,East Breaks (GoM),GMZ011,GM,-94.3228,27.8186,0.0,America/Chicago
ETN,Eastland,Eastland,TX,-98.8098,32.4135,444.626,America/Chicago
EBG,EDINBURG,Hidalgo,TX,-98.1222,26.4417,24.0,America/Chicago
ELP,EL PASO INTL ARPT,Dona Ana,TX,-106.3758,31.8111,1194.0,America/Denver
BKS,FALFURRIAS/BROOKS COUNTY AIRPORT,Brooks,TX,-98.1211,27.2067,34.0,America/Chicago
BIF,Fort Bliss,El Paso,TX,-106.38,31.8495,1203.0,America/Denver
GRK,FORT HOOD/GRAY AAF,Williamson,TX,-97.83,31.07,309.0,America/Chicago
FST,FORT STOCKTON,Pecos,TX,-102.9167,30.9119,917.0,America/Chicago
AFW,Fort Worth - Alliance,Tarrant,TX,-97.3179,32.9716,204.819,America/Chicago
FTW,FORT WORTH/MEACHAM,Tarrant,TX,-97.3624,32.8198,216.0,America/Chicago
NFW,FORT WORTH NAS,Tarrant,TX,-97.4365,32.781,198.0,America/Chicago
T82,FREDERICKSBURG/GILLESPIE COUNTY,Gillespie,TX,-98.9092,30.2432,517.0,America/Chicago
HLR,FT HOOD AAF/KILLEEN,Bell,TX,-97.7145,31.1387,283.0,America/Chicago
GLE,GAINESVILLE,Cooke,TX,-97.1969,33.6514,256.0,America/Chicago
GVX,Galveston 424,Brazoria,TX,-94.9767,28.5767,0.0,America/Chicago
GLS,GALVESTON/SCHOLES,Galveston,TX,-94.8604,29.2653,16.0,America/Chicago
GOP,GATESVILLE,Coryell,TX,-97.797,31.4213,276.0,America/Chicago
GTU,GEORGETOWN (AWOS),Williamson,TX,-97.6767,30.6808,240.0,America/Chicago
GYB,GIDDINGS-LEE_CNTY_ARPT,Lee,TX,-96.98,30.17,148.0,America/Chicago
JXI,GILMER/FOX_STEPHENS_FIELD,Upshur,TX,-94.95,32.7,127.0,America/Chicago
T20,Gonzales,Gonzales,TX,-97.4614,29.528,108.132,America/Chicago
RPH,GRAHAM_MUNI_ARPT,Young,TX,-98.555,33.11,344.0,America/Chicago
GDJ,GRANBURY,Johnson,TX,-97.8169,32.4444,237.0,America/Chicago
GPM,GRAND_PRAIRIE,Tarrant,TX,-97.0469,32.6988,180.0,America/Chicago
GVT,GREENVILLE/MAJORS,Hunt,TX,-96.0653,33.0678,163.0,America/Chicago
GDP,GUADALUPE PASS AMOS,Culberson,TX,-104.8098,31.8331,1662.0,America/Chicago
GUL,Gunnison (GoM),GMZ013,GM,-93.5383,27.3039,0.0,America/Chicago
MNZ,Hamilton,Coryell,TX,-98.1486,31.6659,395.9,America/Chicago
HRL,HARLINGEN INTL ARPT,Cameron,TX,-97.6544,26.2285,11.0,America/Chicago
LHB,HEARNE,Milam,TX,-96.62,30.87,87.0,America/Chicago
HBV,HEBBRONVILLE,Jim Hogg,TX,-98.7369,27.3496,202.0,America/Chicago
RFI,Henderson,Rusk,TX,-94.8517,32.1417,134.7,America/Chicago
F12,HENDERSON RUSK C,Panola,TX,-94.8517,32.1417,135.0,America/Chicago
HRX,Hereford,Deaf Smith,TX,-102.3264,34.8578,1153.0,America/Chicago
HQI,High Island 376,GMZ013,GM,-93.6708,27.962,0.0,America/Chicago
INJ,HILLSBORO,Hill,TX,-97.0972,32.0836,209.0,America/Chicago
HDO,HONDO MUNICIPAL,Medina,TX,-99.1742,29.3594,283.0,America/Chicago
HHV,Hoover Diana,GMZ011,GM,-94.6886,26.9392,0.0,America/Chicago
DZB,Horseshoe,Llano,TX,-98.3588,30.5271,333.0,America/Chicago
LVJ,HOUSTON (CLOVER FIELD WAS T02),Brazoria,TX,-95.24,29.52,13.0,America/Chicago
MCJ,Houston Dunn,Harris,TX,-95.3955,29.7133,69.0,America/Chicago
DWH,HOUSTON/D.W. HOOKS,Harris,TX,-95.5562,30.068,46.0,America/Chicago
EFD,HOUSTON/ELLINGTON,Harris,TX,-95.1587,29.6073,10.0,America/Chicago
TME,Houston Exec,Waller,TX,-95.8979,29.805,50.6,America/Chicago
SGR,HOUSTON/HULL FIELD,Fort Bend,TX,-95.6565,29.6223,2.0,America/Chicago
IAH,HOUSTON/INTERCONTIN,Harris,TX,-95.3414,29.9844,33.0,America/Chicago
AXH,Houston SW,Brazoria,TX,-95.4769,29.5061,20.7,America/Chicago
HOU,HOUSTON/WILL HOBBY,Harris,TX,-95.2824,29.6375,14.0,America/Chicago
UTS,HUNTSVILLE MUNICIPAL AIRPORT,Walker,TX,-95.5872,30.7469,112.0,America/Chicago
TFP,Ingleside,Nueces,TX,-97.2115,27.913,5.0,America/Chicago
JSO,JACKSONVILLE,Cherokee,TX,-95.22,31.87,206.0,America/Chicago
JAS,JASPER COUNTY-BELL FIELD AIRPORT,Jasper,TX,-94.0349,30.8857,65.0,America/Chicago
JCT,JUNCTION (AMOS),Kimble,TX,-99.7664,30.5108,522.0,America/Chicago
SKF,KELLY AFB,Bexar,TX,-98.5811,29.3842,210.0,America/Chicago
ERV,KERRVILLE MUNICIPAL,Kerr,TX,-99.0855,29.9767,493.0,America/Chicago
CWC,Kickapoo,Wichita,TX,-98.4904,33.8578,304.0,America/Chicago
ILE,KILLEEN MUNI (AWOS),Bell,TX,-97.6865,31.0858,258.0,America/Chicago
IKG,Kingsville,Kleberg,TX,-98.0309,27.5509,39.115,America/Chicago
NQI,KINGSVILLE NAS,Kleberg,TX,-97.8097,27.5072,15.0,America/Chicago
RYW,Lago Vista,Williamson,TX,-97.9659,30.4967,375.2,America/Chicago
3T5,LA GRANGE/FAYETTE REGIONAL,Fayette,TX,-96.95,29.91,99.0,America/Chicago
LUV,Lamesa,Dawson,TX,-101.9202,32.7563,911.58,America/Chicago
2F5,Lamesa,Dawson,TX,-101.9018,32.7479,902.633,America/Chicago
LZZ,Lampasas,Lampasas,TX,-98.1959,31.1062,370.3,America/Chicago
LNC,LANCASTER,Henderson,TX,-96.719,32.5792,153.0,America/Chicago
LRD,LAREDO INTL AIRPORT,Webb,TX,-99.4615,27.5438,155.0,America/Chicago
T70,Laughlin AFB,Kinney,TX,-100.481,29.126,297.55,America/Chicago
DLF,LAUGHLIN AFB,Kinney,TX,-100.778,29.3595,330.0,America/Chicago
AQO,LLANO_MUNI_ARPT,Llano,TX,-98.6619,30.7836,336.0,America/Chicago
GGG,LONGVIEW/GREGG CO.,Rusk,TX,-94.7115,32.384,124.0,America/Chicago
LBB,LUBBOCK INTL ARPT,Lubbock,TX,-101.8228,33.6636,988.0,America/Chicago
LFK,LUFKIN/ANGELINA CO.,Angelina,TX,-94.75,31.234,88.0,America/Chicago
MRF,MARFA MUNI (AMOS),Presidio,TX,-104.02,30.37,1481.0,America/Chicago
ASL,Marshall,Harrison,TX,-94.3078,32.5205,108.8,America/Chicago
5T9,Maverick County,Maverick,TX,-100.5135,28.8571,267.384,America/Chicago
MFE,MCALLEN/MILLER INTL,Hidalgo,TX,-98.2386,26.1758,33.0,America/Chicago
PWG,MC GREGOR (AWOS),Mclennan,TX,-97.3165,31.4849,180.0,America/Chicago
TKI,MC KINNEY,Collin,TX,-96.59,33.18,179.0,America/Chicago
NMT,McMullen,Mcmullen,TX,-98.7242,28.2361,89.3064,America/Chicago
HQZ,MESQUITE,Dallas,TX,-96.5304,32.747,136.0,America/Chicago
LXY,Mexia Limestone,Limestone,TX,-96.5145,31.6412,166.29,America/Chicago
MDD,MIDLAND,Midland,TX,-102.101,32.0365,854.0,America/Chicago
MAF,MIDLAND REGIONAL,Midland,TX,-102.1892,31.9425,872.0,America/Chicago
JWY,MIDLOTHIAN/WAXAC,Ellis,TX,-96.9125,32.4561,217.0,America/Chicago
JDD,MINEOLA/QUITMAN,Van Zandt,TX,-95.4965,32.7422,132.0,America/Chicago
MWL,MINERAL WELLS MUNI,Palo Pinto,TX,-98.0602,32.7816,296.0,America/Chicago
OSA,MOUNT PLEASANT AIRPORT,Titus,TX,-94.9614,33.0956,111.0,America/Chicago
MIU,Mustang Island 31,GMZ270,GM,-96.7367,27.2917,0.0,America/Chicago
MZG,Mustang Island A85A,GMZ275,GM,-96.1911,27.7269,0.0,America/Chicago
OCH,NACOGDOCHES (AWOS),Nacogdoches,TX,-94.7094,31.5778,108.0,America/Chicago
BAZ,NEW BRAUNFELS MUNI APT (WAS 3R5),Guadalupe,TX,-98.045,29.709,195.0,America/Chicago
OPM,North Padre Island,GMZ175,GM,-96.94,26.8328,3.0,America/Chicago
ODO,ODESSA-SCHLEMEYER FLD (WAS E02),Ector,TX,-102.3867,31.9206,915.0,America/Chicago
ORG,Orange,Orange,TX,-93.8036,30.0692,4.0,America/Chicago
NOG,ORANGE GROVE    ,Kleberg,TX,-98.0517,27.9011,78.0,America/Chicago
OZA,Ozona,Crockett,TX,-101.203,30.7353,725.7,America/Chicago
PSX,PALACIOS MUNICIPAL,Matagorda,TX,-96.25,28.73,5.0,America/Chicago
PSN,PALESTINE,Anderson,TX,-95.7063,31.7797,129.0,America/Chicago
BPC,Pampa ,Roberts,TX,-101.0301,35.8893,845.0,America/Chicago
PPA,PAMPA,Gray,TX,-100.9963,35.613,1050.0,America/Chicago
PRX,PARIS/COX FIELD,Lamar,TX,-95.4507,33.6366,167.0,America/Chicago
PEQ,PECOS,Ward,TX,-103.51,31.38,796.0,America/Chicago
PYX,PERRYTON/OCHILTREE COUNTY APT,Ochiltree,TX,-100.75,36.414,889.0,America/Chicago
25T,PHI OIL PLAT,GMZ011,GM,-94.68,26.93,10.0,America/Chicago
PVW,PLAINVIEW,Hale,TX,-101.7173,34.1681,1028.0,America/Chicago
PEZ,Pleasanton,Atascosa,TX,-98.52,28.9542,131.1,America/Chicago
RAS,PORT ARANSAS/MUSTANG BEACH ARPT,Nueces,TX,-97.09,27.81,2.0,America/Chicago
PIL,PORT ISABEL-CAMERON COUNTY APT,Cameron,TX,-97.3378,26.1597,6.0,America/Chicago
PKV,PORT_LAVACA,Calhoun,TX,-96.681,28.654,9.0,America/Chicago
T77,Presidio,Presidio,TX,-104.3616,29.6341,889.22,America/Chicago
PRS,Presidio Lely,Presidio,TX,-104.3615,29.6342,888.865,America/Chicago
RND,RANDOLPH AFB,Bexar,TX,-98.28,29.53,232.0,America/Chicago
6P9,Ranger,Eastland,TX,-98.5948,32.4317,455.307,America/Chicago
RBO,ROBSTOWN,Nueces,TX,-97.6905,27.7785,24.0,America/Chicago
RKP,ROCKPORT/ARANSAS CO,Aransas,TX,-97.0464,28.0836,8.0,America/Chicago
ECU,ROCKSPRINGS,Edwards,TX,-100.1739,29.9469,723.0,America/Chicago
F46,Rockwall,Rockwall,TX,-96.4355,32.9306,178.257,America/Chicago
