locationID,Latitude,Longitude
SD46,43.8333,96.8503
9SD9,43.8067,96.7089
SD42,43.5667,97.5336
BTN,45.8150,97.7428
BKX,44.3047,96.8169
9D2,45.5806,103.5297
8OA5,45.5667,103.9839
SD33,45.5000,104.0006
SD76,45.8294,103.9456
9F8,45.2575,99.7978
SD79,45.2014,99.8361
8D9,44.0292,97.5378
2SD7,43.3333,97.0628
1SD3,43.2333,97.1503
HON,44.3853,98.2286
SD55,44.3158,98.2733
SD25,45.4522,99.0122
2SD9,45.4522,99.0100
3Y7,45.3894,101.4375
5V8,43.8333,101.4972
SD78,43.9017,99.8789
6A6,43.7583,98.9781
8D8,43.1481,98.5403
Y34,44.3572,97.3847
LEM,45.9186,102.1061
SD41,45.5333,101.8339
SD01,43.8997,98.1078
MDS,44.0158,97.0861
9V6,43.1656,101.7128
8D6,45.9083,101.3461
5P2,45.7969,100.7842
SD29,43.2444,97.5531
1D1,45.2306,96.5661
MKA,44.5253,98.9581
0V6,43.3069,100.6283
MHE,43.7747,98.0386
MBG,45.5464,100.4064
2SD4,43.6833,98.2653
8F6,43.8517,100.7122
2SD0,44.1636,103.4789
7K7,42.5403,96.4850
SD71,43.1167,103.3672
1SD6,43.1103,103.2303
98D,44.7006,100.1008
SD56,44.8667,99.6169
SD72,44.8500,102.5839
8V3,43.3792,97.9711
PHP,44.0486,101.5992
PIR,44.3828,100.2861
6.00E+05,44.4308,97.5611
SD13,44.8667,98.0719
SD14,43.7333,100.3975
7F2,45.0500,101.6242
84D,44.9844,101.2511
SD47,45.0028,101.2133
6V0,43.2953,103.8436
SD00,42.6786,96.6989
SD98,44.4625,102.5519
3W8,45.8000,99.6419
3V0,43.7250,103.3506
SD48,45.2000,102.6506
D07,45.0361,102.0200
1SD4,44.8667,102.4172
3FU,45.0303,99.1125
SD49,45.2872,98.0542
4P3,44.0039,96.5931
SD93,44.8681,99.6100
0D8,44.9867,99.9528
1SD0,45.3231,101.7422
0SD0,45.4250,100.8922
9D1,43.2217,99.4033
2.00E+06,45.5344,98.0950
2SD3,44.5633,99.7250
5G3,44.5308,99.7475
9SD8,43.5833,96.9503
SD21,44.3708,101.0089
5T4,45.8542,100.0753
9D0,44.5417,99.4461
0SD3,45.2694,103.2172
SD68,43.3847,103.4311
HSR,43.3683,103.3881
4SD4,44.0417,103.0458
RCA,44.1450,103.1036
RAP,44.0453,103.0572
3SD6,44.2022,103.0786
1D8,44.8625,98.5294
SD94,44.9931,96.4769
SD36,45.1292,100.7561
3SD3,43.8117,102.7200
1SD1,43.1656,97.7308
9SD7,45.4750,100.0350
SD99,43.6250,96.7503
FSD,43.5819,96.7419
8D3,45.6708,96.9961
SPF,44.4803,103.7831
SD90,44.4672,103.7872
Y03,42.8800,97.9011
SD57,44.5667,100.7506
IEN,43.0225,102.5111
1D3,43.4033,98.8294
SD74,45.9956,100.3761
5P5,43.9064,100.0369
M08,35.2144,89.0433
TN58,35.3917,89.6567
TRI,36.4753,82.4075
47M,35.6853,89.2044
6TN9,36.0614,87.2472
0M4,36.0094,88.1247
9TN2,36.1639,88.2053
GHM,35.8375,87.4453
TN77,36.3219,87.1506
1A0,35.1875,85.1778
CHA,35.0353,85.2036
04TN,36.1833,82.6789
77TN,36.5092,82.6817
45TN,36.5067,82.7117
19TN,36.4994,87.1903
CKV,36.6219,87.4150
TN53,36.5558,87.4483
36TN,36.4769,87.1397
11TN,36.4750,87.3667
TN23,36.4944,87.3219
HDI,35.2200,84.8325
M29,35.3850,87.9675
3M3,35.0431,85.0219
TN70,35.0261,89.7025
01TN,34.9958,89.7306
51TN,35.5331,86.9769
MRC,35.5544,87.1792
5TN9,36.1139,85.5950
TN80,36.2333,85.4264
1A3,35.0158,84.3469
9TN7,35.5344,89.7350
8TN9,35.5156,89.6778
M04,35.5833,89.5872
4TN2,35.8833,84.9689
CSV,35.9514,85.0850
9TN5,35.4583,86.9569
21TN,35.9853,83.0922
2A0,35.4861,84.9311
M02,36.1281,87.4297
8TN7,36.4008,87.9917
2TN8,36.0181,85.9361
3TN3,36.2633,88.7572
DYR,35.9981,89.4067
SD75,43.5911,98.4519
SD35,44.4942,103.3944
SD24,44.4472,103.3953
49B,44.4181,103.3756
3SD4,43.4656,96.8633
Y14,43.4575,96.8019
D58,45.4150,101.0833
SD61,43.0167,97.8669
VMR,42.7653,96.9342
SD97,43.8778,100.3619
AGZ,43.0633,98.2961
0SD1,42.9722,96.9803
6V4,43.9994,102.2547
0SD7,43.5244,101.7339
ATY,44.9139,97.1547
1D7,45.2925,97.5139
4X4,44.0611,98.5308
1SD5,43.7686,98.7986
7Q7,43.5617,100.7417
SD65,45.4378,96.9997
SD03,44.0506,97.3350
ICR,43.3903,99.8422
YKN,42.9167,97.3858
TN47,35.2889,89.7411
MMI,35.3992,84.5617
1TN3,35.1397,86.2222
39TN,36.2797,88.0436
98TN,36.1425,83.6042
4TN0,36.1519,83.7328
TN18,35.2042,89.6667
TN07,35.6872,86.6064
TN14,35.6897,86.6358
9TN1,35.7300,86.5378
0A9,36.3711,82.1733
TN67,35.2478,86.1286
65TN,36.3342,82.6617
8TN3,35.8417,84.1811
FYM,35.0597,86.5639
1A7,36.3972,85.6417
M33,36.3769,86.4089
6TN7,35.0239,89.2050
5TN4,35.6706,84.1158
0TN2,35.6558,84.1856
GCY,36.1931,82.8150
TN99,36.2964,82.7606
M31,35.9033,89.3972
2TN2,35.2236,89.1889
4TN4,35.1900,89.6386
8TN1,35.1964,89.6269
3TN8,35.7639,84.1875
TN74,35.8000,84.3194
LUG,35.5069,86.8039
TN12,35.4736,86.6800
PVE,35.6564,88.1953
M15,35.5958,87.8767
8A3,36.4122,85.3117
44TN,35.8408,84.0758
MNV,35.5453,84.3803
00TN,35.5158,85.9536
TN87,35.6925,83.9989
TN56,36.0722,85.1139
M93,36.3167,87.9167
RNC,35.6986,85.8439
M01,35.2006,90.0539
MEM,35.0425,89.9767
3TN6,35.0967,89.2806
2M8,35.2789,89.9314
NQA,35.3567,89.8703
2TN4,35.3181,90.0353
41TN,35.9008,86.2072
43TN,35.6181,86.0025
MOR,36.1794,83.3756
4TN3,35.1183,89.3678
8TN4,36.2447,82.9689
6A4,36.4178,81.8250
8TN6,35.9211,86.3447
TN83,35.7222,86.2750
02TN,35.7806,86.5842
0TN5,35.8672,86.4978
MBT,35.8775,86.3775
7TN3,35.9708,86.3931
TN65,35.6664,86.4853
M88,36.1903,86.6997
TN73,36.3233,86.9594
JWN,36.1822,86.8867
BNA,36.1244,86.6783
TN79,36.1722,86.9597
TN97,35.8069,86.6122
TN50,34.9914,85.6508
TN30,35.5472,84.5100
0TN6,36.1833,84.0992
7TN4,35.1728,89.5625
TN08,36.0375,84.3069
SCX,36.4556,84.5858
6TN4,35.4219,86.2903
0M3,35.5461,87.5972
M53,35.8022,88.8750
HZD,36.0892,88.4633
TN16,35.9944,88.4611
JAU,36.3342,84.1631
MKL,35.6000,88.9156
4TN9,35.6108,88.6947
2A1,36.3497,84.9467
APT,35.0606,85.5853
17TN,36.2994,82.6042
3TN0,36.0350,82.4239
12TN,35.8236,84.5389
2TN7,35.8044,84.4158
DKX,35.9639,83.8736
TYS,35.8111,83.9939
TN94,36.0011,84.0744
TN98,35.8856,83.9578
3M7,36.5200,86.0581
TN44,36.3467,84.0122
2M2,35.2342,87.2581
1TN0,36.2464,86.3028
TN96,36.0411,86.3583
10TN,36.0719,86.3544
M54,36.1903,86.3156
9TN9,36.0194,86.2881
80TN,35.8267,84.3300
TN71,35.7944,84.3417
PHT,36.3358,88.3844
42TN,36.4119,88.2656
7TN1,35.3206,85.8536
TN09,35.7139,84.4111
TN66,35.7444,85.0472
7TN0,36.4356,87.0914
6TN1,36.4053,87.0822
1M5,36.5928,86.4769
GZS,35.1536,87.0569
TN36,35.7619,89.5511
RKW,35.9222,84.6897
TN86,35.7986,84.7633
RVN,36.4575,82.8850
1TN2,36.4458,83.1125
TN01,35.3472,89.8194
54M,35.0539,89.5800
SNH,35.1703,88.2167
SZY,35.2031,88.4983
GKT,35.8578,83.5286
TN20,35.8117,83.7747
UOS,35.2053,85.8981
3TN4,35.8808,83.7272
TN10,36.3389,83.7789
SYI,35.5594,86.4425
8TN2,35.3989,86.5539
0A3,35.9853,85.8094
MQY,36.0089,86.5200
TN11,36.5014,83.2556
FYE,35.2078,89.3944
SRB,36.0558,85.5308
TN85,35.6389,85.3972
TN41,35.7728,84.7653
0TN0,35.6767,86.8967
9TN4,36.4578,86.9461
3TN9,36.6133,86.8103
8TN5,36.4864,86.9111
M91,36.5372,86.9206
TN17,35.5822,84.4881
TN64,35.5442,84.5328
3A2,36.4100,83.5556
0M2,36.4753,89.3461
TN37,35.4042,89.0222
TGC,35.9325,88.8489
TN39,35.3056,86.2367
AYX,35.3925,86.0858
7TX8,35.1075,102.0383
1.00E+04,35.1419,101.8381
AMA,35.2194,101.7058
TDW,35.1700,101.8258
T00,29.7697,94.6636
TA49,30.7553,97.8000
1XA0,30.7936,97.9011
E11,32.3311,102.5294
7R9,29.1667,95.4008
TE77,29.2336,95.4767
81D,29.2650,95.4125
46TX,29.1508,95.4953
LBX,29.1086,95.4622
TX19,33.5361,94.9072
TX20,32.7931,99.8778
XA71,31.2772,94.9739
T39,33.5822,98.6186
TX21,33.4778,98.5475
TX22,33.1017,97.1550
GKY,32.6639,97.0942
47TX,26.9339,97.7625
TX24,32.2753,95.0836
6TE8,33.1689,100.2169
THA,35.3800,86.2464
UCY,36.3817,88.9856
07TN,35.5686,84.2411
0M5,36.1167,87.7381
38TN,36.6253,86.2733
TN89,35.2583,85.4528
TN52,35.1381,86.0811
BGF,35.1775,86.0661
TX03,31.8753,97.0669
F83,33.8458,101.7631
TX00,32.4489,99.6200
ABI,32.4114,99.6819
DYS,32.4208,99.8547
82TS,32.4500,99.6503
35TX,32.4839,99.8256
TX02,32.5264,99.6128
6TE2,32.2703,99.5978
75TA,32.5342,101.7250
3TX5,29.3711,98.2317
76TA,35.4017,102.8078
67TX,27.8003,97.8511
43TX,26.1531,98.1350
T23,32.7214,99.2675
TX15,32.7514,97.6128
TX16,32.8025,97.6092
ALI,27.7409,98.0269
0T7,33.1261,96.6836
46TE,29.8750,103.6972
E38,30.3842,103.6836
4TE4,29.6211,103.6794
1.00E+02,29.4503,103.3986
TX66,29.3989,95.0786
9TA8,31.6842,94.9772
TX78,32.3292,97.2319
9TS6,32.3789,97.1783
6XS2,32.3461,97.1992
TA01,32.3419,97.2503
6R5,29.4156,95.2892
3TS3,29.3747,95.2906
TE09,29.3319,95.2761
65TS,33.4022,97.6708
TE76,33.3683,97.6822
2TX0,35.0644,101.8494
1.00E+07,35.0650,101.8792
TA52,29.8169,99.9961
XA88,28.9783,99.5631
XA64,28.9617,99.3853
T60,33.1722,100.1975
F44,32.1639,95.8283
5TA8,32.0133,95.9283
2XS3,32.0169,95.7003
TX25,31.9894,95.9511
ATA,33.1017,94.1953
06XS,33.3247,97.0442
XS60,33.3183,96.9061
2TE3,33.2942,96.9281
6R4,30.3950,97.5667
AUS,30.1944,97.6700
TX05,30.2606,97.6253
3R9,30.3575,97.9944
61TA,32.8839,94.6078
6TE9,32.8167,94.6169
77TA,32.8739,97.6614
73TE,32.9250,97.5583
E30,31.6744,99.9769
20TS,29.8100,99.0681
TE90,29.7589,99.1525
TE21,29.6514,99.0864
TX29,32.2892,96.7044
TA53,30.1303,98.4092
26XS,30.1142,98.4614
69TX,28.5836,96.8544
05TX,32.1292,97.4042
71TX,29.8728,98.7322
7TA8,29.8597,98.7414
TX32,33.3764,97.2433
F00,33.6131,96.1794
TA22,33.7672,96.1217
4TE1,36.2669,100.5350
TS78,36.3917,100.4689
BGD,35.7008,101.3936
0F2,33.6017,97.7756
1XA1,33.6478,97.8289
TX35,33.4431,94.8142
TA87,33.1075,97.5481
74TX,29.2867,100.4336
73TX,29.1719,100.6419
5XS8,29.5169,100.3169
2TX3,29.2169,100.6169
75TX,29.5003,100.3669
1XS8,29.6342,100.3744
3TA6,29.5419,100.2531
TA31,29.4306,100.2575
BBD,31.1792,99.3239
7TS9,29.0542,95.9625
BYY,28.9733,95.8633
T84,28.9525,95.9736
TS94,26.2512,97.3008
HPY,29.7861,94.9528
25TA,29.8367,94.9675
54T,29.7617,94.8464
TS95,29.4864,95.9308
3TS5,29.4711,95.8864
5T0,29.5031,95.9350
BMT,30.0703,94.2150
55TX,30.1122,94.2564
BPT,29.9508,94.0206
90TS,30.7792,95.7972
BEA,28.3619,97.7911
57TX,28.4419,97.8044
1XA2,28.3600,97.6600
XA09,33.5819,98.0611
20TA,33.5592,96.4094
99TE,33.6058,96.4156
2XS4,33.6614,96.4064
06R,29.9419,96.2461
60TX,30.0336,96.2636
61TX,29.9725,96.3072
62TX,31.0919,97.4603
7T3,28.6083,97.6094
63TX,29.7753,98.5781
3TX1,32.0917,95.4447
TE95,30.7533,98.1467
12TX,30.8214,98.0806
XA12,30.6947,98.0328
74XS,31.4189,101.4814
E41,31.1989,101.4725
18TE,32.5853,95.0639
BPG,32.2125,101.5217
TX31,32.0736,101.5642
XS53,28.5961,99.5714
78TA,29.0614,98.8003
07R,27.6103,97.7519
3TA5,30.1225,98.3747
50TX,30.1375,98.5253
TX41,30.0914,98.3647
27XS,29.8381,95.9494
77TX,29.7817,95.9147
TA28,29.7936,95.9253
BFE,33.1731,102.1931
TX40,32.2544,95.6558
BRO,25.9068,97.4258
12TE,31.3169,99.2336
XS78,31.3856,99.0997
94TX,31.4378,99.3156
2TE0,28.9822,95.5797
TE40,32.6747,98.8261
TX36,32.8333,99.0419
BKD,32.7189,98.8917
11R,30.2189,96.3742
TA35,30.2728,96.3550
TA17,30.1850,96.4456
9XS9,30.2833,96.4475
XS68,30.2569,96.3286
XBP,33.1753,97.8283
TX37,33.1317,97.7686
3TA7,33.1436,97.8044
TA27,30.8381,97.9503
15TA,30.2544,99.9469
TA51,32.6803,97.9372
TA03,29.7586,95.9086
1XA4,29.8739,96.0044
TA86,32.6058,95.9350
TX43,32.5097,96.0028
91TA,32.4461,95.9189
1TA7,32.6158,95.8683
1.00E+09,35.0653,101.9614
34TS,29.9158,98.2475
95TX,28.1925,100.0722
1TS6,28.2694,99.9344
CZT,28.5222,99.8236
XA89,28.2086,100.0189
74TA,28.4503,100.1503
2XS2,28.2628,100.1622
TA84,28.3550,99.9331
97TX,28.2836,100.0669
4F2,32.1761,94.2989
CVB,29.3419,98.8508
XS86,29.2669,98.9253
TE13,29.4003,98.8875
99TX,28.3003,99.5669
1TE1,28.2503,99.8169
0XS0,28.4003,99.5586
TE27,28.2544,99.5992
40XS,30.5181,97.7806
T80,33.3772,96.7289
TS40,33.3128,96.7639
1TS9,33.3681,96.7528
79TS,33.3042,96.7472
80TX,25.9268,97.4086
BWD,31.7936,98.9564
10XS,31.7794,98.9092
3TA4,31.4858,98.9761
XA93,28.6194,99.6544
8TS0,27.5531,98.7322
CFD,30.7156,96.3314
83TX,30.6336,96.4836
13TE,30.6561,96.5383
84TX,30.7414,98.3786
06TA,30.9086,97.1169
XA32,30.9114,97.1714
85TX,30.0778,97.9656
0XS9,32.1342,95.3394
86TX,29.7372,98.3789
4XA5,34.0378,98.4961
3TX9,32.5278,97.2808
8TS1,32.5417,97.2419
87TX,28.6900,97.7603
89TX,30.8794,98.4169
BMQ,30.7389,98.2386
TA63,30.8228,98.1108
7F3,33.0361,96.2431
18TX,32.9525,96.2281
XA33,32.9586,96.2644
RWV,30.5156,96.7042
7TA5,30.5872,96.6342
90TX,27.8794,99.3967
91TX,28.3969,98.3628
TE26,28.7836,98.3192
T35,30.8794,96.9711
TE78,29.5686,99.9744
TS11,33.1069,95.9300
0XA5,28.6850,98.3828
XA96,35.6625,100.3239
HHF,35.8950,100.4039
TE04,35.7025,100.2850
XA95,30.1494,104.6825
7F5,32.5861,95.8628
5TA4,34.9000,101.3172
TX46,32.4097,97.3872
CPT,32.3539,97.4339
06TE,30.3128,95.0269
6R3,30.3564,95.0081
0TS5,30.4419,95.1864
7F7,31.8169,97.5669
TX48,31.8322,97.7189
F17,31.8317,94.1564
TX45,31.7669,97.1294
TE01,31.3050,95.7967
24TA,31.2133,95.8275
TX70,30.0519,96.2183
1XA8,32.2325,96.3975
XA07,33.2750,97.7167
CDS,34.4339,100.2881
63TA,34.2694,99.5142
04TX,31.7322,97.3689
3T8,31.6789,97.3628
20XS,32.8353,96.3781
96TX,31.1656,100.4764
3F2,32.4167,99.0003
62XS,32.0225,98.1336
E34,34.9114,100.8694
LBR,33.5931,95.0636
4TE3,35.1167,101.4422
90TE,32.1958,96.4386
COT,28.4567,99.2183
TX79,28.0889,99.0489
2XA1,28.1403,98.9361
45XS,28.1403,98.9131
46TA,28.1261,98.8597
XA08,28.1661,99.0917
79TA,28.1697,98.8900
TA58,28.3214,99.4500
5TS1,28.2058,99.1344
5TS2,30.4794,97.3192
TE96,30.4331,97.4125
9TX2,32.6369,96.4083
E13,31.4150,102.3628
8TE2,31.5278,102.5283
TX97,31.7650,97.7964
TX52,31.7947,97.7739
3XA8,32.5142,97.5953
TE52,32.5358,97.5886
81TS,31.4439,95.2756
DKR,31.3069,95.4039
1TA4,31.4586,95.2961
80TS,31.3278,95.5731
1XS1,29.9383,95.0467
1TE2,29.9864,95.0169
49TA,29.8967,95.0175
9TA3,29.8731,94.9897
8F3,33.6239,101.2408
TX11,32.1400,99.1586
2XA0,33.9792,99.7128
4XA3,32.2536,99.4986
COM,31.8411,99.4036
CLL,30.5886,96.3639
2XA4,33.5808,96.8003
85TA,33.5797,96.8122
T32,33.5714,96.9072
T88,32.4683,100.9211
1TS8,32.2875,100.7222
7TE8,32.4208,100.8108
TS27,29.7161,96.5914
66R,29.6411,96.5158
MKN,31.9203,98.5992
66TX,28.6819,100.0242
08TE,29.9761,98.7436
17TE,29.9292,98.9403
3TA1,30.0367,98.6975
XS80,29.9725,98.9347
2F7,33.2928,95.8964
TX07,29.9342,101.2342
0TE0,29.6931,101.1617
19TE,30.3169,95.3336
16XS,30.4044,95.3597
55T,35.2156,101.4108
3TS9,33.3792,95.6036
22TE,29.1933,96.6892
NGW,27.7003,97.4344
CRP,27.7704,97.5011
NGP,27.6927,97.2903
07TE,27.7211,97.5128
69TA,27.6550,97.5253
NWL,27.6350,97.3122
TA43,31.0475,94.8544
TA05,32.0378,96.5317
CRS,32.0281,96.4006
4XS1,32.1339,96.5206
6TX6,32.0825,96.3567
TX51,32.2003,96.3294
1F7,32.8139,96.3522
RBD,32.6808,96.8683
DAL,32.8472,96.8517
46TS,33.1281,96.5097
DFW,32.8969,97.0381
XS21,29.3311,95.7047
4TA0,29.3556,95.6639
77XS,29.2872,95.3597
2XA2,29.2206,95.3108
07TA,29.2406,95.3447
XS77,29.4656,94.6275
3TA9,28.7086,100.0072
20R,28.6978,99.8178
TA34,28.7669,100.0828
8TE4,28.8150,99.7581
3TA8,28.7197,100.0544
T71,29.0836,97.2669
TA36,29.0058,97.3117
TA06,33.1611,95.8058
TS07,29.9864,95.6856
8F5,33.1267,94.6989
DHT,36.0225,102.5472
25TS,36.0917,102.4158
ADS,32.9686,96.8364
F69,33.0233,96.8369
DTO,33.2008,97.1981
3XS0,33.2683,97.0711
2TS0,33.1556,97.1381
TE81,33.3097,97.0928
4TA1,33.3028,97.1114
46XS,33.3111,97.1044
E57,32.9750,102.8422
1TA5,32.9417,103.0006
23R,29.1383,98.9419
4TS8,29.3750,99.3419
4TE9,29.2642,99.3506
24R,28.6856,99.1892
5TS5,28.6511,99.2886
T55,34.5667,102.3228
7TS8,34.4039,102.4542
XA65,33.5361,96.6803
5TE3,30.2719,98.1169
5TE2,30.2253,98.1419
14TX,30.2894,98.1739
0XA8,30.2700,98.1083
0TA3,30.3044,102.1383
6R6,30.0461,102.2128
9F0,32.0683,98.3253
17XS,32.1778,98.4350
DUX,35.8581,102.0131
ELA,29.6006,96.3219
5TE7,29.7194,96.3094
5TE0,28.6281,100.1589
5T9,28.8572,100.5133
6TA4,28.7169,100.4086
ETN,32.4136,98.8097
TX68,33.5917,96.2767
78XS,29.0531,96.2622
TX38,36.3794,100.3433
14XS,30.8086,97.2739
5TS3,31.9742,96.6783
3TE1,29.9517,94.9044
TA07,30.0072,94.9669
3TS7,30.0211,94.9461
3TE9,30.1058,94.9589
21TE,30.0128,94.9242
TS35,30.0583,94.9781
TS14,32.1086,98.4881
XA34,33.2417,97.4281
76T,33.2664,97.4517
LUD,33.2542,97.5806
XA99,33.1344,97.6069
58T,33.1686,97.4842
XA98,33.3028,97.4581
TX64,33.2992,97.5272
09TA,33.2819,97.4969
5TS4,33.1444,97.6017
TS57,33.2417,97.6211
23TS,29.4228,100.7386
DRT,29.3742,100.9272
4TE7,29.7408,100.9650
TA29,29.9258,100.8400
81TE,29.5419,100.6169
DLF,29.3594,100.7811
4TE2,29.5442,100.6731
TS04,29.8358,100.9781
8TS8,29.9175,100.9128
TA81,29.7939,100.8792
TA55,30.1678,97.5928
2.00E+05,31.9475,105.1917
TX12,33.8083,96.6086
9XS4,33.7342,96.6267
8TE8,29.1628,96.2253
ELP,31.8072,106.3775
T27,31.7197,106.2369
7XS5,30.8603,100.5667
27R,30.8622,100.6108
6TA0,30.8586,100.3225
TS80,34.1306,98.9031
TX61,30.3303,97.4589
56TS,30.3378,97.3503
62TA,30.3183,97.3022
1XS2,30.3808,97.4275
TX72,30.3792,97.1947
6XS5,26.3087,97.9544
6TE0,26.2904,97.9494
TS29,31.2947,97.2969
6TE1,26.3614,98.1525
EBG,26.4417,98.1222
6TE3,28.9489,96.5497
26R,29.0011,96.5819
6TE5,28.9808,96.6219
TS96,29.2669,96.3253
2TE4,29.1792,96.3228
68TE,29.1961,96.4919
0XS1,29.2878,96.3497
7TE6,29.2003,96.5544
1TE7,29.1211,98.3656
0TX5,33.0239,97.1197
TA08,33.1494,96.2739
41F,34.0017,101.3303
T93,36.4408,100.1239
01TE,32.7375,96.4281
TA18,32.7069,96.4794
BIF,31.8494,106.3800
HLR,31.1386,97.7144
22XS,31.3711,97.6669
GRK,31.0672,97.8289
23XS,31.3586,97.6711
4TS7,30.4503,102.9267
8TE6,30.3003,102.7172
FST,30.9153,102.9128
50F,32.5817,97.5908
2TE2,32.8306,97.5336
AFW,32.9878,97.3189
FTW,32.8197,97.3625
NFW,32.7692,97.4417
FWS,32.5653,97.3081
TS00,32.7881,97.1808
T67,32.9311,97.4117
4T2,32.9772,97.4883
TS73,32.7750,97.4878
9F9,32.6283,97.3536
1TE9,31.2719,96.4392
TX75,31.0097,96.5408
T25,32.0817,95.4525
TE97,30.1878,98.9583
T82,30.2433,98.9092
25XA,30.0989,98.7047
7XS7,30.1147,98.9311
8XS0,30.2544,99.0997
6XS9,29.2961,98.3794
28TE,29.2683,98.3369
2TX1,29.2253,98.3836
02XS,30.1478,97.6628
XA66,28.0750,99.2864
TE29,28.0731,99.5742
2TX4,27.9836,99.3767
8TS9,28.1400,99.5703
2TA8,26.8584,98.2219
F41,32.3297,96.6639
XS34,32.3125,96.4889
TE39,33.4431,97.2733
TX94,33.4528,97.2767
TX39,33.4772,97.2506
7TE1,27.0725,98.9386
4TE8,30.3211,94.0736
00TS,32.6075,97.2419
E35,31.5156,106.1472
TX73,31.8311,96.0522
7XS6,31.7944,96.2081
2TA6,31.8628,96.1975
BKS,27.2060,98.1211
7TE2,27.1059,98.2058
7TS7,29.9111,94.3392
7TE0,29.9139,94.2083
6XS3,33.1383,96.3856
8TA5,33.1631,96.3222
30XS,34.3822,103.0178
XS90,29.7683,97.7753
2TE5,29.6950,97.1633
7TE9,29.0272,98.2867
82XS,29.1028,98.2167
8TA0,29.1358,98.2764
TA77,33.1492,96.8989
X09,29.6900,95.8397
9TE5,28.1544,96.9769
GLE,33.6522,97.1972
TX81,33.5500,97.0381
GLS,29.2653,94.8606
TS08,29.0836,96.5003
TS55,29.6719,98.3044
TX89,32.9697,96.6225
TS51,31.8372,94.4594
5TS7,31.7767,94.4856
2TX5,31.4536,97.7514
GOP,31.4214,97.7969
8T6,28.3628,98.1164
XS01,30.4503,98.8861
44TX,30.2106,99.0947
TS36,30.2194,99.1408
TX56,27.7155,98.7025
28TA,27.8336,98.7169
T19,27.8836,98.6003
0XA4,27.9969,98.8822
42XS,27.9575,98.4039
6TX2,29.8350,96.5144
7XS0,29.5047,95.1756
X54,34.6542,102.6919
4TA3,32.8986,98.4600
RPH,33.1108,98.5547
10F,33.0153,98.6253
GDJ,32.4444,97.8169
0TX0,32.4194,97.7128
TS89,32.3511,97.8086
0TX1,32.3542,97.6764
8TA7,32.5694,97.7531
GPM,32.6989,97.0469
XA75,32.3239,97.0997
3XA0,32.3139,97.2311
XS06,32.2986,97.1494
11TE,32.3003,97.2044
31TA,30.7294,97.4253
32TE,30.5894,98.3703
7XS3,31.4767,95.6350
0TX7,32.9500,97.1503
0TX9,33.2500,96.1169
31TS,33.1903,96.1892
0TX8,33.1803,96.0433
GVT,33.0678,96.0653
37TS,32.9906,96.0400
XS14,32.9694,96.0706
33R,31.0850,95.1642
2.00E+03,36.1772,101.6944
E19,36.2336,101.4322
6TE6,33.6411,100.3475
1TX3,33.4250,100.5419
1TX2,33.7167,100.1503
1TX5,34.1292,101.9089
0TA1,34.2194,101.9797
0TA2,34.2167,101.9256
34R,29.3900,96.9561
XA40,29.5217,96.9369
1T9,29.5169,96.8444
MNZ,31.6658,98.1486
1TX6,31.6986,98.0964
59TS,28.1431,98.1583
0XA7,30.6625,97.6225
07TS,30.6250,97.5728
GTU,30.6789,97.6794
TX92,30.5961,97.6694
05TE,30.7222,97.7914
30TA,30.5919,97.7225
50TA,29.6878,97.9961
9TX1,30.1433,96.8561
GYB,30.1692,96.9800
JXI,32.6989,94.9489
07F,32.5289,94.9717
XA04,32.2375,97.8997
41TA,32.2378,97.8781
TS61,32.2117,97.6422
09TE,32.2669,97.8669
TX93,32.1669,97.8336
8TS7,32.2450,97.7261
TE02,32.4706,97.5603
59TX,32.4872,97.4903
TX95,32.4142,97.5322
TX98,32.4750,97.5008
XA90,32.7572,95.5278
8TX3,31.3431,98.6156
T20,29.5281,97.4614
TX99,34.0067,102.9867
73XS,32.4458,98.3711
83TS,32.4267,98.4197
3T0,33.8394,96.8100
0TE6,32.2042,98.6656
F35,32.9231,98.4364
15F,33.1914,99.7178
1TX9,32.6378,95.1614
16TE,32.6975,95.2078
1TE5,30.8164,96.6011
LHB,30.8722,96.6222
TS69,27.4850,98.6619
03TE,27.4911,98.6694
HBV,27.3496,98.7369
TA44,27.0756,98.6017
2TS5,34.8936,100.6103
4TA4,29.9392,96.0597
RFI,32.1417,94.8517
63XS,30.2242,98.2886
8TS2,33.7833,98.2169
TE10,33.8153,98.2281
HRX,34.8578,102.3264
14F,32.8500,100.1378
1TX7,32.8056,100.1836
2TS2,26.1684,97.7336
HRL,26.2285,97.6544
XA41,30.3550,99.2475
1TX8,34.3694,102.0839
10TE,29.6669,97.5003
32TA,29.6919,97.4336
IWS,29.8183,95.6725
O07,29.6947,95.7947
HOU,29.6456,95.2789
1TE8,33.5489,96.5583
1TS2,31.8244,96.7783
4TA6,30.0225,99.3836
49TE,30.0578,99.5128
8TA8,31.1692,94.5325
UTS,30.7469,95.5872
2TX6,33.6817,101.6686
5TS9,28.5303,96.5275
6TS8,30.0033,96.5811
TFP,27.9131,97.2114
3TE0,30.7317,96.1311
2F0,30.9058,101.8919
20TE,32.1961,97.0892
TA59,33.0992,98.2894
TE55,33.4217,98.1906
21F,33.2286,98.1467
TS02,33.1194,98.2306
1TE3,31.9175,95.2072
JSO,31.8694,95.2175
40TE,30.7892,97.6550
JAS,30.8856,94.0350
22F,33.2292,100.5686
TS62,33.2000,100.5183
24F,32.7442,94.3047
6F7,32.8264,94.3544
