Hour,hourly_temperature_C
6135,20.00
6136,20.28
6137,20.22
6138,19.67
6139,18.39
6140,16.89
6141,16.11
6142,15.56
6143,15.00
6144,14.50
6145,14.00
6146,13.56
6147,13.17
6148,12.78
6149,12.50
6150,12.22
6151,12.11
6152,12.78
6153,13.83
6154,14.94
6155,16.17
6156,17.33
6157,18.44
6158,19.28
6159,19.94
6160,20.22
6161,20.17
6162,19.56
6163,18.28
6164,16.78
6165,16.06
6166,15.44
6167,14.94
6168,14.39
6169,13.89
6170,13.44
6171,13.06
6172,12.67
6173,12.39
6174,12.11
6175,12.06
6176,12.67
6177,13.78
6178,14.89
6179,16.11
6180,17.33
6181,18.39
6182,19.28
6183,19.89
6184,20.22
6185,20.17
6186,19.50
6187,18.17
6188,16.67
6189,15.94
6190,15.33
6191,14.83
6192,14.33
6193,13.83
6194,13.33
6195,12.94
6196,12.56
6197,12.28
6198,12.00
6199,11.94
6200,12.56
6201,13.67
6202,14.78
6203,16.06
6204,17.22
6205,18.33
6206,19.22
6207,19.83
6208,20.17
6209,20.11
6210,19.44
6211,18.11
6212,16.56
6213,15.83
6214,15.22
6215,14.72
6216,14.17
6217,13.67
6218,13.22
6219,12.78
6220,12.44
6221,12.11
6222,11.89
6223,11.78
6224,12.39
6225,13.50
6226,14.67
6227,15.94
6228,17.11
6229,18.22
6230,19.06
6231,19.72
6232,20.06
6233,20.00
6234,19.33
6235,17.94
6236,16.50
6237,15.72
6238,15.17
6239,14.67
6240,14.11
6241,13.61
6242,13.17
6243,12.72
6244,12.39
6245,12.06
6246,11.83
6247,11.78
6248,12.33
6249,13.44
6250,14.61
6251,15.83
6252,17.00
6253,18.06
6254,18.94
6255,19.56
6256,19.89
6257,19.83
6258,19.17
6259,17.78
6260,16.39
6261,15.61
6262,15.06
6263,14.56
6264,14.00
6265,13.50
6266,13.06
6267,12.67
6268,12.28
6269,12.00
6270,11.78
6271,11.67
6272,12.28
6273,13.33
6274,14.50
6275,15.78
6276,16.89
6277,18.00
6278,18.83
6279,19.44
6280,19.72
6281,19.67
6282,19.00
6283,17.56
6284,16.22
6285,15.50
6286,14.94
6287,14.44
6288,13.89
6289,13.39
6290,13.00
6291,12.56
6292,12.22
6293,11.94
6294,11.72
6295,11.61
6296,12.17
6297,13.22
6298,14.39
6299,15.67
6300,16.78
6301,17.89
6302,18.72
6303,19.28
6304,19.61
6305,19.56
6306,18.83
6307,17.39
6308,16.11
6309,15.39
6310,14.83
6311,14.33
6312,13.83
6313,13.33
6314,12.89
6315,12.50
6316,12.11
6317,11.89
6318,11.67
6319,11.61
6320,12.11
6321,13.11
6322,14.28
6323,15.56
6324,16.72
6325,17.78
6326,18.61
6327,19.17
6328,19.50
6329,19.39
6330,18.72
6331,17.22
6332,15.94
6333,15.28
6334,14.72
6335,14.22
6336,13.67
6337,13.22
6338,12.78
6339,12.39
6340,12.00
6341,11.78
6342,11.61
6343,11.50
6344,11.94
6345,13.00
6346,14.17
6347,15.39
6348,16.56
6349,17.67
6350,18.50
6351,19.06
6352,19.33
6353,19.28
6354,18.56
6355,17.06
6356,15.83
6357,15.17
6358,14.61
6359,14.11
6360,13.61
6361,13.11
6362,12.67
6363,12.28
6364,11.94
6365,11.72
6366,11.56
6367,11.44
6368,11.89
6369,12.89
6370,14.06
6371,15.28
6372,16.44
6373,17.56
6374,18.39
6375,18.94
6376,19.22
6377,19.17
6378,18.39
6379,16.89
6380,15.72
6381,15.06
6382,14.56
6383,14.06
6384,13.50
6385,13.06
6386,12.56
6387,12.17
6388,11.83
6389,11.56
6390,11.39
6391,11.33
6392,11.72
6393,12.72
6394,13.94
6395,15.17
6396,16.39
6397,17.44
6398,18.33
6399,18.89
6400,19.17
6401,19.06
6402,18.28
6403,16.78
6404,15.61
6405,14.94
6406,14.44
6407,13.94
6408,13.39
6409,12.89
6410,12.44
6411,12.06
6412,11.72
6413,11.50
6414,11.33
6415,11.22
6416,11.61
6417,12.61
6418,13.83
6419,15.06
6420,16.22
6421,17.33
6422,18.17
6423,18.72
6424,19.00
6425,18.89
6426,18.11
6427,16.56
6428,15.44
6429,14.78
6430,14.28
6431,13.78
6432,13.22
6433,12.78
6434,12.33
6435,11.94
6436,11.61
6437,11.39
6438,11.22
6439,11.11
6440,11.50
6441,12.50
6442,13.67
6443,14.89
6444,16.06
6445,17.11
6446,17.94
6447,18.50
6448,18.78
6449,18.61
6450,17.83
6451,16.33
6452,15.22
6453,14.61
6454,14.11
6455,13.61
6456,13.06
6457,12.61
6458,12.17
6459,11.83
6460,11.50
6461,11.28
6462,11.11
6463,11.00
6464,11.39
6465,12.39
6466,13.56
6467,14.78
6468,15.94
6469,17.00
6470,17.78
6471,18.33
6472,18.61
6473,18.44
6474,17.67
6475,16.11
6476,15.06
6477,14.50
6478,13.94
6479,13.50
6480,12.94
6481,12.50
6482,12.06
6483,11.72
6484,11.33
6485,11.17
6486,11.00
6487,10.89
6488,11.28
6489,12.22
6490,13.44
6491,14.67
6492,15.83
6493,16.89
6494,17.72
6495,18.22
6496,18.50
6497,18.33
6498,17.50
6499,15.94
6500,14.94
6501,14.39
6502,13.83
6503,13.39
6504,12.83
6505,12.39
6506,11.94
6507,11.61
6508,11.28
6509,11.11
6510,10.94
6511,10.83
6512,11.17
6513,12.11
6514,13.33
6515,14.50
6516,15.61
6517,16.67
6518,17.50
6519,18.00
6520,18.22
6521,18.06
6522,17.22
6523,15.72
6524,14.78
6525,14.22
6526,13.67
6527,13.22
6528,12.67
6529,12.28
6530,11.83
6531,11.56
6532,11.22
6533,11.06
6534,10.89
6535,10.78
6536,11.11
6537,12.00
6538,13.17
6539,14.33
6540,15.39
6541,16.44
6542,17.22
6543,17.72
6544,17.94
6545,17.72
6546,16.89
6547,15.39
6548,14.56
6549,14.00
6550,13.50
6551,13.06
6552,12.50
6553,12.11
6554,11.72
6555,11.44
6556,11.17
6557,11.00
6558,10.83
6559,10.72
6560,11.00
6561,11.89
6562,13.00
6563,14.11
6564,15.17
6565,16.17
6566,16.89
6567,17.39
6568,17.56
6569,17.33
6570,16.50
6571,15.11
6572,14.28
6573,13.78
6574,13.33
6575,12.89
6576,12.39
6577,12.00
6578,11.67
6579,11.33
6580,11.11
6581,10.89
6582,10.72
6583,10.67
6584,10.89
6585,11.78
6586,12.83
6587,13.94
6588,15.06
6589,16.06
6590,16.78
6591,17.28
6592,17.44
6593,17.17
6594,16.33
6595,14.89
6596,14.11
6597,13.61
6598,13.17
6599,12.78
6600,12.28
6601,11.89
6602,11.50
6603,11.22
6604,10.94
6605,10.78
6606,10.61
6607,10.50
6608,10.72
6609,11.56
6610,12.61
6611,13.72
6612,14.83
6613,15.83
6614,16.56
6615,17.00
6616,17.17
6617,16.94
6618,16.06
6619,14.67
6620,13.89
6621,13.44
6622,12.94
6623,12.56
6624,12.06
6625,11.67
6626,11.33
6627,11.06
6628,10.78
6629,10.61
6630,10.44
6631,10.39
6632,10.50
6633,11.39
6634,12.39
6635,13.50
6636,14.61
6637,15.67
6638,16.33
6639,16.83
6640,17.00
6641,16.72
6642,15.83
6643,14.44
6644,13.72
6645,13.28
6646,12.78
6647,12.39
6648,11.89
6649,11.50
6650,11.11
6651,10.89
6652,10.61
6653,10.44
6654,10.28
6655,10.22
6656,10.39
6657,11.22
6658,12.22
6659,13.33
6660,14.39
6661,15.39
6662,16.06
6663,16.56
6664,16.72
6665,16.44
6666,15.56
6667,14.17
6668,13.50
6669,13.06
6670,12.61
6671,12.17
6672,11.67
6673,11.33
6674,10.94
6675,10.72
6676,10.50
6677,10.33
6678,10.17
6679,10.11
6680,10.22
6681,11.06
6682,12.00
6683,13.11
6684,14.17
6685,15.11
6686,15.78
6687,16.28
6688,16.44
6689,16.11
6690,15.22
6691,13.94
6692,13.28
6693,12.83
6694,12.39
6695,12.00
6696,11.56
6697,11.17
6698,10.83
6699,10.56
6700,10.39
6701,10.22
6702,10.06
6703,10.00
6704,10.11
6705,10.89
6706,11.78
6707,12.89
6708,13.89
6709,14.83
6710,15.50
6711,15.94
6712,16.11
6713,15.83
6714,14.94
6715,13.67
6716,13.00
6717,12.61
6718,12.17
6719,11.83
6720,11.33
6721,10.94
6722,10.61
6723,10.39
6724,10.17
6725,10.00
6726,9.83
6727,9.78
6728,9.89
6729,10.67
6730,11.56
6731,12.67
6732,13.67
6733,14.61
6734,15.22
6735,15.67
6736,15.83
6737,15.56
6738,14.67
6739,13.44
6740,12.78
6741,12.39
6742,12.00
6743,11.61
6744,11.17
6745,10.78
6746,10.50
6747,10.22
6748,10.06
6749,9.89
6750,9.72
6751,9.67
6752,9.78
6753,10.50
6754,11.39
6755,12.44
6756,13.39
6757,14.33
6758,14.94
6759,15.39
6760,15.56
6761,15.28
6762,14.39
6763,13.17
6764,12.50
6765,12.22
6766,11.83
6767,11.44
6768,11.06
6769,10.67
6770,10.39
6771,10.11
6772,9.94
6773,9.78
6774,9.61
6775,9.56
6776,9.61
6777,10.39
6778,11.28
6779,12.33
6780,13.28
6781,14.17
6782,14.78
6783,15.22
6784,15.33
6785,15.06
6786,14.17
6787,13.00
6788,12.39
6789,12.06
6790,11.67
6791,11.33
6792,10.94
6793,10.56
6794,10.28
6795,10.00
6796,9.83
6797,9.67
6798,9.50
6799,9.44
6800,9.50
6801,10.22
6802,11.17
6803,12.17
6804,13.11
6805,14.00
6806,14.61
6807,15.06
6808,15.17
6809,14.89
6810,14.00
6811,12.83
6812,12.22
6813,11.89
6814,11.56
6815,11.17
6816,10.78
6817,10.44
6818,10.17
6819,9.89
6820,9.72
6821,9.56
6822,9.44
6823,9.33
6824,9.39
6825,10.11
6826,11.06
6827,12.00
6828,13.00
6829,13.83
6830,14.50
6831,14.94
6832,15.00
6833,14.72
6834,13.83
6835,12.67
6836,12.11
6837,11.78
6838,11.44
6839,11.06
6840,10.67
6841,10.33
6842,10.06
6843,9.83
6844,9.61
6845,9.50
6846,9.33
6847,9.33
6848,9.33
6849,10.00
6850,10.89
6851,11.89
6852,12.83
6853,13.67
6854,14.33
6855,14.78
6856,14.83
6857,14.56
6858,13.67
6859,12.50
6860,11.94
6861,11.67
6862,11.33
6863,10.94
6864,10.56
6865,10.22
6866,9.94
6867,9.72
6868,9.50
6869,9.39
6870,9.22
6871,9.17
6872,9.22
6873,9.89
6874,10.72
6875,11.72
6876,12.67
6877,13.50
6878,14.17
6879,14.61
6880,14.72
6881,14.39
6882,13.44
6883,12.33
6884,11.83
6885,11.50
6886,11.17
6887,10.83
6888,10.44
6889,10.11
6890,9.83
6891,9.61
6892,9.39
6893,9.28
6894,9.11
6895,9.06
6896,9.11
6897,9.78
6898,10.61
6899,11.56
6900,12.56
6901,13.33
6902,14.00
6903,14.44
6904,14.56
6905,14.22
6906,13.28
6907,12.22
6908,11.72
6909,11.39
6910,11.11
6911,10.72
6912,10.33
6913,10.00
6914,9.72
6915,9.44
6916,9.28
6917,9.11
6918,9.00
6919,8.94
6920,8.94
6921,9.61
6922,10.50
6923,11.44
6924,12.44
6925,13.22
6926,13.89
6927,14.39
6928,14.50
6929,14.17
6930,13.17
6931,12.11
6932,11.61
6933,11.28
6934,11.00
6935,10.61
6936,10.22
6937,9.89
6938,9.61
6939,9.39
6940,9.22
6941,9.00
6942,8.89
6943,8.83
6944,8.89
6945,9.50
6946,10.39
6947,11.33
6948,12.28
6949,13.06
6950,13.72
6951,14.17
6952,14.22
6953,13.94
6954,12.94
6955,11.94
6956,11.44
6957,11.11
6958,10.83
6959,10.44
6960,10.06
6961,9.78
6962,9.50
6963,9.22
6964,9.11
6965,8.94
6966,8.83
6967,8.78
6968,8.78
6969,9.39
6970,10.33
6971,11.22
6972,12.17
6973,12.94
6974,13.56
6975,14.00
6976,14.06
6977,13.72
6978,12.78
6979,11.83
6980,11.33
6981,11.00
6982,10.72
6983,10.39
6984,10.00
6985,9.72
6986,9.50
6987,9.22
6988,9.11
6989,8.94
6990,8.83
6991,8.78
6992,8.78
6993,9.39
6994,10.22
6995,11.11
6996,12.00
6997,12.72
6998,13.33
6999,13.78
7000,13.83
7001,13.50
7002,12.56
7003,11.61
7004,11.17
7005,10.83
7006,10.56
7007,10.22
7008,9.89
7009,9.61
7010,9.39
7011,9.11
7012,9.00
7013,8.83
7014,8.72
7015,8.67
7016,8.67
7017,9.28
7018,10.11
7019,11.00
7020,11.89
7021,12.56
7022,13.17
7023,13.56
7024,13.61
7025,13.28
7026,12.33
7027,11.44
7028,11.06
7029,10.67
7030,10.44
7031,10.11
7032,9.78
7033,9.50
7034,9.28
7035,9.00
7036,8.83
7037,8.72
7038,8.61
7039,8.56
7040,8.56
7041,9.11
7042,9.94
7043,10.78
7044,11.67
7045,12.39
7046,12.94
7047,13.33
7048,13.39
7049,13.06
7050,12.06
7051,11.22
7052,10.83
7053,10.44
7054,10.22
7055,9.89
7056,9.56
7057,9.33
7058,9.06
7059,8.83
7060,8.72
7061,8.56
7062,8.44
7063,8.39
7064,8.44
7065,8.94
7066,9.78
7067,10.61
7068,11.56
7069,12.22
7070,12.78
7071,13.11
7072,13.17
7073,12.83
7074,11.83
7075,11.06
7076,10.67
7077,10.28
7078,10.06
7079,9.78
7080,9.44
7081,9.17
7082,8.94
7083,8.72
7084,8.61
7085,8.44
7086,8.39
7087,8.33
7088,8.33
7089,8.83
7090,9.67
7091,10.50
7092,11.39
7093,12.06
7094,12.61
7095,12.94
7096,12.94
7097,12.61
7098,11.67
7099,10.89
7100,10.56
7101,10.17
7102,9.94
7103,9.67
7104,9.33
7105,9.11
7106,8.89
7107,8.67
7108,8.50
7109,8.39
7110,8.28
7111,8.22
7112,8.22
7113,8.72
7114,9.56
7115,10.39
7116,11.28
7117,11.94
7118,12.44
7119,12.78
7120,12.83
7121,12.44
7122,11.50
7123,10.78
7124,10.39
7125,10.06
7126,9.78
7127,9.50
7128,9.22
7129,8.94
7130,8.72
7131,8.50
7132,8.39
7133,8.22
7134,8.11
7135,8.06
7136,8.11
7137,8.61
7138,9.39
7139,10.22
7140,11.17
7141,11.78
7142,12.28
7143,12.61
7144,12.61
7145,12.28
7146,11.28
7147,10.61
7148,10.28
7149,9.94
7150,9.67
7151,9.39
7152,9.06
7153,8.83
7154,8.61
7155,8.39
7156,8.22
7157,8.11
7158,8.00
7159,7.94
7160,7.94
7161,8.44
7162,9.22
7163,10.11
7164,11.00
7165,11.67
7166,12.17
7167,12.50
7168,12.50
7169,12.11
7170,11.11
7171,10.50
7172,10.17
7173,9.83
7174,9.56
7175,9.28
7176,9.00
7177,8.72
7178,8.50
7179,8.28
7180,8.17
7181,8.00
7182,7.89
7183,7.83
7184,7.89
7185,8.33
7186,9.11
7187,10.00
7188,10.89
7189,11.50
7190,12.00
7191,12.28
7192,12.33
7193,11.94
7194,11.00
7195,10.39
7196,10.06
7197,9.72
7198,9.44
7199,9.17
7200,8.89
7201,8.61
7202,8.39
7203,8.22
7204,8.06
7205,7.89
7206,7.78
7207,7.72
7208,7.78
7209,8.22
7210,8.94
7211,9.83
7212,10.72
7213,11.33
7214,11.78
7215,12.11
7216,12.11
7217,11.72
7218,10.72
7219,10.17
7220,9.89
7221,9.56
7222,9.28
7223,9.00
7224,8.72
7225,8.44
7226,8.28
7227,8.06
7228,7.89
7229,7.78
7230,7.67
7231,7.61
7232,7.67
7233,8.06
7234,8.83
7235,9.67
7236,10.56
7237,11.22
7238,11.61
7239,11.89
7240,11.89
7241,11.50
7242,10.56
7243,9.94
7244,9.67
7245,9.39
7246,9.11
7247,8.89
7248,8.61
7249,8.33
7250,8.11
7251,7.94
7252,7.78
7253,7.67
7254,7.56
7255,7.50
7256,7.56
7257,7.94
7258,8.67
7259,9.56
7260,10.39
7261,11.00
7262,11.39
7263,11.67
7264,11.61
7265,11.28
7266,10.33
7267,9.83
7268,9.50
7269,9.28
7270,8.94
7271,8.72
7272,8.50
7273,8.22
7274,8.06
7275,7.89
7276,7.72
7277,7.61
7278,7.50
7279,7.39
7280,7.50
7281,7.83
7282,8.61
7283,9.44
7284,10.28
7285,10.89
7286,11.28
7287,11.50
7288,11.44
7289,11.11
7290,10.17
7291,9.72
7292,9.44
7293,9.17
7294,8.89
7295,8.67
7296,8.44
7297,8.17
7298,8.00
7299,7.83
7300,7.67
7301,7.56
7302,7.44
7303,7.39
7304,7.44
7305,7.78
7306,8.56
7307,9.33
7308,10.17
7309,10.78
7310,11.17
7311,11.33
7312,11.33
7313,10.94
7314,10.06
7315,9.56
7316,9.28
7317,9.00
7318,8.72
7319,8.56
7320,8.33
7321,8.06
7322,7.89
7323,7.78
7324,7.56
7325,7.44
7326,7.33
7327,7.28
7328,7.33
7329,7.67
7330,8.39
7331,9.22
7332,10.00
7333,10.61
7334,11.00
7335,11.22
7336,11.22
7337,10.78
7338,9.89
7339,9.44
7340,9.17
7341,8.89
7342,8.61
7343,8.39
7344,8.22
7345,7.89
7346,7.72
7347,7.61
7348,7.44
7349,7.33
7350,7.22
7351,7.17
7352,7.22
7353,7.50
7354,8.28
7355,9.11
7356,9.94
7357,10.50
7358,10.89
7359,11.11
7360,11.06
7361,10.67
7362,9.78
7363,9.33
7364,9.11
7365,8.83
7366,8.56
7367,8.33
7368,8.17
7369,7.89
7370,7.72
7371,7.56
7372,7.39
7373,7.28
7374,7.17
7375,7.11
7376,7.11
7377,7.44
7378,8.22
7379,9.00
7380,9.83
7381,10.44
7382,10.78
7383,11.00
7384,10.94
7385,10.56
7386,9.67
7387,9.28
7388,9.00
7389,8.72
7390,8.50
7391,8.28
7392,8.11
7393,7.83
7394,7.67
7395,7.56
7396,7.39
7397,7.28
7398,7.11
7399,7.06
7400,7.11
7401,7.39
7402,8.17
7403,8.94
7404,9.78
7405,10.33
7406,10.72
7407,10.94
7408,10.83
7409,10.44
7410,9.61
7411,9.22
7412,8.94
7413,8.72
7414,8.44
7415,8.22
7416,8.06
7417,7.78
7418,7.67
7419,7.50
7420,7.33
7421,7.22
7422,7.11
7423,7.06
7424,7.06
7425,7.39
7426,8.11
7427,8.89
7428,9.67
7429,10.28
7430,10.67
7431,10.83
7432,10.78
7433,10.33
7434,9.50
7435,9.11
7436,8.89
7437,8.67
7438,8.39
7439,8.17
7440,8.00
7441,7.72
7442,7.61
7443,7.44
7444,7.28
7445,7.17
7446,7.06
7447,7.00
7448,7.00
7449,7.28
7450,8.00
7451,8.83
7452,9.61
7453,10.17
7454,10.56
7455,10.78
7456,10.67
7457,10.28
7458,9.44
7459,9.06
7460,8.78
7461,8.56
7462,8.28
7463,8.06
7464,7.89
7465,7.67
7466,7.50
7467,7.39
7468,7.22
7469,7.11
7470,7.06
7471,6.94
7472,7.00
7473,7.22
7474,8.00
7475,8.78
7476,9.56
7477,10.11
7478,10.50
7479,10.67
7480,10.61
7481,10.17
7482,9.33
7483,9.00
7484,8.78
7485,8.50
7486,8.28
7487,8.06
7488,7.89
7489,7.67
7490,7.50
7491,7.39
7492,7.22
7493,7.11
7494,7.06
7495,6.94
7496,6.94
7497,7.22
7498,7.89
7499,8.67
7500,9.44
7501,10.00
7502,10.39
7503,10.56
7504,10.50
7505,10.06
7506,9.28
7507,8.89
7508,8.67
7509,8.44
7510,8.17
7511,8.00
7512,7.83
7513,7.61
7514,7.44
7515,7.33
7516,7.17
7517,7.11
7518,7.00
7519,6.89
7520,6.94
7521,7.17
7522,7.83
7523,8.61
7524,9.33
7525,9.89
7526,10.28
7527,10.39
7528,10.33
7529,9.89
7530,9.17
7531,8.78
7532,8.56
7533,8.33
7534,8.06
7535,7.89
7536,7.72
7537,7.50
7538,7.33
7539,7.17
7540,7.06
7541,6.94
7542,6.89
7543,6.78
7544,6.83
7545,7.00
7546,7.72
7547,8.44
7548,9.17
7549,9.72
7550,10.11
7551,10.22
7552,10.17
7553,9.72
7554,9.00
7555,8.67
7556,8.39
7557,8.17
7558,7.94
7559,7.78
7560,7.67
7561,7.39
7562,7.28
7563,7.17
7564,7.00
7565,6.89
7566,6.83
7567,6.72
7568,6.78
7569,6.94
7570,7.61
7571,8.33
7572,9.00
7573,9.56
7574,9.94
7575,10.06
7576,10.00
7577,9.61
7578,8.89
7579,8.56
7580,8.33
7581,8.11
7582,7.89
7583,7.72
7584,7.61
7585,7.39
7586,7.28
7587,7.11
7588,7.00
7589,6.83
7590,6.83
7591,6.67
7592,6.72
7593,6.89
7594,7.56
7595,8.22
7596,8.94
7597,9.44
7598,9.78
7599,9.94
7600,9.89
7601,9.44
7602,8.78
7603,8.50
7604,8.22
7605,8.00
7606,7.78
7607,7.61
7608,7.50
7609,7.28
7610,7.17
7611,6.94
7612,6.83
7613,6.67
7614,6.61
7615,6.50
7616,6.56
7617,6.72
7618,7.39
7619,8.06
7620,8.72
7621,9.22
7622,9.61
7623,9.72
7624,9.67
7625,9.22
7626,8.56
7627,8.22
7628,8.00
7629,7.78
7630,7.56
7631,7.39
7632,7.22
7633,7.00
7634,6.94
7635,6.72
7636,6.61
7637,6.50
7638,6.39
7639,6.28
7640,6.33
7641,6.50
7642,7.06
7643,7.72
7644,8.44
7645,8.94
7646,9.28
7647,9.44
7648,9.39
7649,8.94
7650,8.28
7651,7.94
7652,7.72
7653,7.50
7654,7.28
7655,7.17
7656,7.00
7657,6.83
7658,6.67
7659,6.50
7660,6.39
7661,6.22
7662,6.17
7663,6.06
7664,6.11
7665,6.22
7666,6.83
7667,7.50
7668,8.17
7669,8.72
7670,9.06
7671,9.22
7672,9.17
7673,8.72
7674,8.06
7675,7.78
7676,7.56
7677,7.33
7678,7.11
7679,6.94
7680,6.83
7681,6.61
7682,6.50
7683,6.33
7684,6.22
7685,6.06
7686,6.00
7687,5.83
7688,5.89
7689,6.06
7690,6.61
7691,7.28
7692,7.94
7693,8.50
7694,8.83
7695,9.00
7696,8.94
7697,8.50
7698,7.89
7699,7.61
7700,7.39
7701,7.17
7702,6.94
7703,6.83
7704,6.67
7705,6.50
7706,6.39
7707,6.17
7708,6.06
7709,5.89
7710,5.83
7711,5.72
7712,5.72
7713,5.83
7714,6.39
7715,7.06
7716,7.72
7717,8.28
7718,8.67
7719,8.78
7720,8.72
7721,8.28
7722,7.67
7723,7.39
7724,7.17
7725,7.00
7726,6.78
7727,6.61
7728,6.50
7729,6.33
7730,6.17
7731,5.94
7732,5.89
7733,5.67
7734,5.67
7735,5.50
7736,5.56
7737,5.67
7738,6.17
7739,6.83
7740,7.56
7741,8.11
7742,8.44
7743,8.61
7744,8.56
7745,8.06
7746,7.44
7747,7.17
7748,6.94
7749,6.78
7750,6.61
7751,6.44
7752,6.33
7753,6.17
7754,6.00
7755,5.78
7756,5.72
7757,5.50
7758,5.50
7759,5.39
7760,5.39
7761,5.50
7762,6.00
7763,6.67
7764,7.39
7765,7.89
7766,8.28
7767,8.44
7768,8.39
7769,7.94
7770,7.33
7771,7.00
7772,6.78
7773,6.61
7774,6.44
7775,6.28
7776,6.17
7777,6.00
7778,5.83
7779,5.61
7780,5.50
7781,5.33
7782,5.28
7783,5.17
7784,5.22
7785,5.33
7786,5.83
7787,6.50
7788,7.17
7789,7.72
7790,8.11
7791,8.28
7792,8.22
7793,7.78
7794,7.11
7795,6.83
7796,6.61
7797,6.50
7798,6.28
7799,6.17
7800,6.00
7801,5.83
7802,5.72
7803,5.50
7804,5.39
7805,5.22
7806,5.17
7807,5.11
7808,5.11
7809,5.22
7810,5.72
7811,6.33
7812,7.00
7813,7.56
7814,7.89
7815,8.11
7816,8.00
7817,7.61
7818,7.00
7819,6.72
7820,6.50
7821,6.33
7822,6.17
7823,6.06
7824,5.89
7825,5.72
7826,5.61
7827,5.39
7828,5.28
7829,5.11
7830,5.06
7831,4.94
7832,5.00
7833,5.06
7834,5.56
7835,6.17
7836,6.78
7837,7.39
7838,7.72
7839,7.89
7840,7.83
7841,7.39
7842,6.83
7843,6.50
7844,6.33
7845,6.11
7846,6.00
7847,5.89
7848,5.72
7849,5.56
7850,5.44
7851,5.28
7852,5.11
7853,4.94
7854,4.89
7855,4.83
7856,4.83
7857,4.89
7858,5.39
7859,6.00
7860,6.67
7861,7.22
7862,7.61
7863,7.78
7864,7.67
7865,7.22
7866,6.61
7867,6.39
7868,6.17
7869,6.00
7870,5.83
7871,5.72
7872,5.56
7873,5.44
7874,5.28
7875,5.11
7876,5.06
7877,4.83
7878,4.78
7879,4.72
7880,4.72
7881,4.78
7882,5.22
7883,5.89
7884,6.56
7885,7.06
7886,7.44
7887,7.61
7888,7.56
7889,7.11
7890,6.50
7891,6.28
7892,6.06
7893,5.89
7894,5.72
7895,5.61
7896,5.50
7897,5.33
7898,5.22
7899,5.06
7900,5.00
7901,4.78
7902,4.72
7903,4.61
7904,4.67
7905,4.72
7906,5.17
7907,5.78
7908,6.44
7909,7.00
7910,7.39
7911,7.56
7912,7.50
7913,7.00
7914,6.44
7915,6.17
7916,5.94
7917,5.78
7918,5.61
7919,5.50
7920,5.33
7921,5.22
7922,5.06
7923,4.94
7924,4.83
7925,4.67
7926,4.56
7927,4.50
7928,4.50
7929,4.61
7930,5.06
7931,5.72
7932,6.39
7933,7.00
7934,7.33
7935,7.50
7936,7.44
7937,6.89
7938,6.33
7939,6.06
7940,5.83
7941,5.67
7942,5.44
7943,5.33
7944,5.22
7945,5.06
7946,4.89
7947,4.78
7948,4.67
7949,4.50
7950,4.39
7951,4.39
7952,4.39
7953,4.44
7954,4.94
7955,5.56
7956,6.28
7957,6.83
7958,7.22
7959,7.44
7960,7.33
7961,6.83
7962,6.22
7963,5.94
7964,5.72
7965,5.61
7966,5.39
7967,5.28
7968,5.17
7969,5.06
7970,4.89
7971,4.72
7972,4.61
7973,4.50
7974,4.39
7975,4.33
7976,4.33
7977,4.39
7978,4.83
7979,5.50
7980,6.22
7981,6.83
7982,7.22
7983,7.39
7984,7.33
7985,6.78
7986,6.22
7987,5.89
7988,5.72
7989,5.56
7990,5.33
7991,5.28
7992,5.17
7993,5.00
7994,4.89
7995,4.72
7996,4.61
7997,4.50
7998,4.39
7999,4.33
8000,4.33
8001,4.44
8002,4.83
8003,5.50
8004,6.17
8005,6.78
8006,7.17
8007,7.33
8008,7.28
8009,6.78
8010,6.17
8011,5.89
8012,5.72
8013,5.56
8014,5.39
8015,5.28
8016,5.17
8017,5.06
8018,4.89
8019,4.78
8020,4.67
8021,4.50
8022,4.44
8023,4.33
8024,4.39
8025,4.44
8026,4.83
8027,5.50
8028,6.17
8029,6.72
8030,7.17
8031,7.33
8032,7.22
8033,6.72
8034,6.11
8035,5.89
8036,5.67
8037,5.56
8038,5.33
8039,5.22
8040,5.17
8041,5.00
8042,4.83
8043,4.72
8044,4.61
8045,4.44
8046,4.39
8047,4.33
8048,4.33
8049,4.39
8050,4.78
8051,5.44
8052,6.11
8053,6.72
8054,7.11
8055,7.28
8056,7.22
8057,6.67
8058,6.11
8059,5.83
8060,5.67
8061,5.56
8062,5.33
8063,5.22
8064,5.11
8065,5.00
8066,4.83
8067,4.72
8068,4.61
8069,4.50
8070,4.44
8071,4.33
8072,4.39
8073,4.39
8074,4.83
8075,5.44
8076,6.11
8077,6.67
8078,7.11
8079,7.28
8080,7.17
8081,6.67
8082,6.11
8083,5.83
8084,5.67
8085,5.50
8086,5.28
8087,5.22
8088,5.11
8089,4.94
8090,4.78
8091,4.72
8092,4.61
8093,4.50
8094,4.39
8095,4.28
8096,4.33
8097,4.39
8098,4.78
8099,5.44
8100,6.06
8101,6.61
8102,7.00
8103,7.22
8104,7.11
8105,6.61
8106,6.06
8107,5.78
8108,5.61
8109,5.50
8110,5.28
8111,5.17
8112,5.06
8113,4.89
8114,4.78
8115,4.72
8116,4.61
8117,4.50
8118,4.39
8119,4.28
8120,4.33
8121,4.39
8122,4.78
8123,5.39
8124,6.06
8125,6.61
8126,7.00
8127,7.22
8128,7.11
8129,6.61
8130,6.06
8131,5.78
8132,5.67
