xBase,yBase
-84.946092,30.134247
Bus Name,xVal,yVal,xDif,yDif,xAdj,yAdj
m1009726,1662882.0403,12280743.453,-31071.989800000098,3165.696000000462,-85.0393079694,30.143744088
l3101789,1663000.1525,12280793.633,-30953.877600000007,3215.876000000164,-85.03895363279999,30.143894627999998
m1009720,1662893.0995,12280356.901,-31060.93060000008,2779.1440000012517,-85.0392747918,30.142584432000003
l3178982,1662575.1106,12280373.482,-31378.919500000076,2795.72500000149,-85.04022875849999,30.142634175
m1009715,1662887.7583,12280263.631,-31066.271799999988,2685.873999999836,-85.0392908154,30.142304621999997
m1009698,1662870.9032,12279846.413,-31083.126900000032,2268.656000001356,-85.0393413807,30.141052968000004
l3156034,1662937.8032,12279694.889,-31016.226900000125,2117.1320000011474,-85.03914068069999,30.140598396
l3066821,1662744.132,12279671.251,-31209.898100000108,2093.494000000879,-85.0397216943,30.140527482
m1009691,1662535.961,12279677.698,-31418.069100000197,2099.941000001505,-85.04034620729999,30.140546823000005
l2748140,1662511.8602,12279773.131,-31442.169900000095,2195.373999999836,-85.04041850969999,30.140833121999997
l3141412,1662265.58,12279700.489,-31688.450100000016,2122.732000000775,-85.0411573503,30.140615196000002
m1026767,1663071.1485,12279672.972,-30882.881600000197,2095.214999999851,-85.0387406448,30.140532644999997
l3029500,1663555.0417,12279638.438,-30398.988400000148,2060.680999999866,-85.03728896519999,30.140429042999997
l3178976,1663833.8892,12279948.891,-30120.1409,2371.134000001475,-85.0364524227,30.141360402000004
l2973169,1663562.7668,12280407.872,-30391.26329999999,2830.1150000002235,-85.03726578989999,30.142737345
l3216346,1663109.569,12279533.478,-30844.46110000019,1955.7210000008345,-85.03862538329999,30.140114163
l2858163,1663378.6147,12279196.799,-30575.415400000056,1619.0420000012964,-85.03781824619999,30.139104126000003
l2766747,1663543.4091,12278693.761,-30410.621000000043,1116.0040000006557,-85.037323863,30.137595012000002
m1026732,1663578.9091,12278582.846,-30375.121000000043,1005.0890000015497,-85.037217363,30.137262267000004
l3065696,1663146.2732,12278537.946,-30807.756900000153,960.1890000011772,-85.03851527069999,30.137127567
l3047058,1663660.1041,12278329.156,-30293.925999999978,751.3990000002086,-85.03697377799999,30.136501196999998
l3010563,1662845.1189,12280100.168,-31108.911200000206,2522.411000000313,-85.03941873359999,30.141814232999998
l2841623,1662643.2517,12280100.119,-31310.778400000185,2522.3620000015944,-85.04002433519999,30.141814086000004
l2914323,1663157.7625,12281256.125,-30796.267600000137,3678.3680000007153,-85.0384808028,30.145282104
l2689691,1662702.3283,12281241.039,-31251.701800000155,3663.28200000152,-85.0398471054,30.145236846000003
m1009763,1662434.2,12281193.218,-31519.830100000137,3615.461000001058,-85.0406514903,30.145093383000003
l2673322,1662466.1816,12281293.82,-31487.84850000008,3716.0630000010133,-85.0405555455,30.145395189000002
l2859391,1662332.4881,12281385.313,-31621.542000000132,3807.555999999866,-85.040956626,30.145669667999996
e182733,1662211.0581,12281038.939,-31742.972000000067,3461.18200000003,-85.04132091599999,30.144630546
l2766730,1662431.468,12281111.589,-31522.56209999998,3533.8320000004023,-85.04065968629999,30.144848495999998
p875742,1663170.6321,12285670.941,-30783.398000000045,8093.184000000358,-85.038442194,30.158526551999998
m1026915,1663539.862,12285876.88,-30414.168100000126,8299.123000001535,-85.03733450429999,30.159144369000003
m1026920,1663580.1502,12286004.691,-30373.879900000058,8426.934000000358,-85.0372136397,30.159527802
l2729408,1663502.7891,12286023.078,-30451.241000000155,8445.321000000462,-85.03744572299999,30.159582963
m1026926,1663676.3816,12286297.42,-30277.648500000127,8719.66300000064,-85.03692494549999,30.160405989
l2766720,1663496.3215,12286330.409,-30457.708600000013,8752.6520000007,-85.0374651258,30.160504956
l3122816,1663977.9292,12286492.869,-29976.100900000194,8915.112000001594,-85.0360203027,30.160992336000003
l3160103,1664258.1283,12287931.372,-29695.90180000011,10353.615000000224,-85.0351797054,30.165307844999997
m1026954,1664388.459,12288335.541,-29565.57110000006,10757.783999999985,-85.03478871329999,30.166520352
d5655682-1_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
e182725,1664403.4216,12288334.41,-29550.60850000009,10756.653000000864,-85.03474382549999,30.166516959000003
m1026948,1664595.7903,12287986.25,-29358.239800000098,10408.493000000715,-85.03416671939999,30.165472479
l2954347,1665090.3782,12288171.131,-28863.65190000017,10593.373999999836,-85.0326829557,30.166027122
m1026953,1665190.3779,12288170.959,-28763.652200000128,10593.202000001445,-85.03238295659999,30.166026606000003
l3008232,1665289.1939,12288155.628,-28664.83620000002,10577.871000001207,-85.03208650859999,30.165980613000002
l2764399,1665190.2018,12288270.959,-28763.82830000017,10693.202000001445,-85.0323834849,30.166326606000002
m1026940,1664735.8899,12287037.08,-29218.140200000023,9459.32300000079,-85.0337464206,30.162624969
l2935556,1664509.9791,12286399.042,-29444.050999999978,8821.285000000149,-85.03442415299999,30.160710854999998
l3104124,1664983.6282,12286874.08,-28970.40190000017,9296.32300000079,-85.0330032057,30.162135969
l2804256,1664557.1568,12289003.66,-29396.873300000094,11425.903000000864,-85.0342826199,30.168524709
m1026960,1664652.5608,12289152.799,-29301.469299999997,11575.042000001296,-85.03399640789999,30.168972126000003
l3632979,1664792.2713,12289137.226,-29161.758800000185,11559.469000000507,-85.0335772764,30.168925407
m1026979,1664804.4856,12289792.23,-29149.544500000076,12214.473000001162,-85.0335406335,30.170890419000003
l2748152,1665051.6382,12289739.502,-28902.391900000162,12161.745000001043,-85.03279917569999,30.170732235000003
m1026997,1664906.4432,12290753.102,-29047.586899999995,13175.34500000067,-85.0332347607,30.173773035
l3216361,1664838.8797,12290768.442,-29115.15040000016,13190.685000000522,-85.03343745119999,30.173819055
l2729434,1664658.1887,12290520.56,-29295.841400000034,12942.803000001237,-85.03397952419999,30.173075409000003
l2916608,1664935.5535,12291169.272,-29018.47660000017,13591.515000000596,-85.0331474298,30.175021545
l2673313,1664911.342,12291753.53,-29042.688100000145,14175.773000000045,-85.0332200643,30.176774319
m1027013,1664889.7807,12292299.711,-29064.249400000088,14721.95399999991,-85.03328474819999,30.178412862
m1027023,1664876.2803,12292623.0,-29077.749800000107,15045.243000000715,-85.0333252494,30.179382729
l3122815,1664631.6794,12292589.7,-29322.350700000068,15011.94299999997,-85.03405905209999,30.179282828999998
l3254213,1664871.5985,12292768.51,-29082.43160000001,15190.753000000492,-85.03333929479999,30.179819259
m1027039,1664895.3308,12292976.681,-29058.69929999998,15398.924000000581,-85.03326809789999,30.180443772
d5806920-1_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
e182726,1664880.3394,12292976.1,-29073.690700000152,15398.343000000343,-85.0333130721,30.180442028999998
l2766744,1664634.9194,12292966.54,-29319.110700000077,15388.782999999821,-85.0340493321,30.180413349
m1027038,1664459.7294,12292966.331,-29494.30070000002,15388.574000000954,-85.03457490209999,30.180412722
m1027036,1664119.1592,12292955.128,-29834.87089999998,15377.371000001207,-85.03559661269999,30.180379113
l3010580,1664167.1111,12292903.609,-29786.918999999994,15325.851999999955,-85.03545275699999,30.180224556
l2785543,1663855.8315,12292947.698,-30098.198600000003,15369.941000001505,-85.0363865958,30.180356823000004
l2731712,1664457.1284,12292771.222,-29496.901700000046,15193.464999999851,-85.0345827051,30.179827394999997
m1027043,1664892.5701,12293065.38,-29061.460000000196,15487.623000001535,-85.03327637999999,30.180709869000005
d6019477-1_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
e182727,1664921.8114,12293058.638,-29032.218700000085,15480.881000000983,-85.0331886561,30.180689643
m1027042,1664941.3616,12293054.124,-29012.668500000145,15476.367000000551,-85.0331300055,30.180676101
m1027041,1665116.5189,12293013.701,-28837.511200000066,15435.944000000134,-85.0326045336,30.180554832
l2916607,1665193.3393,12293229.691,-28760.690799999982,15651.934000000358,-85.03237407239999,30.181202801999998
l3010564,1665334.4588,12292936.688,-28619.571300000185,15358.930999999866,-85.03195071389999,30.180323793
l2710515,1665722.9931,12292820.702,-28231.03700000001,15242.945000000298,-85.030785111,30.179975835
m1027027,1666177.6327,12292807.148,-27776.397400000133,15229.39100000076,-85.02942119219999,30.179935173
l3270853,1666291.78,12292890.706,-27662.250100000063,15312.949000000954,-85.02907875029999,30.180185847
l2766746,1666196.3596,12293191.209,-27757.670500000007,15613.452000001445,-85.02936501149999,30.181087356000003
m1027073,1666181.4789,12293553.37,-27772.551200000104,15975.612999999896,-85.0294096536,30.182173838999997
l2879089,1666029.6442,12293551.67,-27924.38590000011,15973.91300000064,-85.02986515769999,30.182168739
m1027071,1666493.7702,12293517.099,-27460.25990000018,15939.342000000179,-85.0284727797,30.182065026
l3235241,1666454.9811,12293488.251,-27499.049000000115,15910.49400000088,-85.02858914699999,30.181978482
l2691941,1666622.5812,12293144.929,-27331.448900000192,15567.172000000253,-85.0280863467,30.180948516
l3235267,1666711.3006,12293500.605,-27242.729500000132,15922.848000001162,-85.02782018849999,30.182015544000002
m1027068,1666920.3891,12293484.749,-27033.64100000006,15906.992000000551,-85.02719292299999,30.181967976
l3235268,1666941.2049,12293781.078,-27012.82520000008,16203.321000000462,-85.02713047559999,30.182856963
m1027066,1667350.1701,12293455.082,-26603.860000000102,15877.325000001118,-85.02590357999999,30.181878975
l2841645,1667343.7885,12293415.392,-26610.241600000067,15837.63500000164,-85.0259227248,30.181759905000003
l3066829,1667373.3698,12293321.458,-26580.660300000105,15743.701000001281,-85.02583398089999,30.181478103000003
l3104118,1666187.971,12293821.301,-27766.059100000188,16243.544000001624,-85.02939017729999,30.182977632000004
l2748126,1666184.559,12294083.011,-27769.4711000002,16505.254000000656,-85.0294004133,30.183762762
m1027014,1666525.8009,12292390.351,-27428.229200000176,14812.594000000507,-85.02837668759999,30.178684782
l3235248,1664736.5002,12293100.721,-29217.529900000198,15522.96400000155,-85.03374458969999,30.180815892000002
m1027055,1664887.7491,12293210.239,-29066.281000000192,15632.482000000775,-85.03329084299999,30.181144446
m1027080,1664848.7715,12293737.73,-29105.25860000006,16159.973000001162,-85.03340777579999,30.182726919
l2839331,1665165.4497,12293747.696,-28788.580400000094,16169.939000001177,-85.03245774119999,30.182756817
l3215340,1664844.1471,12293954.704,-29109.883000000147,16376.947000000626,-85.03342164899999,30.183377841
m1027087,1664841.7182,12294068.63,-29112.311900000088,16490.873000001535,-85.03342893569999,30.183719619
l2726983,1665133.8859,12294121.989,-28820.14419999998,16544.232000000775,-85.0325524326,30.183879696
m1027091,1664841.9804,12294144.644,-29112.04970000009,16566.887000000104,-85.03342814909999,30.183947660999998
l2689727,1665089.3296,12294336.25,-28864.700500000035,16758.493000000715,-85.03268610149999,30.184522479
l2764412,1664842.4186,12294274.311,-29111.611500000115,16696.5540000014,-85.03342683449999,30.184336662000003
l3251808,1664109.8286,12294496.777,-29844.2015000002,16919.020000001416,-85.0356246045,30.185004060000004
m1027100,1663928.601,12294569.092,-30025.429100000067,16991.335000000894,-85.03616828729999,30.185221005000002
l3140238,1664062.7819,12294755.894,-29891.24820000003,17178.137000000104,-85.0357657446,30.185781410999997
m1027109,1663766.9319,12295101.961,-30187.098200000124,17524.20399999991,-85.03665329459999,30.186819611999997
l3101788,1663985.302,12295077.221,-29968.728100000182,17499.46400000155,-85.0359981843,30.186745392000002
l3101787,1664142.9283,12294990.32,-29811.101800000062,17412.563000001013,-85.0355253054,30.186484689
l3027132,1664254.2494,12294927.922,-29699.780700000003,17350.16500000097,-85.03519134209999,30.186297495
m1027114,1663762.07,12295307.24,-30191.960100000026,17729.48300000094,-85.03666788029999,30.187435449000002
l3195327,1663584.4469,12295145.841,-30369.583199999994,17568.08400000073,-85.03720074959999,30.186951252
l3139103,1663358.3354,12295145.571,-30595.69470000011,17567.814000001177,-85.0378790841,30.186950442
l2876812,1663772.822,12295511.638,-30181.208100000164,17933.881000000983,-85.03663562429999,30.188048643000002
l2970811,1663792.79,12295744.75,-30161.240100000054,18166.993000000715,-85.0365757203,30.188747979000002
m1027121,1663854.9181,12295931.921,-30099.112000000197,18354.164000000805,-85.036389336,30.189309492
l3008248,1663968.5493,12296076.411,-29985.48080000002,18498.654000001028,-85.03604844239999,30.189742962
m1010017,1662987.3034,12295391.13,-30966.7267,17813.373000001535,-85.0389921801,30.187687119000003
l2858175,1663085.2879,12295128.576,-30868.74219999998,17550.819000000134,-85.03869822659999,30.186899457
m1027110,1663090.5922,12295114.367,-30863.43790000002,17536.610000001267,-85.0386823137,30.186856830000004
m1010016,1662671.0021,12294889.296,-31283.028000000166,17311.539000000805,-85.03994108399999,30.186181617000003
l3251807,1662651.4477,12294426.096,-31302.58240000019,16848.33900000155,-85.0399997472,30.184792017000003
m1010014,1662294.3585,12294510.756,-31659.6716,16932.998999999836,-85.0410710148,30.185045997
l3120503,1662404.3402,12294317.917,-31549.689900000114,16740.16000000015,-85.04074106969999,30.18446748
m1010011,1662158.6703,12294375.232,-31795.359799999977,16797.47500000149,-85.0414780794,30.184639425000004
m1010004,1661604.9648,12293800.674,-32349.065300000133,16222.917000001296,-85.0431391959,30.182915751000003
l2989571,1661645.2326,12293553.963,-32308.797500000102,15976.206000000238,-85.04301839249999,30.182175618
l3177894,1661491.5302,12293122.167,-32462.49990000017,15544.410000000149,-85.0434794997,30.18088023
l3082993,1661332.8962,12292865.188,-32621.133900000015,15287.430999999866,-85.04395540169999,30.180109292999997
l3312692,1661279.2427,12292537.766,-32674.78740000003,14960.009000001475,-85.04411636219999,30.179127027000003
l3120504,1662161.5702,12294162.383,-31792.459900000133,16584.626000000164,-85.04146937969999,30.184000878
l2895489,1664596.7815,12293551.936,-29357.24860000005,15974.1790000014,-85.03416374579999,30.182169537000004
l2804257,1664772.5982,12292311.049,-29181.4319000002,14733.292000001296,-85.03363629569999,30.178446876000002
l2860485,1664577.6409,12292312.462,-29376.389200000092,14734.705000000075,-85.0342211676,30.178451114999998
l2860506,1663902.0917,12292287.3,-30051.9384000001,14709.54300000146,-85.0362478152,30.178375629
m1027019,1663359.5519,12292569.711,-30594.478200000012,14991.95399999991,-85.0378754346,30.179222862
l2785522,1663557.6796,12292571.03,-30396.350500000175,14993.273000000045,-85.03728105149999,30.179226819
l2801949,1662686.8085,12292567.245,-31267.221600000048,14989.487999999896,-85.03989366479999,30.179215464
l2710516,1664363.2481,12289282.671,-29590.782000000123,11704.914000000805,-85.03486434599999,30.169361742
l2691944,1664094.7266,12289364.059,-29859.303500000155,11786.302000001073,-85.03566991049999,30.169605906
l2673312,1663803.6198,12289424.929,-30150.410300000105,11847.172000000253,-85.0365432309,30.169788516
l3235247,1663595.3914,12289860.719,-30358.63870000001,12282.962000001222,-85.03716791609999,30.171095886000003
l3197634,1663495.1992,12285885.268,-30458.830900000175,8307.51099999994,-85.0374684927,30.159169533
l2820528,1665036.2127,12285271.176,-28917.817400000058,7693.419000001624,-85.0328454522,30.157327257000002
l2745799,1665036.7656,12285371.171,-28917.26450000005,7793.414000000805,-85.03284379349999,30.157627242
l2785529,1666311.3507,12284236.628,-27642.679400000023,6658.871000001207,-85.02902003819999,30.154223613000003
l2954353,1670500.7395,12282482.721,-23453.290600000182,4904.96400000155,-85.01645187179999,30.148961892000003
l2685809,1670621.3217,12282377.839,-23332.70840000012,4800.082000000402,-85.0160901252,30.148647246
l3010568,1671220.3903,12282835.891,-22733.639800000004,5258.134000001475,-85.01429291939999,30.150021402000004
l3029505,1671386.7289,12282614.33,-22567.301200000104,5036.57300000079,-85.01379390359999,30.149356719
l2673318,1671664.4992,12282532.361,-22289.53090000013,4954.604000000283,-85.0129605927,30.149110812
l3178979,1671786.519,12282929.959,-22167.511100000003,5352.202000001445,-85.01259453329999,30.150303606
l3197654,1672755.5875,12284118.61,-21198.442600000184,6540.853000000119,-85.0096873278,30.153869559
l2897792,1673198.9713,12284430.771,-20755.0588,6853.014000000432,-85.0083571764,30.154806042
l2785538,1673033.0301,12284691.932,-20921.0,7114.175000000745,-85.008855,30.155589525
l2897793,1672926.5218,12284878.328,-21027.508300000103,7300.571000000462,-85.00917452489999,30.156148713
m1069521,1672887.1019,12284952.441,-21066.9282000002,7374.684000000358,-85.00929278459999,30.156371052
l3254231,1672724.8716,12284974.572,-21229.158500000136,7396.815000001341,-85.0097794755,30.156437445
m1069524,1672643.4923,12285163.045,-21310.53780000005,7585.288000000641,-85.0100236134,30.157002864
l3254230,1672640.5596,12285165.581,-21313.470500000054,7587.824000000954,-85.01003241149999,30.157010472
l2973150,1671837.5633,12286491.82,-22116.466800000053,8914.063000001013,-85.0124414004,30.160989189000002
l3066804,1671571.9951,12287047.824,-22382.03500000015,9470.066999999806,-85.013238105,30.162657201
l2820533,1672785.0009,12285304.378,-21169.02919999999,7726.621000001207,-85.0095990876,30.157426863
l2916620,1673633.2293,12284690.981,-20320.800800000085,7113.224000001326,-85.00705440239999,30.155586672000002
d5682346-3_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
e206211,1674728.385,12284207.403,-19225.64510000008,6629.6460000015795,-85.00376893529999,30.154135938000003
m1069519,1675041.5406,12284646.298,-18912.48950000014,7068.5410000011325,-85.0028294685,30.155452623000002
l2820535,1675150.8997,12284683.24,-18803.13040000014,7105.483000000939,-85.0025013912,30.155563449000002
l2748144,1675263.3512,12285129.831,-18690.678900000174,7552.074000000954,-85.0021640367,30.156903222
m1069533,1675427.5599,12285480.801,-18526.470200000098,7903.044000001624,-85.0016714106,30.157956132000002
m1069549,1675609.6517,12285918.72,-18344.378400000045,8340.963000001386,-85.0011251352,30.159269889000004
m1069556,1675612.1175,12286112.887,-18341.912600000156,8535.13000000082,-85.00111773779999,30.15985239
l3008237,1675480.1198,12286113.104,-18473.910300000105,8535.347000000998,-85.00151373089999,30.159853041
m1069564,1675615.8899,12286409.831,-18338.140200000023,8832.074000000954,-85.0011064206,30.160743222
l3160114,1675402.0418,12286314.64,-18551.988300000085,8736.883000001311,-85.00174796489999,30.160457649
l3104144,1675583.0891,12286288.221,-18370.941000000108,8710.46400000155,-85.001204823,30.160378392000002
e182746,1675618.3393,12286817.002,-18335.690799999982,9239.245000001043,-85.0010990724,30.161964735
m1069563,1675662.7481,12286397.232,-18291.282000000123,8819.47500000149,-85.000965846,30.160705425000003
l2729424,1675430.4517,12286508.491,-18523.5784,8930.734000001103,-85.0016627352,30.161039202
l3197652,1675809.9788,12286357.64,-18144.051300000167,8779.883000001311,-85.00052415389999,30.160586649000003
l2748143,1675902.3395,12286396.371,-18051.69060000009,8818.61400000006,-85.00024707179999,30.160702842
l3251854,1675902.3395,12286616.372,-18051.69060000009,9038.615000000224,-85.00024707179999,30.161362845
m1069548,1675629.8286,12285891.101,-18324.2015000002,8313.344000000507,-85.00106460449999,30.159187032
l2729423,1675517.8398,12285905.871,-18436.190300000133,8328.11400000006,-85.00140057089999,30.159231341999998
l2897790,1675743.3328,12285735.74,-18210.697300000116,8157.983000000939,-85.0007240919,30.158720949000003
l2935566,1675895.2698,12285561.631,-18058.7603000002,7983.873999999836,-85.00026828089999,30.158198621999997
l2783231,1675138.9312,12285645.62,-18815.0989000001,8067.862999999896,-85.0025372967,30.158450588999997
l3254227,1674699.3402,12285880.66,-19254.689900000114,8302.903000000864,-85.00385606969999,30.159155709
m1069550,1674558.2412,12285946.459,-19395.788900000043,8368.702000001445,-85.00427936669999,30.159353106
m1069551,1674544.6917,12285947.741,-19409.338400000008,8369.984000001103,-85.0043200152,30.159356952000003
m1069555,1674396.7482,12286059.078,-19557.28190000006,8481.321000000462,-85.0047638457,30.159690963
m1069557,1674274.3516,12286143.431,-19679.678500000155,8565.674000000581,-85.0051310355,30.159944022
l3160115,1674318.4081,12285859.419,-19635.622000000207,8281.662000000477,-85.004998866,30.159091986
l2935567,1674172.8199,12285639.529,-19781.21020000009,8061.771999999881,-85.00543563059999,30.158432316
l3254229,1673983.2693,12286352.479,-19970.760800000047,8774.722000000998,-85.0060042824,30.160571166
m1069565,1673864.94,12286437.729,-20089.090100000147,8859.972000000998,-85.0063592703,30.160826916
l2785536,1674126.1583,12286985.622,-19827.87180000008,9407.865000000224,-85.00557561539999,30.162470595
l2989596,1673763.4001,12286115.496,-20190.63000000012,8537.73900000006,-85.00666389,30.159860217
l2822873,1673476.5614,12286162.92,-20477.468700000085,8585.16300000064,-85.00752440609999,30.160002489
m1069572,1673706.1176,12286651.863,-20247.912500000093,9074.106000000611,-85.0068357375,30.161469318
l3066826,1673671.9201,12286930.248,-20282.110000000102,9352.491000000387,-85.00693833,30.162304473
l2710530,1673475.222,12286561.252,-20478.808100000024,8983.495000001043,-85.00752842429999,30.161197485000002
l3178988,1673806.5884,12286446.121,-20147.441700000083,8868.36400000006,-85.00653432509999,30.160852092
l3085410,1674478.1194,12286195.368,-19475.910700000124,8617.61100000143,-85.0045197321,30.160099833000004
l2860499,1674304.2524,12286384.706,-19649.777699999977,8806.949000000954,-85.0050413331,30.160667847000003
m1069560,1674751.7281,12286289.589,-19202.30200000014,8711.832000000402,-85.003698906,30.160382496
m1069567,1674888.1904,12286519.26,-19065.839700000128,8941.503000000492,-85.0032895191,30.161071509
m1069582,1675139.0991,12286953.792,-18814.9310000001,9376.035000000149,-85.00253679299999,30.162375105
l2973171,1675053.0585,12286954.202,-18900.971600000048,9376.445000000298,-85.00279491479999,30.162376334999998
d6231996-1_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
e206614,1675070.2617,12286987.301,-18883.768400000175,9409.544000001624,-85.0027433052,30.162475632000003
l3082983,1675027.3397,12287050.355,-18926.690400000196,9472.598000001162,-85.00287207119999,30.162664794
m1069588,1674984.6717,12287113.04,-18969.358400000026,9535.282999999821,-85.00300007519999,30.162852848999997
l2804270,1674953.4315,12287092.2,-19000.598600000143,9514.44299999997,-85.0030937958,30.162790329
l3104145,1674706.0782,12286937.609,-19247.951899999985,9359.851999999955,-85.00383585569999,30.162326556
m1069590,1674714.3808,12287354.344,-19239.649300000165,9776.587000001222,-85.00381094789999,30.163576761
m1069595,1674391.5176,12287659.107,-19562.512500000186,10081.35000000149,-85.0047795375,30.164491050000002
l2916619,1674347.4897,12287817.38,-19606.540400000056,10239.623000001535,-85.0049116212,30.164965869000003
m1069629,1673828.928,12288576.181,-20125.10210000002,10998.424000000581,-85.0064673063,30.167242272
m1069640,1674008.1689,12289009.611,-19945.86120000016,11431.854000000283,-85.0059295836,30.168542562
l2804269,1674078.0303,12289268.351,-19875.999800000107,11690.594000000507,-85.0057199994,30.169318782
l2989564,1673941.7728,12289419.703,-20012.257300000172,11841.946000000462,-85.0061287719,30.169772838
l2897789,1674050.8902,12289744.819,-19903.139900000067,12167.06200000085,-85.00580141969999,30.170748186
l2935547,1673990.212,12290079.421,-19963.818100000033,12501.664000000805,-85.0059834543,30.171751992
l3160113,1674280.7987,12288864.449,-19673.231400000164,11286.691999999806,-85.0051116942,30.168107076
m1069632,1673610.7217,12288812.442,-20343.30839999998,11234.685000000522,-85.0071219252,30.167951055
l2726974,1673629.9688,12288932.43,-20324.061300000176,11354.673000000417,-85.0070641839,30.168311019
l2916618,1673383.1111,12289089.34,-20570.918999999994,11511.583000000566,-85.00780475699999,30.168781749
l2954361,1673496.64,12288562.721,-20457.390100000193,10984.96400000155,-85.0074641703,30.167201892
m1069627,1673453.0012,12288390.37,-20501.028900000034,10812.612999999896,-85.0075950867,30.166684839
l2897791,1673685.7809,12288009.298,-20268.249200000195,10431.541000001132,-85.0068967476,30.165541623000003
m1069597,1673618.8605,12287682.241,-20335.16960000014,10104.484000001103,-85.00709750879999,30.164560452000003
l3197653,1673289.2881,12287630.701,-20664.742000000086,10052.944000000134,-85.00808622599999,30.164405832
l2785535,1673622.8582,12287570.789,-20331.17190000019,9993.03200000152,-85.0070855157,30.164226096000004
l3254228,1673361.1115,12288255.779,-20592.918599999975,10678.02199999988,-85.0078707558,30.166281066
m1069607,1674721.3685,12287956.038,-19232.661599999992,10378.281000001356,-85.0037899848,30.165381843000002
m1069620,1674790.0707,12288050.07,-19163.95940000005,10472.313000001013,-85.00358387819999,30.165663939
m1069610,1674805.9141,12287986.705,-19148.116000000155,10408.94800000079,-85.003536348,30.165473844
l3102793,1675086.0231,12288002.495,-18868.006999999983,10424.737999999896,-85.00269602099999,30.165521213999998
l2991929,1674949.0775,12288032.469,-19004.952600000193,10454.712000001222,-85.00310685779999,30.165611136000003
l2916617,1674624.8995,12287875.101,-19329.130600000033,10297.344000000507,-85.00407939179999,30.165139032
l3122835,1674360.388,12287325.311,-19593.642100000056,9747.5540000014,-85.0048729263,30.163489662000003
l2801902,1674735.7414,12287378.199,-19218.28870000015,9800.441999999806,-85.00374686609999,30.163648325999997
l3235273,1675307.8993,12287508.439,-18646.13080000016,9930.68200000003,-85.00203039239999,30.164039046
l2691966,1674685.1599,12286696.002,-19268.870200000005,9118.245000001043,-85.00389861059999,30.161601735
l3176660,1674988.0181,12286178.902,-18966.012000000104,8601.145000001416,-85.002990036,30.160050435000002
m1069544,1674392.7833,12285690.184,-19561.24680000008,8112.427000001073,-85.00477574039999,30.158584281000003
l2804272,1674436.4712,12285662.471,-19517.558900000062,8084.71400000155,-85.0046446767,30.158501142000002
l2841641,1674662.3083,12285532.222,-19291.721800000174,7954.464999999851,-85.0039671654,30.158110394999998
m1069543,1674387.0981,12285681.382,-19566.93200000003,8103.625,-85.00479279599999,30.158557875
m1069535,1674259.0817,12285500.408,-19694.94840000011,7922.651000000536,-85.0051768452,30.158014953
l2804271,1674577.6808,12285404.57,-19376.349300000118,7826.813000001013,-85.00422104789999,30.157727439000002
l2673331,1674113.1084,12285095.236,-19840.921700000064,7517.479000000283,-85.00561476509999,30.156799437
m1069532,1675459.3858,12285448.811,-18494.644300000044,7871.054000001401,-85.0015759329,30.157860162000002
l2785534,1675592.2887,12285432.091,-18361.741400000174,7854.33400000073,-85.00117722419999,30.157810002
l2691965,1675528.8212,12285635.9,-18425.2089000002,8058.143000001088,-85.00136762669999,30.158421429
l3235242,1676340.5296,12283192.509,-17613.500500000082,5614.752000000328,-84.9989325015,30.151091256
l3141393,1675928.558,12282735.399,-18025.47210000013,5157.642000000924,-85.0001684163,30.149719926
m1089205,1676964.8665,12283336.692,-16989.163600000087,5758.9350000005215,-84.9970594908,30.151523805
l2973148,1677305.0393,12283638.289,-16648.99080000003,6060.53200000152,-84.99603897239999,30.152428596000004
m1089200,1676898.5195,12283162.968,-17055.510600000154,5585.211000001058,-84.9972585318,30.151002633
l2916602,1676810.4596,12283160.589,-17143.570500000147,5582.832000000402,-84.9975227115,30.150995496
m1089204,1678313.8186,12283334.169,-15640.211499999976,5756.412000000477,-84.99301263449999,30.151516236
l3157167,1678310.3575,12283510.559,-15643.672600000165,5932.802000001073,-84.9930230178,30.152045406000003
l2785511,1678304.5985,12283921.949,-15649.43160000001,6344.191999999806,-84.9930402948,30.153279576
l3010557,1678457.9118,12283332.871,-15496.118300000206,5755.11400000006,-84.9925803549,30.151512342
m1108524,1678867.5691,12283106.112,-15086.461000000127,5528.355000000447,-84.991351383,30.150832065
l3197625,1678952.8683,12283386.069,-15001.161800000118,5808.312000000849,-84.9910954854,30.151671936
m1108520,1678950.5623,12283015.099,-15003.467799999984,5437.342000000179,-84.99110240339999,30.150559026
l2804277,1679127.3784,12283014.517,-14826.651700000046,5436.760000001639,-84.9905719551,30.150557280000005
l3097861,1678951.574,12282075.1,-15002.456100000069,4497.343000000343,-84.9910993683,30.147739029
m1108540,1681119.1198,12283645.531,-12834.910300000105,6067.774000000209,-84.9845967309,30.152450322
l3235945,1681312.75,12283848.602,-12641.28010000009,6270.845000000671,-84.98401584029999,30.153059535
l2842330,1681417.1489,12283859.182,-12536.881200000178,6281.425000000745,-84.9837026436,30.153091275
l3086002,1681600.4408,12283898.569,-12353.589300000109,6320.812000000849,-84.9831527679,30.153209436
