hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3, S4 (kVA), Ang4
7375, 0.00000, 490.797, -153.83, 532.353, -155.45, 470.982, -154.485, 0, 0
7376, 0.00000, 534.911, -154.006, 580.644, -155.631, 514.04, -154.675, 0, 0
7377, 0.00000, 659.937, -154.399, 716.093, -156.027, 637.347, -155.093, 0, 0
7378, 0.00000, 744.621, -154.614, 807.498, -156.242, 720.773, -155.312, 0, 0
7379, 0.00000, 765.175, -154.664, 829.209, -156.291, 739.781, -155.359, 0, 0
7380, 0.00000, 736.86, -154.603, 798.771, -156.232, 711.47, -155.296, 0, 0
7381, 0.00000, 798.716, -154.733, 865.438, -156.359, 773.555, -155.43, 0, 0
7382, 0.00000, 829.836, -154.798, 898.968, -156.422, 804.919, -155.494, 0, 0
7383, 0.00000, 865.178, -154.865, 936.663, -156.488, 839.629, -155.56, 0, 0
7384, 0.00000, 940.427, -154.998, 1018.16, -156.617, 915.396, -155.69, 0, 0
7385, 0.00000, 1006.19, -155.105, 1088.58, -156.719, 980.733, -155.791, 0, 0
7386, 0.00000, 1068.02, -155.199, 1155.71, -156.81, 1045.04, -155.881, 0, 0
7387, 0.00000, 1127.2, -155.283, 1218.72, -156.889, 1104.19, -155.958, 0, 0
7388, 0.00000, 1078.94, -155.214, 1165.73, -156.824, 1055.88, -155.897, 0, 0
7389, 0.00000, 1097.17, -155.239, 1185.22, -156.848, 1075.6, -155.922, 0, 0
7390, 0.00000, 1079.75, -155.213, 1166.26, -156.825, 1061.4, -155.904, 0, 0
7391, 0.00000, 978.273, -155.06, 1057.12, -156.68, 961.247, -155.765, 0, 0
7392, 0.00000, 761.932, -154.652, 823.956, -156.28, 745.795, -155.373, 0, 0
7393, 0.00000, 600.241, -154.245, 649.38, -155.876, 585.388, -154.957, 0, 0
7394, 0.00000, 508.828, -153.918, 551.623, -155.544, 493.605, -154.604, 0, 0
7395, 0.00000, 466.368, -153.727, 506.077, -155.348, 451.311, -154.396, 0, 0
7396, 0.00000, 454.69, -153.667, 493.546, -155.285, 439.24, -154.327, 0, 0
7397, 0.00000, 448.512, -153.636, 486.998, -155.253, 433.072, -154.291, 0, 0
7398, 0.00000, 505.914, -153.888, 548.876, -155.509, 488.515, -154.563, 0, 0
7399, 0.00000, 650.845, -154.369, 705.276, -155.995, 632.502, -155.077, 0, 0
7400, 0.00000, 748.51, -154.619, 809.569, -156.244, 725.659, -155.323, 0, 0
7401, 0.00000, 639.674, -154.361, 692.934, -155.992, 615.141, -155.046, 0, 0
7402, 0.00000, 616.705, -154.289, 667.619, -155.916, 589.494, -154.96, 0, 0
7403, 0.00000, 635.22, -154.34, 687.325, -155.965, 607.65, -155.014, 0, 0
7404, 0.00000, 648.154, -154.377, 701.209, -156.002, 620.209, -155.053, 0, 0
7405, 0.00000, 678.913, -154.458, 734.404, -156.083, 650.788, -155.139, 0, 0
7406, 0.00000, 709.469, -154.534, 766.957, -156.159, 681.103, -155.219, 0, 0
7407, 0.00000, 765.143, -154.661, 826.691, -156.284, 736.731, -155.352, 0, 0
7408, 0.00000, 868.913, -154.869, 938.536, -156.488, 841.386, -155.562, 0, 0
7409, 0.00000, 995.411, -155.086, 1075.45, -156.7, 969.96, -155.775, 0, 0
7410, 0.00000, 1100.57, -155.244, 1189.69, -156.853, 1078.37, -155.926, 0, 0
7411, 0.00000, 1149.97, -155.313, 1242.87, -156.918, 1128.86, -155.989, 0, 0
7412, 0.00000, 1093.11, -155.234, 1181.42, -156.844, 1073.09, -155.919, 0, 0
7413, 0.00000, 1054.14, -155.177, 1139, -156.79, 1035.01, -155.869, 0, 0
7414, 0.00000, 1046.18, -155.164, 1130.07, -156.778, 1028.82, -155.861, 0, 0
7415, 0.00000, 935.708, -154.99, 1011.17, -156.613, 919.587, -155.701, 0, 0
7416, 0.00000, 744.684, -154.613, 805.573, -156.242, 729.384, -155.336, 0, 0
7417, 0.00000, 594.1, -154.225, 642.629, -155.855, 578.043, -154.933, 0, 0
7418, 0.00000, 492.429, -153.851, 533.179, -155.474, 476.961, -154.531, 0, 0
7419, 0.00000, 461.846, -153.703, 500.199, -155.319, 446.714, -154.37, 0, 0
7420, 0.00000, 449.938, -153.642, 486.776, -155.253, 434.815, -154.303, 0, 0
7421, 0.00000, 451.609, -153.65, 489.317, -155.263, 434.843, -154.301, 0, 0
7422, 0.00000, 519.835, -153.942, 562.781, -155.56, 501.722, -154.62, 0, 0
7423, 0.00000, 659.199, -154.391, 712.624, -156.015, 639.999, -155.1, 0, 0
7424, 0.00000, 712.957, -154.536, 770.985, -156.163, 694.458, -155.25, 0, 0
7425, 0.00000, 639.205, -154.353, 691.736, -155.983, 620.888, -155.06, 0, 0
7426, 0.00000, 584.062, -154.186, 631.915, -155.812, 564.318, -154.877, 0, 0
7427, 0.00000, 599.193, -154.227, 648.302, -155.852, 579.283, -154.922, 0, 0
7428, 0.00000, 613.806, -154.272, 664.183, -155.898, 593.983, -154.97, 0, 0
7429, 0.00000, 660.899, -154.404, 714.927, -156.03, 641.049, -155.109, 0, 0
7430, 0.00000, 724.106, -154.563, 783.096, -156.19, 703.957, -155.273, 0, 0
7431, 0.00000, 778.319, -154.686, 841.69, -156.312, 758.01, -155.397, 0, 0
7432, 0.00000, 858.653, -154.847, 927.946, -156.47, 838.732, -155.558, 0, 0
7433, 0.00000, 1018.52, -155.12, 1100.47, -156.734, 999.404, -155.818, 0, 0
7434, 0.00000, 1186.33, -155.36, 1280.95, -156.963, 1167.1, -156.035, 0, 0
7435, 0.00000, 1207.77, -155.388, 1304.17, -156.99, 1188.86, -156.06, 0, 0
7436, 0.00000, 1154.7, -155.318, 1247.18, -156.925, 1136.66, -155.999, 0, 0
7437, 0.00000, 1132.56, -155.288, 1223.52, -156.896, 1115.07, -155.973, 0, 0
7438, 0.00000, 1152.3, -155.315, 1244.41, -156.921, 1135.41, -155.998, 0, 0
7439, 0.00000, 1024.62, -155.132, 1106.62, -156.749, 1008.72, -155.834, 0, 0
7440, 0.00000, 825.433, -154.784, 892.16, -156.411, 810.699, -155.508, 0, 0
7441, 0.00000, 636.134, -154.336, 687.992, -155.964, 621.74, -155.056, 0, 0
7442, 0.00000, 523.181, -153.976, 566.439, -155.602, 509.341, -154.674, 0, 0
7443, 0.00000, 497.051, -153.859, 538.282, -155.48, 483.479, -154.55, 0, 0
7444, 0.00000, 466.634, -153.725, 505.619, -155.343, 453.281, -154.404, 0, 0
7445, 0.00000, 450.384, -153.645, 488.258, -155.261, 436.363, -154.312, 0, 0
7446, 0.00000, 514.214, -153.918, 557.073, -155.538, 499.501, -154.611, 0, 0
7447, 0.00000, 655.042, -154.378, 708.608, -156.004, 639.526, -155.098, 0, 0
7448, 0.00000, 712.593, -154.534, 770.619, -156.162, 695.538, -155.253, 0, 0
7449, 0.00000, 632.474, -154.335, 684.666, -155.965, 614.025, -155.04, 0, 0
7450, 0.00000, 592.23, -154.21, 641.04, -155.837, 573.135, -154.906, 0, 0
7451, 0.00000, 595.41, -154.216, 644.861, -155.843, 577.036, -154.915, 0, 0
7452, 0.00000, 626.742, -154.308, 678.086, -155.935, 607.784, -155.012, 0, 0
7453, 0.00000, 696.4, -154.494, 753.121, -156.121, 677.309, -155.206, 0, 0
7454, 0.00000, 785.632, -154.7, 849.493, -156.326, 766.556, -155.414, 0, 0
7455, 0.00000, 890.453, -154.905, 962.082, -156.527, 870.727, -155.615, 0, 0
7456, 0.00000, 1056.17, -155.177, 1140.16, -156.788, 1035.74, -155.869, 0, 0
7457, 0.00000, 1175.06, -155.345, 1268.15, -156.948, 1154.34, -156.02, 0, 0
7458, 0.00000, 1263.42, -155.459, 1363.57, -157.055, 1243.31, -156.12, 0, 0
7459, 0.00000, 1316.39, -155.523, 1420.68, -157.115, 1296.86, -156.176, 0, 0
7460, 0.00000, 1275.98, -155.474, 1377.51, -157.07, 1257.37, -156.134, 0, 0
7461, 0.00000, 1284.26, -155.484, 1386.45, -157.079, 1266.17, -156.144, 0, 0
7462, 0.00000, 1330.37, -155.54, 1436.01, -157.131, 1312.57, -156.192, 0, 0
7463, 0.00000, 1202.96, -155.382, 1299.03, -156.985, 1186.14, -156.056, 0, 0
7464, 0.00000, 1023.28, -155.131, 1105.74, -156.749, 1007.7, -155.833, 0, 0
7465, 0.00000, 837.087, -154.815, 905.189, -156.444, 822.112, -155.535, 0, 0
7466, 0.00000, 680.178, -154.468, 736.366, -156.102, 665.897, -155.19, 0, 0
7467, 0.00000, 605.653, -154.254, 656.206, -155.885, 591.716, -154.97, 0, 0
7468, 0.00000, 568.62, -154.132, 616.843, -155.762, 554.56, -154.84, 0, 0
7469, 0.00000, 533.576, -154.007, 579.168, -155.636, 519.761, -154.707, 0, 0
7470, 0.00000, 582.085, -154.169, 632.117, -155.798, 567.518, -154.878, 0, 0
7471, 0.00000, 724.617, -154.561, 786.005, -156.19, 708.623, -155.28, 0, 0
7472, 0.00000, 785.225, -154.702, 850.477, -156.329, 764.949, -155.412, 0, 0
7473, 0.00000, 707.489, -154.535, 766.889, -156.166, 684.699, -155.233, 0, 0
7474, 0.00000, 682.601, -154.47, 739.553, -156.099, 657.907, -155.161, 0, 0
7475, 0.00000, 707.941, -154.531, 766.729, -156.158, 682.306, -155.222, 0, 0
7476, 0.00000, 757.101, -154.644, 819.237, -156.269, 730.504, -155.337, 0, 0
7477, 0.00000, 810.434, -154.758, 876.357, -156.38, 782.266, -155.449, 0, 0
7478, 0.00000, 798.527, -154.736, 863.777, -156.36, 771.398, -155.429, 0, 0
7479, 0.00000, 805.26, -154.749, 870.206, -156.372, 776.591, -155.44, 0, 0
7480, 0.00000, 813.426, -154.765, 878.893, -156.388, 784.81, -155.456, 0, 0
7481, 0.00000, 862.325, -154.858, 932.207, -156.48, 835.639, -155.553, 0, 0
7482, 0.00000, 940.685, -154.997, 1017.36, -156.615, 917.212, -155.693, 0, 0
7483, 0.00000, 981.689, -155.065, 1061.16, -156.681, 959.048, -155.759, 0, 0
7484, 0.00000, 996.433, -155.088, 1077.08, -156.705, 975.552, -155.784, 0, 0
7485, 0.00000, 1021.82, -155.127, 1103.98, -156.742, 1001.65, -155.822, 0, 0
7486, 0.00000, 1043.51, -155.159, 1126.92, -156.773, 1024.78, -155.855, 0, 0
7487, 0.00000, 964.938, -155.037, 1041.83, -156.657, 948.072, -155.745, 0, 0
7488, 0.00000, 801.505, -154.743, 866.101, -156.373, 786.379, -155.466, 0, 0
7489, 0.00000, 651.197, -154.39, 704.36, -156.023, 636.904, -155.112, 0, 0
7490, 0.00000, 543.219, -154.05, 588.779, -155.68, 528.698, -154.751, 0, 0
7491, 0.00000, 501.813, -153.882, 544.061, -155.506, 487.338, -154.57, 0, 0
7492, 0.00000, 477.022, -153.773, 517.725, -155.395, 462.613, -154.45, 0, 0
7493, 0.00000, 470.553, -153.742, 510.999, -155.363, 455.958, -154.414, 0, 0
7494, 0.00000, 519.644, -153.944, 563.99, -155.567, 503.482, -154.63, 0, 0
7495, 0.00000, 654.814, -154.381, 709.689, -156.008, 636.869, -155.091, 0, 0
7496, 0.00000, 747.988, -154.619, 809.21, -156.244, 725.348, -155.323, 0, 0
7497, 0.00000, 702.336, -154.521, 759.679, -156.148, 676.395, -155.212, 0, 0
7498, 0.00000, 703.582, -154.522, 760.148, -156.146, 674.625, -155.205, 0, 0
7499, 0.00000, 710.748, -154.54, 766.972, -156.162, 679.558, -155.219, 0, 0
7500, 0.00000, 792.915, -154.721, 854.836, -156.34, 760.198, -155.404, 0, 0
7501, 0.00000, 845.42, -154.827, 911.388, -156.445, 812.529, -155.512, 0, 0
7502, 0.00000, 942.919, -155.002, 1016.13, -156.614, 909.492, -155.683, 0, 0
7503, 0.00000, 1018.28, -155.124, 1096.82, -156.732, 984.115, -155.798, 0, 0
7504, 0.00000, 1115.38, -155.266, 1202.06, -156.868, 1082.87, -155.932, 0, 0
7505, 0.00000, 1226.96, -155.415, 1323.45, -157.01, 1197.67, -156.07, 0, 0
7506, 0.00000, 1353.01, -155.568, 1459.59, -157.153, 1325.97, -156.206, 0, 0
7507, 0.00000, 1346.35, -155.559, 1452.21, -157.145, 1320.1, -156.198, 0, 0
7508, 0.00000, 1274.25, -155.472, 1375.12, -157.066, 1250.42, -156.126, 0, 0
7509, 0.00000, 1227.32, -155.414, 1325.11, -157.012, 1205.62, -156.078, 0, 0
7510, 0.00000, 1196.86, -155.373, 1291.6, -156.976, 1177.21, -156.046, 0, 0
7511, 0.00000, 1124.44, -155.276, 1213.6, -156.885, 1106.46, -155.962, 0, 0
7512, 0.00000, 964.498, -155.038, 1041.01, -156.658, 947.562, -155.746, 0, 0
7513, 0.00000, 817.382, -154.774, 883.002, -156.403, 802.128, -155.496, 0, 0
7514, 0.00000, 689.889, -154.49, 746.475, -156.122, 674.545, -155.211, 0, 0
7515, 0.00000, 600.338, -154.239, 650.173, -155.87, 585.795, -154.952, 0, 0
7516, 0.00000, 567.757, -154.128, 615.319, -155.756, 552.877, -154.834, 0, 0
7517, 0.00000, 532.148, -154.001, 576.577, -155.627, 516.131, -154.693, 0, 0
7518, 0.00000, 537.293, -154.017, 582.646, -155.642, 520.606, -154.706, 0, 0
7519, 0.00000, 573.321, -154.141, 621.697, -155.768, 555.224, -154.835, 0, 0
7520, 0.00000, 616.559, -154.28, 667.425, -155.905, 593.918, -154.968, 0, 0
7521, 0.00000, 767.367, -154.66, 830.295, -156.284, 742.321, -155.359, 0, 0
7522, 0.00000, 844.858, -154.824, 913.161, -156.446, 817.286, -155.518, 0, 0
7523, 0.00000, 916.997, -154.957, 990.751, -156.575, 888.789, -155.647, 0, 0
7524, 0.00000, 971.288, -155.049, 1048.46, -156.663, 941.284, -155.733, 0, 0
7525, 0.00000, 1017.7, -155.123, 1098.36, -156.734, 987.35, -155.802, 0, 0
7526, 0.00000, 1068.52, -155.199, 1152.68, -156.806, 1037.74, -155.873, 0, 0
7527, 0.00000, 1136.54, -155.296, 1226.08, -156.897, 1105.77, -155.961, 0, 0
7528, 0.00000, 1275.12, -155.476, 1375.27, -157.066, 1244.58, -156.122, 0, 0
7529, 0.00000, 1369.84, -155.588, 1477.94, -157.171, 1341.24, -156.22, 0, 0
7530, 0.00000, 1416.85, -155.641, 1530.16, -157.221, 1392.65, -156.269, 0, 0
7531, 0.00000, 1391.01, -155.611, 1502.2, -157.194, 1368.51, -156.245, 0, 0
7532, 0.00000, 1320.81, -155.529, 1426.71, -157.12, 1300.01, -156.178, 0, 0
7533, 0.00000, 1259.83, -155.455, 1360.79, -157.051, 1239.74, -156.115, 0, 0
7534, 0.00000, 1207.59, -155.388, 1304.44, -156.99, 1189.4, -156.06, 0, 0
7535, 0.00000, 1137.28, -155.294, 1228.07, -156.903, 1120.75, -155.98, 0, 0
7536, 0.00000, 952.704, -155.02, 1029.25, -156.642, 937.523, -155.731, 0, 0
7537, 0.00000, 812.396, -154.764, 877.512, -156.392, 796.988, -155.486, 0, 0
7538, 0.00000, 673.425, -154.449, 728.669, -156.081, 658.03, -155.169, 0, 0
7539, 0.00000, 595.13, -154.221, 644.328, -155.851, 580.216, -154.933, 0, 0
7540, 0.00000, 544.501, -154.048, 589.953, -155.675, 529.596, -154.748, 0, 0
7541, 0.00000, 532.475, -154, 576.728, -155.623, 516.381, -154.691, 0, 0
7542, 0.00000, 519.884, -153.953, 563.534, -155.576, 502.245, -154.632, 0, 0
7543, 0.00000, 539.714, -154.025, 585.2, -155.649, 520.801, -154.706, 0, 0
7544, 0.00000, 618.905, -154.284, 669.544, -155.907, 595.374, -154.97, 0, 0
7545, 0.00000, 757.669, -154.64, 818.829, -156.262, 730.736, -155.334, 0, 0
7546, 0.00000, 841.538, -154.818, 908.691, -156.438, 812.24, -155.509, 0, 0
7547, 0.00000, 895.569, -154.92, 966.878, -156.538, 865.415, -155.607, 0, 0
7548, 0.00000, 903.428, -154.935, 974.388, -156.552, 871.819, -155.62, 0, 0
7549, 0.00000, 981.262, -155.065, 1058.04, -156.677, 948.71, -155.745, 0, 0
7550, 0.00000, 1021.44, -155.129, 1100.67, -156.737, 988.1, -155.804, 0, 0
7551, 0.00000, 1027.35, -155.138, 1106.78, -156.746, 994.112, -155.813, 0, 0
7552, 0.00000, 1031.02, -155.144, 1110.38, -156.751, 997.43, -155.818, 0, 0
7553, 0.00000, 982.272, -155.068, 1058.23, -156.68, 950.483, -155.749, 0, 0
7554, 0.00000, 938.774, -154.995, 1012.67, -156.612, 911.356, -155.687, 0, 0
7555, 0.00000, 886.484, -154.904, 956.833, -156.525, 862.186, -155.604, 0, 0
7556, 0.00000, 928.991, -154.975, 1002.41, -156.594, 905.557, -155.675, 0, 0
7557, 0.00000, 955.782, -155.021, 1031.23, -156.638, 933.38, -155.72, 0, 0
7558, 0.00000, 953.042, -155.016, 1028.5, -156.635, 933.42, -155.721, 0, 0
7559, 0.00000, 870.968, -154.875, 940.645, -156.499, 853.056, -155.588, 0, 0
7560, 0.00000, 709.4, -154.54, 766.965, -156.172, 692.66, -155.258, 0, 0
7561, 0.00000, 583.765, -154.19, 631.704, -155.82, 567.341, -154.894, 0, 0
7562, 0.00000, 496.763, -153.868, 538.003, -155.491, 480.675, -154.546, 0, 0
7563, 0.00000, 465.43, -153.721, 504.581, -155.339, 449.905, -154.387, 0, 0
7564, 0.00000, 455.567, -153.671, 494.192, -155.288, 439.633, -154.329, 0, 0
7565, 0.00000, 455.066, -153.667, 493.547, -155.283, 438.726, -154.322, 0, 0
7566, 0.00000, 521.476, -153.949, 565.056, -155.569, 503.255, -154.627, 0, 0
7567, 0.00000, 653.721, -154.378, 707.682, -156.003, 633.862, -155.083, 0, 0
7568, 0.00000, 746.899, -154.616, 807.029, -156.24, 722.196, -155.316, 0, 0
7569, 0.00000, 670.217, -154.442, 724.104, -156.068, 642.803, -155.125, 0, 0
7570, 0.00000, 640.51, -154.359, 691.188, -155.981, 610.385, -155.029, 0, 0
7571, 0.00000, 617.656, -154.293, 666.361, -155.914, 587.123, -154.955, 0, 0
7572, 0.00000, 637.698, -154.348, 687.453, -155.967, 606.259, -155.013, 0, 0
7573, 0.00000, 661.728, -154.414, 712.322, -156.032, 628.401, -155.081, 0, 0
7574, 0.00000, 670.966, -154.439, 722.774, -156.059, 638.715, -155.11, 0, 0
7575, 0.00000, 676.074, -154.453, 727.934, -156.072, 643.5, -155.124, 0, 0
7576, 0.00000, 706.049, -154.527, 759.516, -156.145, 672.48, -155.202, 0, 0
7577, 0.00000, 787.273, -154.707, 847.595, -156.325, 755.943, -155.395, 0, 0
7578, 0.00000, 906.674, -154.935, 977.559, -156.552, 879.065, -155.63, 0, 0
7579, 0.00000, 998.232, -155.089, 1076.22, -156.702, 971.723, -155.779, 0, 0
7580, 0.00000, 990.759, -155.078, 1068.08, -156.692, 965.215, -155.77, 0, 0
7581, 0.00000, 1009.86, -155.108, 1089.01, -156.721, 986.124, -155.8, 0, 0
7582, 0.00000, 1005.81, -155.1, 1083.97, -156.715, 984.742, -155.799, 0, 0
7583, 0.00000, 906.129, -154.937, 977.097, -156.559, 887.117, -155.648, 0, 0
7584, 0.00000, 722.203, -154.559, 779.073, -156.185, 704.095, -155.277, 0, 0
7585, 0.00000, 577.506, -154.171, 624.36, -155.8, 562.126, -154.878, 0, 0
7586, 0.00000, 493.714, -153.853, 534.41, -155.475, 478.951, -154.537, 0, 0
7587, 0.00000, 459.8, -153.693, 497.964, -155.31, 445.421, -154.364, 0, 0
7588, 0.00000, 449.894, -153.642, 487.957, -155.258, 434.788, -154.302, 0, 0
7589, 0.00000, 453.356, -153.658, 492.04, -155.275, 437.716, -154.316, 0, 0
7590, 0.00000, 528.989, -153.976, 573.522, -155.598, 512.423, -154.664, 0, 0
7591, 0.00000, 656.808, -154.386, 710.641, -156.011, 638.483, -155.096, 0, 0
7592, 0.00000, 759.798, -154.642, 819.921, -156.266, 737.592, -155.351, 0, 0
7593, 0.00000, 662.506, -154.42, 714.037, -156.044, 637.037, -155.111, 0, 0
7594, 0.00000, 639.414, -154.352, 687.527, -155.97, 611.065, -155.031, 0, 0
7595, 0.00000, 642.595, -154.36, 690.042, -155.975, 612.155, -155.034, 0, 0
7596, 0.00000, 649.637, -154.38, 697.134, -155.994, 617.667, -155.051, 0, 0
7597, 0.00000, 654.176, -154.392, 702.845, -156.008, 623.455, -155.067, 0, 0
7598, 0.00000, 680.08, -154.46, 729.203, -156.074, 646.859, -155.135, 0, 0
7599, 0.00000, 721.022, -154.56, 773.71, -156.175, 688.727, -155.243, 0, 0
7600, 0.00000, 790.661, -154.713, 848.737, -156.329, 759.159, -155.404, 0, 0
7601, 0.00000, 846.559, -154.825, 909.521, -156.441, 816.302, -155.52, 0, 0
7602, 0.00000, 949.987, -155.009, 1023.14, -156.624, 924.858, -155.706, 0, 0
7603, 0.00000, 1007.42, -155.103, 1085.55, -156.716, 983.264, -155.796, 0, 0
7604, 0.00000, 990.054, -155.076, 1067.64, -156.692, 967.98, -155.774, 0, 0
7605, 0.00000, 1005.4, -155.099, 1083.85, -156.714, 984.711, -155.799, 0, 0
7606, 0.00000, 994.923, -155.084, 1072.92, -156.7, 974.93, -155.784, 0, 0
7607, 0.00000, 923.504, -154.967, 996.637, -156.589, 904.437, -155.676, 0, 0
7608, 0.00000, 746.093, -154.616, 806.079, -156.243, 728.787, -155.335, 0, 0
7609, 0.00000, 591.57, -154.217, 639.769, -155.848, 575.324, -154.924, 0, 0
7610, 0.00000, 503.152, -153.893, 544.401, -155.516, 487.521, -154.577, 0, 0
7611, 0.00000, 464.356, -153.716, 502.844, -155.333, 449.331, -154.385, 0, 0
7612, 0.00000, 453.007, -153.657, 490.933, -155.272, 438.527, -154.323, 0, 0
7613, 0.00000, 454.319, -153.663, 492.884, -155.279, 439.298, -154.325, 0, 0
7614, 0.00000, 496.057, -153.846, 537.569, -155.466, 481.306, -154.531, 0, 0
7615, 0.00000, 628.218, -154.304, 680.686, -155.93, 612.378, -155.018, 0, 0
7616, 0.00000, 706.154, -154.518, 762.89, -156.143, 686.747, -155.23, 0, 0
7617, 0.00000, 626.083, -154.316, 675.002, -155.94, 603.171, -155.009, 0, 0
7618, 0.00000, 602.972, -154.242, 648.293, -155.859, 577.365, -154.923, 0, 0
7619, 0.00000, 632.254, -154.326, 678.883, -155.941, 604, -155.006, 0, 0
7620, 0.00000, 664.073, -154.415, 712.27, -156.03, 634.05, -155.097, 0, 0
7621, 0.00000, 648.855, -154.377, 696.11, -155.992, 619.735, -155.058, 0, 0
7622, 0.00000, 673.499, -154.44, 722.575, -156.056, 643.882, -155.125, 0, 0
7623, 0.00000, 648.608, -154.378, 695.288, -155.992, 618.153, -155.055, 0, 0
7624, 0.00000, 659.083, -154.402, 707.259, -156.018, 630.656, -155.087, 0, 0
7625, 0.00000, 685.762, -154.47, 738.411, -156.091, 661.706, -155.169, 0, 0
7626, 0.00000, 780.13, -154.687, 841.48, -156.31, 758.853, -155.398, 0, 0
7627, 0.00000, 864.83, -154.857, 932.652, -156.478, 843.985, -155.568, 0, 0
7628, 0.00000, 862.161, -154.855, 929.908, -156.478, 841.693, -155.566, 0, 0
7629, 0.00000, 897.814, -154.919, 968.926, -156.541, 878.711, -155.631, 0, 0
7630, 0.00000, 966.993, -155.037, 1043.71, -156.656, 948.544, -155.744, 0, 0
7631, 0.00000, 851.938, -154.84, 919.632, -156.465, 833.866, -155.555, 0, 0
7632, 0.00000, 727.216, -154.579, 784.814, -156.208, 710.373, -155.299, 0, 0
7633, 0.00000, 599.809, -154.239, 648.438, -155.869, 584.774, -154.952, 0, 0
7634, 0.00000, 511.294, -153.927, 553.834, -155.552, 496.294, -154.616, 0, 0
7635, 0.00000, 493.2, -153.843, 534.642, -155.464, 478.611, -154.527, 0, 0
7636, 0.00000, 460.823, -153.7, 500.218, -155.32, 446.028, -154.366, 0, 0
7637, 0.00000, 465.283, -153.715, 505.085, -155.334, 450.801, -154.386, 0, 0
7638, 0.00000, 513.799, -153.92, 557.838, -155.544, 498.408, -154.607, 0, 0
7639, 0.00000, 638.451, -154.336, 692.861, -155.964, 622.312, -155.048, 0, 0
7640, 0.00000, 735.153, -154.589, 796.149, -156.216, 714.602, -155.297, 0, 0
7641, 0.00000, 656.469, -154.405, 711.293, -156.035, 632.655, -155.095, 0, 0
7642, 0.00000, 637.836, -154.349, 690.777, -155.977, 612.635, -155.031, 0, 0
7643, 0.00000, 659.016, -154.405, 712.741, -156.03, 632.319, -155.087, 0, 0
7644, 0.00000, 673.759, -154.445, 728.152, -156.069, 645.628, -155.126, 0, 0
7645, 0.00000, 689.855, -154.486, 745.021, -156.11, 661.041, -155.169, 0, 0
7646, 0.00000, 682.06, -154.468, 736.175, -156.091, 652.573, -155.148, 0, 0
7647, 0.00000, 694.907, -154.499, 749.937, -156.122, 665.399, -155.181, 0, 0
7648, 0.00000, 705.62, -154.525, 761.333, -156.148, 676.762, -155.21, 0, 0
7649, 0.00000, 739.246, -154.603, 797.929, -156.226, 711.898, -155.295, 0, 0
7650, 0.00000, 812.79, -154.759, 878.771, -156.383, 789.389, -155.462, 0, 0
7651, 0.00000, 877.458, -154.884, 948.518, -156.506, 855.474, -155.589, 0, 0
7652, 0.00000, 883.052, -154.896, 954.461, -156.518, 861.857, -155.601, 0, 0
7653, 0.00000, 932.709, -154.982, 1008.04, -156.602, 912.526, -155.686, 0, 0
7654, 0.00000, 962.634, -155.031, 1039.53, -156.651, 944.652, -155.738, 0, 0
7655, 0.00000, 872.32, -154.877, 942.349, -156.503, 855.91, -155.594, 0, 0
7656, 0.00000, 735.803, -154.6, 795.316, -156.231, 720.444, -155.323, 0, 0
7657, 0.00000, 614.477, -154.284, 665.562, -155.917, 600.303, -155.001, 0, 0
7658, 0.00000, 548.284, -154.064, 594.539, -155.693, 534.074, -154.767, 0, 0
7659, 0.00000, 497.659, -153.867, 540.291, -155.493, 484.056, -154.556, 0, 0
7660, 0.00000, 469.029, -153.738, 509.625, -155.361, 454.879, -154.412, 0, 0
7661, 0.00000, 471.007, -153.742, 511.688, -155.364, 456.713, -154.416, 0, 0
7662, 0.00000, 527.084, -153.972, 572.427, -155.598, 511.059, -154.661, 0, 0
7663, 0.00000, 643.041, -154.35, 697.721, -155.978, 625.928, -155.06, 0, 0
7664, 0.00000, 741.536, -154.604, 803.278, -156.231, 720.709, -155.311, 0, 0
7665, 0.00000, 670.08, -154.44, 726.213, -156.071, 647.281, -155.135, 0, 0
7666, 0.00000, 660.098, -154.41, 715.021, -156.038, 635.22, -155.097, 0, 0
7667, 0.00000, 669.055, -154.433, 724.746, -156.06, 643.573, -155.119, 0, 0
7668, 0.00000, 675.635, -154.45, 731.095, -156.076, 649.255, -155.136, 0, 0
7669, 0.00000, 708.002, -154.53, 764.926, -156.154, 679.776, -155.216, 0, 0
7670, 0.00000, 729.408, -154.581, 787.436, -156.204, 702.026, -155.272, 0, 0
7671, 0.00000, 718.825, -154.559, 775.957, -156.182, 690.108, -155.245, 0, 0
7672, 0.00000, 706.671, -154.529, 762.613, -156.152, 678.303, -155.216, 0, 0
7673, 0.00000, 746.282, -154.618, 806.215, -156.242, 720.232, -155.314, 0, 0
7674, 0.00000, 768.898, -154.669, 831.668, -156.295, 746.234, -155.373, 0, 0
7675, 0.00000, 799.999, -154.734, 864.958, -156.359, 778.545, -155.442, 0, 0
7676, 0.00000, 805.258, -154.745, 870.345, -156.371, 784.102, -155.454, 0, 0
7677, 0.00000, 794.553, -154.724, 859.145, -156.35, 774.705, -155.435, 0, 0
7678, 0.00000, 835.862, -154.804, 903.029, -156.429, 817.235, -155.519, 0, 0
7679, 0.00000, 773.311, -154.68, 835.998, -156.309, 756.525, -155.399, 0, 0
