temperature,wind_speed,humidity,solar_dir,solar_diff,solar_global
10:10:13:0:0,33.6,1.66,0.84,0,0,1
10:10:14:0:0,35.1,0.57,0.83,3,1,4
10:10:15:0:0,36.3,1.5,0.79,6,2,8
10:10:16:0:0,37.6,1.37,0.75,7,2,10
10:10:17:0:0,40.6,0.65,0.74,13,4,17
10:10:18:0:0,41.9,0.95,0.7,19,6,25
10:10:19:0:0,43.9,1.31,0.65,24,8,32
10:10:20:0:0,45.3,1.79,0.66,18,6,24
10:10:21:0:0,42.8,1.97,0.7,10,3,14
10:10:22:0:0,43.0,1.54,0.77,7,2,10
10:10:23:0:0,42.3,1.12,0.84,4,1,5
10:11:0:0:0,41.2,0.73,0.87,1,0,2
10:11:1:0:0,40.8,0.64,0.87,0,0,0
10:11:2:0:0,40.6,0.59,0.88,0,0,0
10:11:3:0:0,40.8,0.94,0.92,0,0,0
10:11:4:0:0,39.2,0.53,0.92,0,0,0
10:11:5:0:0,38.7,0.66,0.93,0,0,0
10:11:6:0:0,37.2,1.19,0.92,0,0,0
10:11:7:0:0,37.9,1.98,0.89,0,0,0
10:11:8:0:0,36.9,0.78,0.89,0,0,0
10:11:9:0:0,35.4,1.24,0.87,0,0,0
10:11:10:0:0,35.6,2.21,0.91,0,0,0
10:11:11:0:0,37.0,2.72,0.93,0,0,0
10:11:12:0:0,38.1,2.47,0.89,0,0,0
10:11:13:0:0,37.8,2.85,0.86,1,0,2
10:11:14:0:0,39.9,1.11,0.86,8,3,11
10:11:15:0:0,43.7,1.37,0.8,16,5,22
10:11:16:0:0,43.9,1.17,0.72,17,6,22
10:11:17:0:0,45.3,1.72,0.75,14,5,19
10:11:18:0:0,47.8,2.11,0.73,35,12,47
10:11:19:0:0,47.5,2.4,0.61,43,14,57
10:11:20:0:0,51.1,2.1,0.51,38,13,51
10:11:21:0:0,50.5,2.13,0.45,31,10,41
10:11:22:0:0,50.5,2.04,0.44,21,7,28
10:11:23:0:0,49.8,1.83,0.4,10,3,14
10:12:0:0:0,46.0,1.26,0.42,2,1,2
10:12:1:0:0,44.1,1.42,0.49,0,0,0
10:12:2:0:0,43.7,0.92,0.47,0,0,0
10:12:3:0:0,42.4,1.09,0.43,0,0,0
10:12:4:0:0,41.7,0.77,0.49,0,0,0
10:12:5:0:0,43.2,1.09,0.49,0,0,0
10:12:6:0:0,39.4,0.62,0.56,0,0,0
10:12:7:0:0,39.7,0.83,0.65,0,0,0
10:12:8:0:0,38.7,1.25,0.69,0,0,0
10:12:9:0:0,36.5,1.59,0.71,0,0,0
10:12:10:0:0,37.0,1.2,0.79,0,0,0
10:12:11:0:0,37.6,1.45,0.76,0,0,0
10:12:12:0:0,36.9,1.28,0.77,0,0,0
10:12:13:0:0,36.7,0.7,0.81,1,0,2
10:12:14:0:0,39.2,1.62,0.79,9,3,12
10:12:15:0:0,43.2,1.75,0.76,20,7,26
10:12:16:0:0,49.3,1.53,0.66,30,10,39
10:12:17:0:0,50.0,2.53,0.57,37,12,49
10:12:18:0:0,53.8,2.69,0.49,41,14,54
10:12:19:0:0,55.2,3.1,0.37,41,14,55
10:12:20:0:0,55.0,2.69,0.36,38,13,50
10:12:21:0:0,55.6,2.9,0.37,31,10,41
10:12:22:0:0,56.1,2.94,0.39,21,7,28
10:12:23:0:0,54.9,2.75,0.38,10,3,13
10:13:0:0:0,51.3,2.07,0.41,2,1,2
10:13:1:0:0,46.2,3.74,0.44,0,0,0
10:13:2:0:0,44.4,4.59,0.49,0,0,0
10:13:3:0:0,42.8,2.07,0.49,0,0,0
10:13:4:0:0,36.3,1.96,0.56,0,0,0
10:13:5:0:0,31.8,4.33,0.71,0,0,0
10:13:6:0:0,30.2,4.62,0.72,0,0,0
10:13:7:0:0,30.6,4.42,0.71,0,0,0
10:13:8:0:0,29.1,3.0,0.66,0,0,0
10:13:9:0:0,28.2,1.76,0.65,0,0,0
10:13:10:0:0,28.4,2.64,0.62,0,0,0
10:13:11:0:0,28.2,3.86,0.59,0,0,0
10:13:12:0:0,27.5,4.73,0.59,0,0,0
10:13:13:0:0,25.3,5.87,0.58,0,0,1
10:13:14:0:0,25.9,4.94,0.58,4,1,5
10:13:15:0:0,26.6,3.75,0.51,14,5,18
10:13:16:0:0,30.9,2.94,0.46,29,10,39
10:13:17:0:0,31.6,2.57,0.4,37,12,50
10:13:18:0:0,32.5,2.83,0.39,39,13,52
10:13:19:0:0,34.2,3.03,0.39,42,14,55
10:13:20:0:0,35.1,3.69,0.38,38,13,51
10:13:21:0:0,35.4,3.5,0.37,28,9,37
10:13:22:0:0,34.5,3.94,0.35,21,7,28
10:13:23:0:0,32.5,3.6,0.38,10,3,13
10:14:0:0:0,30.4,2.61,0.42,1,0,2
10:14:1:0:0,29.1,2.54,0.45,0,0,0
10:14:2:0:0,25.9,2.42,0.47,0,0,0
10:14:3:0:0,25.3,1.37,0.51,0,0,0
10:14:4:0:0,24.8,0.64,0.55,0,0,0
10:14:5:0:0,24.6,0.71,0.58,0,0,0
10:14:6:0:0,23.5,1.72,0.6,0,0,0
10:14:7:0:0,23.4,2.12,0.64,0,0,0
10:14:8:0:0,23.0,1.9,0.63,0,0,0
10:14:9:0:0,24.1,1.8,0.61,0,0,0
10:14:10:0:0,24.1,1.17,0.61,0,0,0
10:14:11:0:0,22.6,1.99,0.63,0,0,0
10:14:12:0:0,22.6,1.58,0.65,0,0,0
10:14:13:0:0,21.0,1.89,0.66,1,0,2
10:14:14:0:0,26.6,1.35,0.66,9,3,12
10:14:15:0:0,29.7,1.13,0.56,20,7,27
10:14:16:0:0,30.7,1.62,0.51,30,10,40
10:14:17:0:0,33.8,1.54,0.47,37,12,50
10:14:18:0:0,35.6,1.74,0.43,41,14,55
10:14:19:0:0,37.0,1.53,0.38,41,14,55
10:14:20:0:0,40.5,1.73,0.35,38,13,50
10:14:21:0:0,43.3,1.7,0.32,30,10,41
10:14:22:0:0,43.2,1.34,0.31,21,7,27
10:14:23:0:0,41.4,1.58,0.31,10,3,13
10:15:0:0:0,37.0,1.44,0.36,1,0,2
10:15:1:0:0,34.3,1.76,0.43,0,0,0
10:15:2:0:0,33.6,1.78,0.45,0,0,0
10:15:3:0:0,33.4,1.67,0.46,0,0,0
10:15:4:0:0,32.7,1.85,0.45,0,0,0
10:15:5:0:0,32.5,1.27,0.49,0,0,0
10:15:6:0:0,32.0,1.34,0.48,0,0,0
10:15:7:0:0,31.8,1.02,0.47,0,0,0
10:15:8:0:0,29.1,0.72,0.52,0,0,0
10:15:9:0:0,28.9,1.94,0.5,0,0,0
10:15:10:0:0,28.0,0.76,0.55,0,0,0
10:15:11:0:0,27.3,1.98,0.57,0,0,0
10:15:12:0:0,27.7,2.49,0.55,0,0,0
10:15:13:0:0,27.5,0.98,0.54,1,0,2
10:15:14:0:0,30.9,1.82,0.55,9,3,12
10:15:15:0:0,36.5,1.66,0.47,19,6,26
10:15:16:0:0,39.9,1.39,0.38,29,10,39
10:15:17:0:0,45.0,1.54,0.35,36,12,48
10:15:18:0:0,45.3,2.41,0.33,40,13,54
10:15:19:0:0,49.6,1.96,0.32,40,13,54
10:15:20:0:0,53.2,2.54,0.29,37,12,49
10:15:21:0:0,55.9,2.49,0.26,30,10,40
10:15:22:0:0,55.9,3.01,0.26,20,7,26
10:15:23:0:0,53.1,1.8,0.28,9,3,12
10:16:0:0:0,48.6,1.76,0.32,1,0,2
10:16:1:0:0,49.5,1.1,0.37,0,0,0
10:16:2:0:0,43.2,1.07,0.39,0,0,0
10:16:3:0:0,45.7,0.65,0.4,0,0,0
10:16:4:0:0,41.2,0.94,0.43,0,0,0
10:16:5:0:0,40.1,0.81,0.47,0,0,0
10:16:6:0:0,39.0,0.54,0.47,0,0,0
10:16:7:0:0,38.7,0.5,0.47,0,0,0
10:16:8:0:0,37.6,0.84,0.48,0,0,0
10:16:9:0:0,37.8,0.73,0.5,0,0,0
10:16:10:0:0,36.1,0.5,0.51,0,0,0
10:16:11:0:0,34.7,0.71,0.57,0,0,0
10:16:12:0:0,35.2,1.36,0.59,0,0,0
10:16:13:0:0,33.8,1.23,0.63,0,0,0
10:16:14:0:0,36.1,2.22,0.64,3,1,4
10:16:15:0:0,43.5,1.28,0.57,19,6,26
10:16:16:0:0,44.8,1.03,0.5,17,6,22
10:16:17:0:0,49.5,1.5,0.42,32,11,43
10:16:18:0:0,51.3,2.21,0.38,31,10,42
10:16:19:0:0,53.4,2.44,0.35,38,13,51
10:16:20:0:0,54.3,2.86,0.3,37,12,50
10:16:21:0:0,53.8,3.08,0.3,31,10,41
10:16:22:0:0,53.6,3.67,0.3,21,7,27
10:16:23:0:0,48.7,3.11,0.35,5,2,6
10:17:0:0:0,46.6,2.09,0.41,0,0,0
10:17:1:0:0,46.4,2.21,0.47,0,0,0
10:17:2:0:0,43.0,1.45,0.54,0,0,0
10:17:3:0:0,40.8,1.51,0.63,0,0,0
10:17:4:0:0,42.1,1.79,0.7,0,0,0
10:17:5:0:0,40.5,3.17,0.79,0,0,0
10:17:6:0:0,39.2,3.28,0.85,0,0,0
10:17:7:0:0,39.4,2.66,0.86,0,0,0
10:17:8:0:0,39.6,2.02,0.89,0,0,0
10:17:9:0:0,38.7,0.8,0.91,0,0,0
10:17:10:0:0,37.6,0.81,0.95,0,0,0
10:17:11:0:0,37.4,1.64,0.96,0,0,0
10:17:12:0:0,37.4,1.84,0.96,0,0,0
10:17:13:0:0,37.0,1.04,0.96,0,0,0
10:17:14:0:0,37.6,1.27,0.96,3,1,3
10:17:15:0:0,39.9,1.52,0.95,11,4,15
10:17:16:0:0,43.9,1.29,0.88,17,6,23
10:17:17:0:0,49.3,1.57,0.78,29,10,39
10:17:18:0:0,48.0,2.5,0.68,35,12,46
10:17:19:0:0,48.4,2.92,0.67,32,11,42
10:17:20:0:0,49.3,2.78,0.65,30,10,41
10:17:21:0:0,47.8,2.76,0.66,25,8,34
10:17:22:0:0,47.3,2.13,0.67,11,4,15
10:17:23:0:0,45.9,2.0,0.7,6,2,8
10:18:0:0:0,42.6,1.73,0.75,0,0,1
10:18:1:0:0,41.5,0.84,0.8,0,0,0
10:18:2:0:0,40.3,0.5,0.81,0,0,0
10:18:3:0:0,40.8,1.79,0.82,0,0,0
10:18:4:0:0,39.9,1.74,0.82,0,0,0
10:18:5:0:0,40.1,1.39,0.82,0,0,0
10:18:6:0:0,37.2,0.98,0.85,0,0,0
10:18:7:0:0,37.6,1.38,0.88,0,0,0
10:18:8:0:0,38.8,0.92,0.86,0,0,0
10:18:9:0:0,36.7,0.89,0.86,0,0,0
10:18:10:0:0,35.1,1.31,0.89,0,0,0
10:18:11:0:0,35.4,1.51,0.9,0,0,0
10:18:12:0:0,35.4,2.22,0.9,0,0,0
10:18:13:0:0,35.8,2.07,0.9,1,0,1
10:18:14:0:0,37.8,1.55,0.88,8,3,11
10:18:15:0:0,42.3,1.5,0.83,18,6,24
10:18:16:0:0,45.3,1.89,0.73,28,9,37
10:18:17:0:0,48.9,1.41,0.65,35,12,47
10:18:18:0:0,52.9,1.71,0.58,40,13,54
10:18:19:0:0,54.1,2.1,0.56,37,12,49
10:18:20:0:0,55.8,2.06,0.53,35,12,47
10:18:21:0:0,54.9,2.29,0.51,28,9,38
10:18:22:0:0,53.8,2.34,0.51,19,6,25
10:18:23:0:0,52.2,1.9,0.49,8,3,11
10:19:0:0:0,47.7,1.46,0.53,1,0,1
10:19:1:0:0,45.0,1.58,0.61,0,0,0
10:19:2:0:0,45.3,0.59,0.66,0,0,0
10:19:3:0:0,44.4,0.71,0.67,0,0,0
10:19:4:0:0,44.2,0.36,0.67,0,0,0
10:19:5:0:0,42.6,1.32,0.71,0,0,0
10:19:6:0:0,42.6,1.46,0.69,0,0,0
10:19:7:0:0,43.7,1.59,0.65,0,0,0
10:19:8:0:0,38.7,1.72,0.76,0,0,0
10:19:9:0:0,38.7,2.26,0.79,0,0,0
10:19:10:0:0,37.6,1.5,0.79,0,0,0
10:19:11:0:0,37.4,1.76,0.79,0,0,0
10:19:12:0:0,36.5,2.17,0.8,0,0,0
10:19:13:0:0,36.1,2.5,0.81,1,0,1
10:19:14:0:0,41.4,1.76,0.75,8,3,10
10:19:15:0:0,44.8,1.48,0.71,18,6,24
10:19:16:0:0,46.6,1.91,0.6,28,9,37
10:19:17:0:0,52.5,1.19,0.52,35,12,47
10:19:18:0:0,55.4,1.48,0.44,39,13,52
10:19:19:0:0,58.8,1.8,0.42,39,13,52
10:19:20:0:0,59.9,1.96,0.4,35,12,47
10:19:21:0:0,59.4,2.19,0.34,28,9,38
10:19:22:0:0,59.5,2.63,0.29,19,6,25
10:19:23:0:0,57.7,3.01,0.3,8,3,11
10:20:0:0:0,51.4,1.3,0.36,1,0,1
10:20:1:0:0,48.9,1.91,0.45,0,0,0
10:20:2:0:0,48.9,1.57,0.48,0,0,0
10:20:3:0:0,48.0,0.9,0.51,0,0,0
10:20:4:0:0,48.6,1.17,0.49,0,0,0
10:20:5:0:0,45.5,1.22,0.5,0,0,0
10:20:6:0:0,45.1,2.7,0.53,0,0,0
10:20:7:0:0,46.9,1.45,0.52,0,0,0
10:20:8:0:0,42.8,1.23,0.53,0,0,0
10:20:9:0:0,43.0,1.63,0.61,0,0,0
10:20:10:0:0,43.0,2.53,0.6,0,0,0
10:20:11:0:0,39.7,1.26,0.64,0,0,0
10:20:12:0:0,39.7,2.0,0.67,0,0,0
10:20:13:0:0,39.9,1.09,0.7,0,0,1
10:20:14:0:0,45.1,1.15,0.64,9,3,13
10:20:15:0:0,47.8,1.84,0.53,16,5,21
10:20:16:0:0,53.4,1.68,0.45,29,10,38
10:20:17:0:0,57.9,1.37,0.39,34,11,46
10:20:18:0:0,59.5,1.83,0.35,40,13,53
10:20:19:0:0,60.8,2.26,0.34,38,13,50
10:20:20:0:0,62.1,2.31,0.33,32,11,42
10:20:21:0:0,61.3,2.26,0.33,21,7,28
10:20:22:0:0,63.1,1.98,0.33,15,5,20
10:20:23:0:0,59.7,1.59,0.34,6,2,9
10:21:0:0:0,55.9,1.7,0.39,0,0,0
10:21:1:0:0,53.2,1.8,0.44,0,0,0
10:21:2:0:0,53.2,1.81,0.45,0,0,0
10:21:3:0:0,53.2,1.69,0.45,0,0,0
10:21:4:0:0,52.3,1.66,0.47,0,0,0
10:21:5:0:0,48.7,1.44,0.49,0,0,0
10:21:6:0:0,48.6,2.14,0.59,0,0,0
10:21:7:0:0,46.9,1.35,0.6,0,0,0
10:21:8:0:0,47.8,2.49,0.61,0,0,0
10:21:9:0:0,47.3,2.34,0.59,0,0,0
10:21:10:0:0,44.8,2.82,0.68,0,0,0
10:21:11:0:0,45.5,3.02,0.65,0,0,0
10:21:12:0:0,45.3,2.47,0.66,0,0,0
10:21:13:0:0,41.7,1.64,0.72,1,0,1
10:21:14:0:0,45.5,1.69,0.68,7,2,10
10:21:15:0:0,51.8,0.91,0.61,17,6,23
10:21:16:0:0,55.8,2.12,0.48,27,9,36
10:21:17:0:0,58.8,2.67,0.43,34,11,45
10:21:18:0:0,63.3,2.31,0.36,38,13,50
10:21:19:0:0,63.3,1.6,0.34,38,13,50
10:21:20:0:0,65.7,1.33,0.28,34,11,46
10:21:21:0:0,66.0,1.65,0.26,27,9,36
10:21:22:0:0,66.9,1.61,0.26,16,5,21
10:21:23:0:0,64.0,1.27,0.28,8,3,11
10:22:0:0:0,57.9,2.04,0.34,0,0,0
10:22:1:0:0,56.8,3.76,0.39,0,0,0
10:22:2:0:0,59.0,3.12,0.33,0,0,0
10:22:3:0:0,52.5,2.43,0.58,0,0,0
10:22:4:0:0,49.3,3.44,0.66,0,0,0
10:22:5:0:0,48.7,3.47,0.79,0,0,0
10:22:6:0:0,47.1,2.57,0.84,0,0,0
10:22:7:0:0,46.9,1.83,0.88,0,0,0
10:22:8:0:0,46.4,1.72,0.86,0,0,0
10:22:9:0:0,46.0,1.2,0.88,0,0,0
10:22:10:0:0,45.5,2.07,0.86,0,0,0
10:22:11:0:0,44.8,1.67,0.87,0,0,0
10:22:12:0:0,43.3,1.39,0.86,0,0,0
10:22:13:0:0,44.6,1.14,0.85,1,0,1
10:22:14:0:0,48.0,0.99,0.85,7,2,9
10:22:15:0:0,49.6,0.99,0.85,13,4,18
10:22:16:0:0,52.3,1.54,0.77,26,9,34
10:22:17:0:0,54.0,1.97,0.71,28,9,38
10:22:18:0:0,54.1,1.83,0.73,24,8,32
10:22:19:0:0,54.0,1.75,0.71,25,8,34
10:22:20:0:0,55.6,1.82,0.64,21,7,27
10:22:21:0:0,54.3,1.88,0.61,17,6,23
10:22:22:0:0,56.5,1.96,0.56,14,5,19
10:22:23:0:0,54.0,1.85,0.56,7,2,9
10:23:0:0:0,50.7,0.61,0.62,1,0,1
10:23:1:0:0,48.6,1.25,0.67,0,0,0
10:23:2:0:0,48.0,1.63,0.73,0,0,0
10:23:3:0:0,48.0,2.68,0.73,0,0,0
10:23:4:0:0,47.8,1.33,0.73,0,0,0
10:23:5:0:0,48.2,0.99,0.72,0,0,0
10:23:6:0:0,46.2,0.84,0.77,0,0,0
10:23:7:0:0,44.2,1.02,0.81,0,0,0
10:23:8:0:0,44.1,1.79,0.84,0,0,0
10:23:9:0:0,42.4,2.02,0.85,0,0,0
10:23:10:0:0,42.6,1.14,0.86,0,0,0
10:23:11:0:0,42.3,1.66,0.87,0,0,0
10:23:12:0:0,41.2,1.18,0.87,0,0,0
10:23:13:0:0,41.5,1.76,0.89,0,0,1
10:23:14:0:0,42.4,1.54,0.86,3,1,3
10:23:15:0:0,45.0,1.15,0.88,14,5,18
10:23:16:0:0,48.4,1.36,0.83,18,6,24
10:23:17:0:0,52.2,2.04,0.75,30,10,40
10:23:18:0:0,55.8,2.11,0.66,39,13,52
10:23:19:0:0,55.6,2.29,0.6,38,13,51
10:23:20:0:0,58.3,2.16,0.53,36,12,48
10:23:21:0:0,56.8,2.11,0.49,24,8,32
10:23:22:0:0,55.6,2.1,0.48,13,4,18
10:23:23:0:0,54.3,2.37,0.51,7,2,9
10:24:0:0:0,50.0,1.88,0.56,1,0,1
10:24:1:0:0,49.5,2.45,0.58,0,0,0
10:24:2:0:0,48.4,2.75,0.56,0,0,0
10:24:3:0:0,50.5,2.39,0.46,0,0,0
10:24:4:0:0,47.8,1.96,0.43,0,0,0
10:24:5:0:0,45.5,1.3,0.44,0,0,0
10:24:6:0:0,43.5,1.36,0.49,0,0,0
10:24:7:0:0,44.1,0.88,0.51,0,0,0
10:24:8:0:0,41.5,1.1,0.6,0,0,0
10:24:9:0:0,40.3,1.83,0.6,0,0,0
10:24:10:0:0,40.8,2.34,0.63,0,0,0
10:24:11:0:0,40.5,2.92,0.63,0,0,0
10:24:12:0:0,39.6,1.34,0.64,0,0,0
10:24:13:0:0,41.4,1.95,0.64,1,0,1
10:24:14:0:0,42.1,1.23,0.66,3,1,4
10:24:15:0:0,45.5,1.07,0.61,11,4,15
10:24:16:0:0,48.4,1.32,0.55,20,7,27
10:24:17:0:0,50.4,1.33,0.53,18,6,24
10:24:18:0:0,50.4,1.84,0.51,18,6,24
10:24:19:0:0,52.3,2.32,0.51,17,6,23
10:24:20:0:0,52.2,2.34,0.48,19,6,26
10:24:21:0:0,52.9,2.04,0.45,14,5,19
10:24:22:0:0,53.4,1.72,0.43,13,4,18
10:24:23:0:0,51.1,1.36,0.45,4,1,6
10:25:0:0:0,47.5,0.49,0.49,0,0,0
10:25:1:0:0,48.4,1.99,0.53,0,0,0
10:25:2:0:0,47.5,1.6,0.54,0,0,0
10:25:3:0:0,47.1,1.36,0.54,0,0,0
10:25:4:0:0,47.5,1.88,0.5,0,0,0
10:25:5:0:0,45.0,2.15,0.52,0,0,0
10:25:6:0:0,42.1,1.28,0.62,0,0,0
10:25:7:0:0,40.8,0.74,0.67,0,0,0
10:25:8:0:0,40.3,0.68,0.68,0,0,0
10:25:9:0:0,38.5,0.92,0.71,0,0,0
10:25:10:0:0,37.0,1.1,0.73,0,0,0
10:25:11:0:0,36.9,1.35,0.78,0,0,0
10:25:12:0:0,37.6,2.22,0.76,0,0,0
10:25:13:0:0,37.8,2.43,0.76,0,0,1
10:25:14:0:0,40.1,1.86,0.73,8,3,10
10:25:15:0:0,42.6,2.25,0.69,13,4,17
10:25:16:0:0,49.1,1.48,0.6,24,8,32
10:25:17:0:0,50.5,1.21,0.51,30,10,40
10:25:18:0:0,52.5,1.47,0.46,33,11,44
10:25:19:0:0,54.9,1.86,0.4,25,8,33
10:25:20:0:0,57.7,2.2,0.36,32,11,43
10:25:21:0:0,57.0,2.09,0.32,25,8,33
10:25:22:0:0,59.0,1.88,0.28,18,6,24
10:25:23:0:0,56.1,1.32,0.27,7,2,10
10:26:0:0:0,51.4,1.75,0.33,0,0,0
10:26:1:0:0,50.0,2.26,0.35,0,0,0
10:26:2:0:0,46.9,0.75,0.37,0,0,0
10:26:3:0:0,46.8,1.46,0.38,0,0,0
10:26:4:0:0,47.3,0.6,0.4,0,0,0
10:26:5:0:0,44.2,1.02,0.44,0,0,0
10:26:6:0:0,43.2,1.34,0.5,0,0,0
10:26:7:0:0,43.5,2.14,0.49,0,0,0
10:26:8:0:0,42.6,1.16,0.51,0,0,0
10:26:9:0:0,41.4,1.82,0.56,0,0,0
10:26:10:0:0,41.4,2.18,0.57,0,0,0
10:26:11:0:0,40.8,2.29,0.6,0,0,0
10:26:12:0:0,40.8,2.24,0.6,0,0,0
10:26:13:0:0,41.2,2.23,0.62,0,0,0
10:26:14:0:0,43.0,1.89,0.58,6,2,9
10:26:15:0:0,44.8,1.93,0.56,12,4,16
10:26:16:0:0,52.5,1.32,0.48,24,8,31
10:26:17:0:0,54.7,1.62,0.44,24,8,32
10:26:18:0:0,56.3,1.72,0.4,34,11,45
10:26:19:0:0,58.6,1.84,0.36,34,11,46
10:26:20:0:0,61.9,1.71,0.33,31,10,41
10:26:21:0:0,60.6,1.44,0.3,24,8,32
10:26:22:0:0,62.2,1.35,0.3,12,4,16
10:26:23:0:0,60.3,1.06,0.3,6,2,9
10:27:0:0:0,57.7,0.81,0.34,0,0,0
10:27:1:0:0,55.9,1.45,0.36,0,0,0
10:27:2:0:0,52.0,0.76,0.4,0,0,0
10:27:3:0:0,53.1,2.07,0.42,0,0,0
10:27:4:0:0,51.4,1.79,0.44,0,0,0
10:27:5:0:0,52.0,1.52,0.45,0,0,0
10:27:6:0:0,48.7,1.31,0.48,0,0,0
10:27:7:0:0,48.4,2.02,0.5,0,0,0
10:27:8:0:0,47.8,1.73,0.51,0,0,0
10:27:9:0:0,45.3,2.67,0.55,0,0,0
10:27:10:0:0,46.2,2.73,0.57,0,0,0
10:27:11:0:0,45.7,2.57,0.56,0,0,0
10:27:12:0:0,44.2,2.05,0.59,0,0,0
10:27:13:0:0,45.0,2.45,0.59,0,0,1
10:27:14:0:0,46.4,1.72,0.56,6,2,8
10:27:15:0:0,52.3,1.3,0.51,16,5,21
10:27:16:0:0,55.0,1.12,0.43,25,8,34
10:27:17:0:0,58.6,1.41,0.37,33,11,43
10:27:18:0:0,64.0,2.07,0.33,37,12,49
10:27:19:0:0,63.5,2.49,0.3,32,11,43
10:27:20:0:0,64.4,2.25,0.29,31,10,42
10:27:21:0:0,64.0,2.09,0.29,20,7,27
10:27:22:0:0,62.2,1.73,0.31,11,4,15
10:27:23:0:0,59.4,1.29,0.34,3,1,4
10:28:0:0:0,56.8,1.61,0.38,0,0,0
10:28:1:0:0,55.6,1.35,0.37,0,0,0
10:28:2:0:0,55.2,1.0,0.39,0,0,0
10:28:3:0:0,53.2,0.68,0.39,0,0,0
10:28:4:0:0,51.6,1.47,0.38,0,0,0
10:28:5:0:0,54.0,1.31,0.37,0,0,0
10:28:6:0:0,51.6,0.67,0.37,0,0,0
10:28:7:0:0,49.1,0.67,0.4,0,0,0
10:28:8:0:0,47.5,1.39,0.45,0,0,0
10:28:9:0:0,49.3,2.32,0.46,0,0,0
10:28:10:0:0,47.1,1.84,0.47,0,0,0
10:28:11:0:0,46.2,1.82,0.5,0,0,0
10:28:12:0:0,47.5,2.6,0.48,0,0,0
10:28:13:0:0,48.9,1.98,0.44,0,0,0
10:28:14:0:0,52.5,1.57,0.44,4,1,6
10:28:15:0:0,55.4,0.75,0.43,14,5,19
10:28:16:0:0,58.3,2.18,0.35,25,8,34
10:28:17:0:0,59.5,2.5,0.33,32,11,43
10:28:18:0:0,60.8,2.92,0.3,36,12,48
10:28:19:0:0,63.0,3.22,0.26,35,12,46
10:28:20:0:0,61.9,2.72,0.25,17,6,23
10:28:21:0:0,61.5,2.22,0.25,11,4,15
10:28:22:0:0,62.4,2.58,0.24,11,4,15
10:28:23:0:0,60.8,2.72,0.22,6,2,7
10:29:0:0:0,55.8,2.36,0.27,0,0,0
10:29:1:0:0,54.0,1.72,0.32,0,0,0
10:29:2:0:0,50.4,1.67,0.37,0,0,0
10:29:3:0:0,48.7,1.6,0.42,0,0,0
10:29:4:0:0,46.2,2.53,0.42,0,0,0
10:29:5:0:0,46.0,3.45,0.4,0,0,0
10:29:6:0:0,44.6,3.32,0.4,0,0,0
10:29:7:0:0,44.4,2.99,0.4,0,0,0
10:29:8:0:0,44.6,2.97,0.38,0,0,0
10:29:9:0:0,42.8,1.73,0.37,0,0,0
10:29:10:0:0,41.0,1.42,0.4,0,0,0
10:29:11:0:0,39.4,1.41,0.43,0,0,0
10:29:12:0:0,40.1,0.79,0.41,0,0,0
10:29:13:0:0,39.9,1.18,0.42,0,0,0
10:29:14:0:0,42.1,1.67,0.4,3,1,4
10:29:15:0:0,42.3,2.73,0.39,7,2,10
10:29:16:0:0,44.4,3.5,0.36,18,6,24
10:29:17:0:0,45.3,2.95,0.32,30,10,40
10:29:18:0:0,46.4,2.77,0.29,27,9,36
10:29:19:0:0,46.2,2.16,0.27,30,10,40
10:29:20:0:0,47.5,2.84,0.26,24,8,32
10:29:21:0:0,46.6,3.1,0.26,13,4,17
10:29:22:0:0,46.0,2.65,0.24,11,4,15
10:29:23:0:0,44.6,2.39,0.25,3,1,4
10:30:0:0:0,43.3,1.89,0.24,0,0,0
10:30:1:0:0,41.7,1.38,0.27,0,0,0
10:30:2:0:0,40.5,1.37,0.27,0,0,0
10:30:3:0:0,38.1,1.4,0.29,0,0,0
10:30:4:0:0,39.4,2.22,0.29,0,0,0
10:30:5:0:0,35.8,2.77,0.3,0,0,0
10:30:6:0:0,35.8,2.86,0.35,0,0,0
10:30:7:0:0,34.5,3.16,0.36,0,0,0
10:30:8:0:0,34.9,2.51,0.39,0,0,0
10:30:9:0:0,33.4,2.85,0.41,0,0,0
10:30:10:0:0,32.2,2.38,0.46,0,0,0
10:30:11:0:0,32.4,3.02,0.43,0,0,0
10:30:12:0:0,33.4,3.63,0.45,0,0,0
10:30:13:0:0,33.3,3.65,0.35,0,0,0
10:30:14:0:0,35.8,2.36,0.34,6,2,8
10:30:15:0:0,37.4,2.08,0.36,16,5,21
10:30:16:0:0,39.9,1.91,0.36,25,8,34
10:30:17:0:0,43.0,2.22,0.32,32,11,43
10:30:18:0:0,44.1,2.5,0.3,36,12,48
10:30:19:0:0,43.9,2.58,0.27,36,12,48
10:30:20:0:0,44.1,2.25,0.25,31,10,42
10:30:21:0:0,43.2,2.75,0.23,21,7,29
10:30:22:0:0,44.1,1.96,0.21,14,5,19
10:30:23:0:0,41.4,1.51,0.22,5,2,6
10:31:0:0:0,38.7,1.26,0.25,0,0,0
10:31:1:0:0,38.5,1.2,0.27,0,0,0
10:31:2:0:0,39.6,1.66,0.24,0,0,0
10:31:3:0:0,39.0,1.54,0.23,0,0,0
10:31:4:0:0,37.9,1.24,0.3,0,0,0
10:31:5:0:0,37.8,0.84,0.31,0,0,0
10:31:6:0:0,36.5,0.53,0.35,0,0,0
